Trial,統合した解の中心の総和,DM1,DM1の式1の最適値,DM1の積,DM1の式10の最適値,DM2,DM2の式1の最適値,DM2の積,DM2の式10の最適値,DM3,DM3の式1の最適値,DM3の積,DM3の式10の最適値
1,0.9586928546521143,0.9574474535106248,0.3404255319148939,0.3265712244532359,0.34108527131782895,0.9997049247257577,0.30555555555555525,0.30546539366620373,0.3055555555555556,0.9378377510196473,0.3945945945945952,0.3782226320984582,0.40329218106995846
2,0.9459457809459423,0.9864863014864826,0.33333333333333304,0.32882876716216103,0.3333333333333335,0.9999998149999957,0.3063063063063065,0.3063062496396381,0.30630630630630606,0.9864863014864829,0.3333333333333329,0.32882876716216086,0.33333333333333326
3,0.9755638237922947,0.984126983501985,0.25396825396825395,0.24993701168304466,0.25396825396825484,0.9999999050000006,0.35087719298245623,0.3508771596491232,0.35087719298245634,0.9666666680952379,0.2666666666666666,0.25777777815873004,0.2666666666666666
4,1.0023809016666667,1.0,0.1904761904761909,0.1904761904761907,0.1904761904761907,0.9428571110714292,0.3999999999999999,0.3771428444285716,0.3999999999999999,0.9761904633333361,0.19047619047619058,0.18594104063492117,0.19047619047619047
5,0.9723809421073668,0.9523809833809547,0.28571428571428625,0.2842928308599865,0.29850746268656725,0.9771428398787052,0.30285714285714405,0.2984932018073275,0.30547550432276627,0.9523809813809543,0.3333333333333337,0.3174603271269849,0.3333333333333335
6,0.9575358845007957,0.9318181901515141,0.3181818181818177,0.31060606338383806,0.33333333333333337,0.9868420962631589,0.2368421052631573,0.2368421031031579,0.23999999999999977,0.9374999716666661,0.375,0.37499998866666634,0.3999999999999999
7,0.9590840403340791,0.945945896945942,0.37837837837837895,0.363090344282281,0.3838383838383841,0.9861111138611085,0.3055555555555558,0.3013117292353385,0.30555555555555536,1.0000000000000013,0.277777777777778,0.27777777777777807,0.2777777777777777
8,0.9503391356892025,0.9999999978666668,0.29166666666666785,0.29166666604444613,0.2916666666666683,0.9767441699750832,0.325581395348837,0.3180097297593291,0.3255813953488369,0.9791666666666672,0.3333333333333335,0.3263888888888888,0.33333333333333304
9,0.9526989973306348,0.9249999683333332,0.44230769230769207,0.40913460137820484,0.44230769230769207,0.9999999999999998,0.23333333333333328,0.23333333333333334,0.2333333333333334,0.9999999904999995,0.2631578947368427,0.2631578922368426,0.2631578947368427
10,0.9406882118016221,0.9999999999999999,0.23333333333333317,0.23333333333333336,0.2333333333333334,0.93589741435897,0.3333333333333337,0.31196580478632346,0.3333333333333335,0.9999999050000106,0.28070175438596456,0.2807017277193014,0.2807017543859651
11,0.9461191533692006,0.9615384765384627,0.3076923076923077,0.29585799278106545,0.3076923076923077,0.9459458969459513,0.37837837837837884,0.3630903442822846,0.3838383838383841,0.9743589743589739,0.33333333333333304,0.32478632478632496,0.3333333333333337
12,0.9459523274476218,0.9305555205555557,0.3055555555555556,0.28433640905864227,0.3055555555555558,0.9533333115333353,0.3333333333333335,0.3177777705111117,0.33333333333333326,0.9999999983333334,-1.1102230246251565e-16,0.0,0.0
13,0.8888888941666674,0.9999999766666646,0.3333333333333339,0.3333333255555558,0.33333333333333426,0.9722222213888886,0.22222222222222288,0.216049382530864,0.2222222222222221,0.9999999999999996,0.33333333333333326,0.3333333333333333,0.3333333333333335
14,0.9309309021808807,0.9370373320368572,0.34814814814814765,0.33071905836594956,0.3529411764705882,1.0000000000000009,0.1351351351351353,0.1351351351351351,0.13513513513513498,0.9166665916667048,0.36666666666666714,0.3422221942222358,0.37333333333333263
15,0.8972222276597209,0.9388888906388886,0.32222222222222263,0.30253086476141944,0.32222222222222197,0.9472222219722211,0.3055555555555549,0.2894290122692896,0.30555555555555536,0.9611111108611096,0.277777777777778,0.2669753085725303,0.2777777777777777
16,0.9432432027432475,0.9999999815000009,0.13513513513513598,0.1351351326351351,0.13513513513513498,0.9857142571428636,0.2666666666666666,0.2628571352380969,0.2666666666666666,0.9999999999999979,0.1904761904761909,0.1904761904761903,0.1904761904761907
17,0.9546296216347329,0.9722222097222231,0.22222222222222177,0.216049379938272,0.22222222222222243,0.9999999999999987,0.20000000000000007,0.19999999999999946,0.19999999999999973,0.9629629451058168,0.3407407407407417,0.3299394951358576,0.3426294820717132
18,0.9531249593269202,0.9791666350320488,0.3333333333333336,0.3263888783440164,0.3333333333333335,0.9583333133333314,0.27083333333333404,0.262280696280701,0.27368421052631553,0.9791666312820487,0.3333333333333336,0.32638887709401615,0.33333333333333326
19,1.0063491771825346,0.9999999999999997,0.23333333333333317,0.2333333333333333,0.2333333333333334,0.9523809523809478,0.33333333333333304,0.31746031746031567,0.33333333333333304,0.999999999999997,0.2857142857142858,0.28571428571428475,0.2857142857142856
20,0.9166666666666665,0.9166666666666665,0.3333333333333335,0.30555555555555525,0.33333333333333304,0.9305555505555553,0.30555555555555547,0.284336418225309,0.305555555555556,0.9722222172222222,0.222222222222222,0.21604938160493836,0.22222222222222232
21,0.9394737607105016,0.9999999999999963,0.1428571428571428,0.14285714285714227,0.1428571428571428,0.9662698512698378,0.3055555555555557,0.2952491212213389,0.30555555555555514,0.9280700324386342,0.4385964912280701,0.4158565172675833,0.44808743169398757
22,0.9426406720592979,1.0,0.1904761904761909,0.1904761904761907,0.1904761904761907,0.9469697054580695,0.34848484848484895,0.3342246019263772,0.352941176470588,0.9761905311904697,0.23809523809523836,0.23665224998556886,0.24242424242424288
23,0.9664285726549878,0.9771428398787071,0.3028571428571426,0.2984932018073283,0.3054755043227665,0.940476215476192,0.30952380952380953,0.30337942434715887,0.3225806451612905,0.9523809773809533,0.3333333333333339,0.3174603257936508,0.33333333333333304
24,0.9473791886944158,0.9767676792024609,0.22222222222222177,0.21705948426721372,0.22222222222222243,1.0000000000000013,0.30630630630630584,0.30630630630630645,0.30630630630630606,0.9090909275691695,0.32727272727272727,0.31620554002405876,0.3478260869565215
25,1.003571407529764,0.9464285714285733,0.39285714285714257,0.37181122448979637,0.39285714285714257,0.9761905011904776,0.19047619047619013,0.18594104784580545,0.1904761904761907,0.9857142988392862,0.26666666666666705,0.26285714635714313,0.26666666666666683
26,0.9342258779761791,0.9428572578571738,0.34285714285714564,0.33277314983194406,0.35294117647058865,0.9687496150000106,0.3125,0.3082385138636401,0.31818181818181857,0.9305557655555416,0.30555555555555625,0.28433648391974825,0.3055555555555549
27,0.9390351376954871,1.0000000000000004,0.19999999999999984,0.20000000000000004,0.19999999999999996,0.9280700324386014,0.4385964912280701,0.41585651726756867,0.44808743169398757,0.9805555574603186,0.30555555555555525,0.29961419811287515,0.3055555555555556
28,0.9154039266040447,0.9722222254222253,0.27777777777777835,0.27006172928395167,0.277777777777778,0.8888887900888918,0.4141414141414139,0.3719463731577631,0.41843971631205656,0.9305555551555567,0.36111111111111094,0.34076682301471206,0.36619718309859284
29,0.9642856752857134,0.9642857359523813,0.2142857142857144,0.20663265770408185,0.2142857142857144,0.9761904806349201,0.2857142857142865,0.2789115658956922,0.2857142857142865,0.9743589273589734,0.28205128205128216,0.27481918463971033,0.28205128205128194
30,0.970257690341979,1.0,0.28070175438596456,0.2807017543859651,0.2807017543859651,0.9804687371739123,0.32031250000000067,0.31852791461487534,0.3248730964467008,0.9999999999999998,0.23076923076923073,0.23076923076923056,0.23076923076923062
31,0.9246621753323219,0.9459458855613263,0.37837837837837884,0.3630903399124285,0.3838383838383841,0.9187500949999908,0.412499999999999,0.3994565630434742,0.4347826086956521,0.937837751019645,0.3945945945945959,0.38417450041768547,0.409638554216867
32,0.9097222290972224,0.986111111736111,0.277777777777778,0.2739197532600307,0.2777777777777777,1.0000000006249996,0.25000000000000067,0.25000000015624957,0.24999999999999967,0.951388889513889,0.34722222222222265,0.3326534578719895,0.34965034965035
33,0.9724025815658613,0.9523809833809536,0.2857142857142857,0.2857142950142857,0.2999999999999996,0.9507575609616546,0.37121212121212066,0.3577107655103258,0.37623762376237657,0.9523809833809526,0.2857142857142859,0.2857142950142859,0.30000000000000016
34,1.0138888440025202,0.9714285493831142,0.3428571428571434,0.333061216931353,0.3428571428571424,1.0,0.1904761904761909,0.1904761904761907,0.1904761904761907,0.9662698312698398,0.3055555555555556,0.29524911511022905,0.3055555555555558
35,0.9067307331398589,0.9666667136666639,0.33333333333333337,0.3222222378888881,0.3333333333333335,0.929166769666665,0.375,0.3610979863159555,0.38862559241706207,0.9487179346270401,0.3589743589743587,0.3474178352155354,0.36619718309859106
36,0.9367331779528025,0.9166666516666653,0.38888888888888906,0.3666666606666658,0.3999999999999997,0.9999999049999995,0.2807017543859649,0.2807017277192981,0.2807017543859649,0.9166667980303091,0.40196078431372584,0.3742791770504377,0.40830449826989623
