与えた重要度,0.210000,0.250000,0.170000,0.230000,0.140000,0.220000,0.100000,0.200000,0.070000,0.190000,0.040000,0.180000,1.000000,

実行回数,wL[0],wR[0],wL[1],wR[1],wL[2],wR[2],wL[3],wR[3],wL[4],wR[4],wL[5],wR[5],区間幅の総和
749,0.109997, 0.375824,0.063766, 0.255066,0.073331, 0.263993,0.043136, 0.287574,0.036666, 0.231573,0.027499, 0.231573,1.291207
750,0.089165, 0.237773,0.140502, 0.327839,0.081344, 0.291481,0.046366, 0.257588,0.046834, 0.249279,0.030911, 0.200919,1.129757
751,0.124613, 0.257015,0.168228, 0.266361,0.168228, 0.315427,0.084114, 0.186920,0.084114, 0.210285,0.021028, 0.113667,0.699350
752,0.170408, 0.312415,0.170408, 0.284013,0.085204, 0.191709,0.085204, 0.255612,0.056803, 0.206456,0.028401, 0.153367,0.807144
753,0.144249, 0.312539,0.144249, 0.288497,0.144249, 0.312539,0.036062, 0.157362,0.048083, 0.198964,0.036062, 0.177147,0.894094
754,0.120593, 0.351730,0.090445, 0.271334,0.066280, 0.254074,0.045222, 0.231539,0.040198, 0.282640,0.030148, 0.215798,1.214228
755,0.135860, 0.294364,0.101895, 0.271721,0.090574, 0.241529,0.074106, 0.241529,0.067930, 0.271721,0.024702, 0.184069,1.009866
756,0.062054, 0.279243,0.114561, 0.315044,0.067695, 0.288251,0.067695, 0.293346,0.039192, 0.235152,0.039192, 0.198573,1.219220
757,0.094361, 0.283083,0.083260, 0.333038,0.064337, 0.289516,0.058976, 0.285049,0.037248, 0.242110,0.018624, 0.210399,1.286391
758,0.130531, 0.335651,0.071199, 0.284795,0.078319, 0.313275,0.035599, 0.230349,0.048949, 0.244746,0.024475, 0.202113,1.221857
759,0.133034, 0.321500,0.099776, 0.258467,0.099776, 0.269394,0.057015, 0.258467,0.035955, 0.210436,0.033259, 0.222922,1.082371
760,0.127560, 0.265750,0.095670, 0.229608,0.095670, 0.296577,0.047835, 0.214301,0.095670, 0.296577,0.038268, 0.196512,0.998653
761,0.100478, 0.301435,0.094198, 0.298295,0.062799, 0.263755,0.062799, 0.282595,0.037679, 0.217703,0.031399, 0.246865,1.221294
762,0.115406, 0.376992,0.089760, 0.278256,0.080784, 0.269280,0.067320, 0.264384,0.044880, 0.199584,0.026928, 0.186425,1.149844
763,0.067693, 0.243696,0.093078, 0.325774,0.069809, 0.292010,0.046539, 0.278294,0.046539, 0.279235,0.031026, 0.226308,1.290631
764,0.121643, 0.304107,0.086888, 0.278041,0.066351, 0.265403,0.068424, 0.273697,0.030411, 0.208531,0.045616, 0.250889,1.161335
765,0.154052, 0.264090,0.105036, 0.220628,0.105036, 0.275093,0.105036, 0.293433,0.035012, 0.192565,0.052518, 0.197503,0.886622
766,0.092420, 0.292663,0.119896, 0.308066,0.073936, 0.295743,0.073936, 0.271098,0.030807, 0.201643,0.019983, 0.219809,1.178046
767,0.119257, 0.258391,0.119257, 0.318019,0.072672, 0.258391,0.059629, 0.215326,0.072672, 0.242241,0.039752, 0.224392,1.033519
768,0.078428, 0.287570,0.115335, 0.357540,0.075412, 0.278114,0.049638, 0.221716,0.033092, 0.198552,0.023067, 0.281537,1.250056
769,0.163489, 0.321528,0.163489, 0.268848,0.163489, 0.321528,0.081744, 0.180961,0.027248, 0.140479,0.032698, 0.134501,0.735688
770,0.147026, 0.336935,0.147026, 0.349188,0.113097, 0.311017,0.028274, 0.169646,0.036757, 0.201194,0.014137, 0.145702,1.027364
771,0.075775, 0.238551,0.142078, 0.366246,0.104517, 0.274358,0.071039, 0.224518,0.047359, 0.224957,0.026129, 0.204472,1.066204
772,0.143241, 0.346166,0.086968, 0.245556,0.081499, 0.269903,0.052522, 0.271362,0.047747, 0.258081,0.021884, 0.175072,1.132279
773,0.134459, 0.268918,0.098258, 0.245646,0.134459, 0.313737,0.088094, 0.205552,0.058729, 0.176187,0.044820, 0.231141,0.882363
774,0.085911, 0.266323,0.122422, 0.244845,0.148391, 0.341299,0.074195, 0.212199,0.074195, 0.212199,0.029678, 0.188342,0.930414
775,0.151696, 0.294965,0.121357, 0.318562,0.075848, 0.238781,0.060679, 0.219117,0.037924, 0.182036,0.050565, 0.248468,1.003860
776,0.190112, 0.353489,0.134662, 0.225481,0.095056, 0.192106,0.095056, 0.235659,0.047528, 0.174269,0.063371, 0.193211,0.748431
777,0.135230, 0.283984,0.101423, 0.247278,0.101423, 0.317791,0.057956, 0.247278,0.067615, 0.246942,0.020285, 0.172794,1.032137
778,0.118340, 0.331353,0.118340, 0.331353,0.118340, 0.331353,0.037371, 0.194327,0.037371, 0.194327,0.023668, 0.163856,1.093139
779,0.130304, 0.358335,0.095556, 0.302594,0.065152, 0.262779,0.042157, 0.221826,0.042157, 0.224838,0.023118, 0.231184,1.203112
780,0.140352, 0.298184,0.139131, 0.333336,0.072728, 0.248002,0.069566, 0.253915,0.036364, 0.176843,0.028070, 0.203510,1.027578
781,0.202916, 0.287464,0.202916, 0.287464,0.161505, 0.223622,0.101458, 0.186006,0.067639, 0.122920,0.050729, 0.105360,0.425675
782,0.097072, 0.307396,0.129430, 0.280431,0.086287, 0.258860,0.072804, 0.258860,0.032357, 0.230547,0.036402, 0.209553,1.091294
783,0.115061, 0.345183,0.095694, 0.271134,0.085684, 0.262509,0.044746, 0.262509,0.038354, 0.210650,0.034273, 0.234202,1.172376
784,0.119894, 0.314722,0.084631, 0.280728,0.083004, 0.283596,0.065397, 0.277937,0.042316, 0.239788,0.014987, 0.193000,1.179543
785,0.114241, 0.333202,0.082253, 0.315305,0.082253, 0.335582,0.033436, 0.207437,0.028560, 0.233674,0.016718, 0.217336,1.285075
786,0.140214, 0.268743,0.140214, 0.268743,0.130784, 0.268743,0.130784, 0.268743,0.046738, 0.156645,0.035053, 0.144595,0.752425
787,0.086970, 0.275405,0.107963, 0.310393,0.142315, 0.343927,0.035579, 0.178517,0.048921, 0.202430,0.047438, 0.220143,1.061630
788,0.091134, 0.200050,0.169697, 0.349346,0.169697, 0.318968,0.063093, 0.189278,0.056566, 0.169697,0.045567, 0.176907,0.808492
789,0.098273, 0.325611,0.068791, 0.294819,0.068791, 0.262746,0.046516, 0.275994,0.027909, 0.245604,0.018606, 0.266341,1.342227
790,0.136141, 0.280410,0.078281, 0.272282,0.106747, 0.270256,0.078281, 0.300077,0.035582, 0.222389,0.026687, 0.192866,1.076562
791,0.112588, 0.307057,0.062165, 0.232082,0.112588, 0.365910,0.028147, 0.225175,0.056294, 0.281469,0.020722, 0.195804,1.214995
792,0.070971, 0.283884,0.118285, 0.315426,0.118285, 0.335140,0.059142, 0.236570,0.023657, 0.199606,0.039428, 0.199606,1.140463
793,0.097271, 0.291814,0.097271, 0.308026,0.062254, 0.233451,0.077817, 0.311268,0.040956, 0.259390,0.025939, 0.194543,1.196983
794,0.175985, 0.381913,0.052377, 0.226965,0.087993, 0.234647,0.045830, 0.209506,0.087993, 0.284143,0.029331, 0.183318,1.040985
795,0.098149, 0.229015,0.147224, 0.318986,0.110418, 0.257642,0.073612, 0.206114,0.082814, 0.206114,0.049075, 0.220836,0.877415
796,0.152353, 0.327558,0.152353, 0.327558,0.152353, 0.302166,0.038088, 0.164105,0.050784, 0.154700,0.015235, 0.162749,0.877670
797,0.112500, 0.371249,0.084375, 0.320624,0.056250, 0.286363,0.042187, 0.251999,0.036685, 0.224999,0.014674, 0.198097,1.306660
798,0.184796, 0.346492,0.089831, 0.269494,0.062191, 0.229434,0.067373, 0.235807,0.062191, 0.259128,0.022458, 0.170806,1.022321
799,0.137985, 0.356461,0.113218, 0.330220,0.045995, 0.222309,0.068992, 0.258935,0.022997, 0.229975,0.022997, 0.189915,1.175629
800,0.098250, 0.317424,0.098250, 0.278376,0.078600, 0.247445,0.039300, 0.196500,0.078600, 0.301301,0.049125, 0.216828,1.115748
801,0.140410, 0.312578,0.140410, 0.304221,0.140410, 0.312578,0.070205, 0.193063,0.041371, 0.165483,0.027580, 0.151692,0.879231
802,0.155068, 0.335980,0.094763, 0.236909,0.117637, 0.264684,0.077534, 0.199003,0.058819, 0.199003,0.047382, 0.213218,0.897595
803,0.167247, 0.292682,0.097561, 0.213704,0.097561, 0.260162,0.083623, 0.260162,0.050901, 0.190785,0.065040, 0.220572,0.876134
804,0.169245, 0.296180,0.169245, 0.332849,0.108401, 0.209808,0.084623, 0.184916,0.056415, 0.198426,0.033849, 0.156042,0.756442
805,0.164876, 0.337997,0.164876, 0.329753,0.115116, 0.222806,0.074269, 0.185951,0.037134, 0.182232,0.032975, 0.152014,0.821505
806,0.114638, 0.283865,0.074515, 0.260801,0.082794, 0.289779,0.057319, 0.260801,0.057319, 0.286595,0.035483, 0.196091,1.155865
807,0.162382, 0.284168,0.162382, 0.297700,0.113667, 0.194858,0.081191, 0.216509,0.081191, 0.216509,0.027064, 0.162382,0.744249
808,0.138967, 0.324256,0.108757, 0.238229,0.092645, 0.231611,0.092645, 0.247052,0.036252, 0.189500,0.046322, 0.253765,0.968826
809,0.143702, 0.287403,0.143702, 0.321732,0.143702, 0.321732,0.049497, 0.164991,0.035925, 0.182358,0.035925, 0.169332,0.895095
810,0.081979, 0.204948,0.136632, 0.307422,0.136632, 0.307422,0.136632, 0.250492,0.068316, 0.186316,0.034158, 0.149053,0.811303
811,0.093781, 0.281343,0.125041, 0.312603,0.075025, 0.250082,0.037512, 0.187562,0.062521, 0.300099,0.037512, 0.236920,1.137216
812,0.126974, 0.275111,0.095231, 0.301564,0.095231, 0.301564,0.069259, 0.253949,0.046173, 0.196414,0.031744, 0.206787,1.070778
813,0.115670, 0.289174,0.143711, 0.335326,0.098801, 0.289817,0.047904, 0.185338,0.049401, 0.206723,0.030400, 0.207736,1.028227
814,0.151245, 0.302489,0.104307, 0.242824,0.096952, 0.261770,0.052153, 0.237670,0.052153, 0.237670,0.026077, 0.234690,1.034227
815,0.100400, 0.236544,0.183658, 0.381520,0.091829, 0.251000,0.045915, 0.183658,0.061219, 0.259172,0.018366, 0.186719,0.997226
816,0.159296, 0.318591,0.159296, 0.325832,0.095577, 0.199119,0.079648, 0.230093,0.047789, 0.177676,0.031859, 0.175225,0.853072
817,0.127620, 0.291872,0.089807, 0.269421,0.080826, 0.233498,0.053884, 0.226313,0.042540, 0.233971,0.080826, 0.269421,1.048992
818,0.139628, 0.321144,0.118147, 0.318996,0.085328, 0.255985,0.059073, 0.225266,0.042664, 0.235186,0.027926, 0.170656,1.054468
819,0.140214, 0.315482,0.085686, 0.257059,0.140214, 0.315482,0.042843, 0.233690,0.035054, 0.171373,0.070107, 0.192795,0.971762
820,0.131411, 0.306626,0.131411, 0.322554,0.087607, 0.262822,0.071679, 0.223399,0.043804, 0.176725,0.029202, 0.212761,1.009772
821,0.088619, 0.295398,0.147699, 0.326414,0.075326, 0.223189,0.073849, 0.223189,0.029540, 0.233772,0.049233, 0.233772,1.071467
822,0.125262, 0.325682,0.097815, 0.278230,0.073905, 0.253193,0.073905, 0.290692,0.049270, 0.206081,0.019563, 0.206401,1.120559
823,0.151847, 0.364433,0.094693, 0.253642,0.063270, 0.263623,0.058403, 0.245291,0.047347, 0.266576,0.015185, 0.175691,1.138513
824,0.089770, 0.291752,0.119693, 0.299232,0.102594, 0.307782,0.051297, 0.239386,0.043525, 0.209463,0.043525, 0.201982,1.099194
825,0.099191, 0.297574,0.123989, 0.338153,0.080425, 0.268643,0.061995, 0.278976,0.024798, 0.198383,0.020106, 0.207766,1.178990
826,0.145588, 0.327573,0.100092, 0.228781,0.080073, 0.222426,0.072794, 0.300275,0.050046, 0.222426,0.036397, 0.213529,1.030020
827,0.168113, 0.308206,0.168113, 0.336225,0.084056, 0.189127,0.084056, 0.252169,0.056038, 0.174578,0.028019, 0.151301,0.823212
828,0.166312, 0.304904,0.166312, 0.318764,0.166312, 0.267946,0.083156, 0.182001,0.027719, 0.133973,0.041578, 0.141024,0.697227
829,0.151637, 0.341182,0.101091, 0.234563,0.102123, 0.289347,0.075818, 0.250200,0.050546, 0.201311,0.025273, 0.176909,0.987026
830,0.081971, 0.191265,0.136618, 0.273235,0.136618, 0.296005,0.136618, 0.296005,0.068309, 0.173877,0.045539, 0.163941,0.788657
831,0.121619, 0.324318,0.084198, 0.257547,0.072972, 0.291886,0.060810, 0.273644,0.048648, 0.231545,0.024324, 0.208490,1.174860
832,0.126155, 0.304873,0.094616, 0.230683,0.094616, 0.283848,0.094616, 0.299617,0.031539, 0.189232,0.031539, 0.218668,1.053841
833,0.091123, 0.303743,0.052070, 0.247333,0.121497, 0.374616,0.040499, 0.239197,0.040499, 0.239197,0.030374, 0.219852,1.247876
834,0.193775, 0.376785,0.110729, 0.267594,0.110729, 0.300351,0.058133, 0.184348,0.036910, 0.193775,0.027682, 0.139190,0.924087
835,0.062486, 0.228075,0.065090, 0.306852,0.137837, 0.376755,0.071007, 0.279294,0.045946, 0.192972,0.028403, 0.205283,1.178463
836,0.123944, 0.309859,0.099155, 0.268545,0.099155, 0.297465,0.061972, 0.225352,0.041315, 0.185915,0.061972, 0.225352,1.024977
837,0.228767, 0.314554,0.228767, 0.314554,0.114383, 0.200171,0.114383, 0.183013,0.075598, 0.120957,0.028596, 0.076256,0.419011
838,0.133352, 0.370421,0.074084, 0.222253,0.066676, 0.250034,0.066676, 0.287396,0.037042, 0.235326,0.034487, 0.222253,1.175366
839,0.164760, 0.340503,0.082380, 0.197712,0.164760, 0.313043,0.082380, 0.233409,0.054920, 0.211019,0.016476, 0.138639,0.868651
840,0.091784, 0.275353,0.122379, 0.346741,0.075959, 0.271954,0.037980, 0.201566,0.040793, 0.278518,0.037980, 0.218994,1.186249
841,0.105068, 0.262669,0.140090, 0.280180,0.093393, 0.233484,0.076413, 0.233484,0.070045, 0.229239,0.046697, 0.229239,0.936588
842,0.146271, 0.377867,0.097514, 0.271914,0.073135, 0.316920,0.045710, 0.220930,0.022855, 0.186424,0.024378, 0.216082,1.180273
843,0.162767, 0.339097,0.162767, 0.339097,0.081383, 0.188344,0.081383, 0.244150,0.040692, 0.186703,0.027128, 0.146490,0.887762
844,0.112721, 0.301214,0.112721, 0.328768,0.073268, 0.263766,0.066608, 0.261990,0.037574, 0.224384,0.024423, 0.192564,1.145374
845,0.109484, 0.306556,0.109484, 0.247223,0.109484, 0.306556,0.069672, 0.250819,0.069672, 0.250819,0.021897, 0.148334,1.020613
846,0.127709, 0.276703,0.076625, 0.255418,0.063854, 0.201238,0.127709, 0.340557,0.063854, 0.232198,0.042570, 0.191563,0.995356
847,0.127378, 0.350288,0.112996, 0.271191,0.063689, 0.233526,0.056498, 0.245202,0.063689, 0.210173,0.031844, 0.233526,1.087812
848,0.114442, 0.372467,0.050409, 0.268848,0.057221, 0.286105,0.037144, 0.267433,0.037144, 0.250925,0.027143, 0.230718,1.352995
849,0.180830, 0.265217,0.180830, 0.280286,0.180830, 0.280286,0.147305, 0.203179,0.045207, 0.104691,0.036166, 0.095174,0.457665
850,0.100749, 0.263292,0.146544, 0.293089,0.105130, 0.290859,0.076761, 0.249858,0.036636, 0.237960,0.030705, 0.168417,1.006949
851,0.111463, 0.222926,0.155373, 0.328010,0.176804, 0.353607,0.088402, 0.197204,0.025895, 0.158250,0.029467, 0.152598,0.825191
852,0.174411, 0.377890,0.098580, 0.236181,0.087205, 0.268883,0.087205, 0.279310,0.029068, 0.174411,0.021801, 0.165055,1.003458
853,0.160563, 0.289014,0.160563, 0.315392,0.160563, 0.315392,0.047224, 0.157415,0.047224, 0.157415,0.028672, 0.160563,0.790380
854,0.082723, 0.261955,0.135364, 0.333899,0.135364, 0.333899,0.067682, 0.201016,0.027574, 0.228004,0.027073, 0.165445,1.048438
855,0.089262, 0.267787,0.109861, 0.247188,0.085692, 0.304682,0.085692, 0.300128,0.036620, 0.190426,0.044631, 0.238032,1.096484
856,0.174211, 0.377456,0.111993, 0.261316,0.087105, 0.261316,0.087105, 0.228651,0.029035, 0.164629,0.029035, 0.188147,0.963032
857,0.170455, 0.292208,0.170455, 0.312500,0.119318, 0.204545,0.085227, 0.182630,0.085227, 0.227273,0.028409, 0.121753,0.681818
858,0.118008, 0.314688,0.081056, 0.314092,0.060792, 0.280428,0.050660, 0.299907,0.035195, 0.228770,0.017598, 0.198806,1.273382
859,0.107668, 0.319414,0.080751, 0.320312,0.058728, 0.283851,0.040375, 0.255531,0.026917, 0.258403,0.016150, 0.231900,1.338822
860,0.098767, 0.296302,0.079014, 0.252844,0.131690, 0.296302,0.049384, 0.251408,0.071831, 0.251408,0.032922, 0.188128,1.072784
861,0.137643, 0.298227,0.075078, 0.225235,0.075078, 0.250261,0.103233, 0.275287,0.034411, 0.206465,0.068822, 0.250261,1.011470
862,0.135005, 0.292510,0.081003, 0.291610,0.101254, 0.231437,0.054002, 0.234008,0.081003, 0.263259,0.032401, 0.202507,1.030665
863,0.137023, 0.315152,0.091905, 0.231112,0.068511, 0.231112,0.079329, 0.277651,0.068511, 0.279120,0.018381, 0.202192,1.072678
864,0.092195, 0.260315,0.100448, 0.297995,0.079665, 0.300958,0.079665, 0.263611,0.040532, 0.267508,0.016213, 0.200895,1.182565
865,0.119032, 0.347177,0.063017, 0.242032,0.044637, 0.244866,0.089274, 0.319899,0.039677, 0.273074,0.017855, 0.199459,1.253015
866,0.185041, 0.346951,0.118955, 0.267648,0.092520, 0.201862,0.059477, 0.231301,0.092520, 0.254431,0.023130, 0.126164,0.856714
867,0.131880, 0.344537,0.072534, 0.221632,0.131880, 0.344537,0.065940, 0.211008,0.065940, 0.230790,0.018134, 0.161187,1.027383
868,0.147359, 0.270157,0.092460, 0.245598,0.078591, 0.275069,0.078591, 0.275069,0.059539, 0.209577,0.036840, 0.231151,1.013241
869,0.124170, 0.335260,0.139692, 0.321291,0.072883, 0.247801,0.059868, 0.203551,0.057803, 0.196532,0.027938, 0.213213,1.035292
870,0.156974, 0.333570,0.106518, 0.286780,0.078487, 0.285093,0.019622, 0.221913,0.039244, 0.209708,0.026630, 0.235461,1.145051
871,0.105920, 0.361892,0.080997, 0.317240,0.052960, 0.271219,0.036236, 0.229493,0.026999, 0.258179,0.024157, 0.234708,1.345462
872,0.141074, 0.347983,0.141074, 0.347983,0.070537, 0.215530,0.093109, 0.239238,0.031036, 0.198632,0.018622, 0.155182,1.009095
873,0.129106, 0.355040,0.064553, 0.258211,0.070421, 0.281685,0.064553, 0.258211,0.046947, 0.229969,0.032276, 0.209028,1.184288
874,0.109204, 0.315477,0.109204, 0.300310,0.109204, 0.295760,0.059152, 0.215098,0.039435, 0.177456,0.054602, 0.215098,1.038401
875,0.117161, 0.346156,0.117161, 0.276925,0.117161, 0.322192,0.029290, 0.160325,0.069231, 0.228463,0.034616, 0.181320,1.030762
876,0.126834, 0.323428,0.117078, 0.298549,0.108715, 0.277224,0.071344, 0.211391,0.047563, 0.233058,0.021743, 0.163073,1.013444
877,0.103116, 0.257791,0.164986, 0.316224,0.137489, 0.326535,0.034372, 0.173670,0.051558, 0.227567,0.042669, 0.164022,0.931619
878,0.135661, 0.297016,0.084862, 0.239610,0.076875, 0.307499,0.051250, 0.264791,0.051250, 0.265085,0.022610, 0.203492,1.154985
879,0.113861, 0.275163,0.165615, 0.379535,0.082808, 0.241522,0.043793, 0.185895,0.043793, 0.227012,0.028465, 0.212540,1.043333
880,0.093962, 0.305376,0.111270, 0.268462,0.085420, 0.316765,0.023490, 0.189730,0.056947, 0.276171,0.031321, 0.241086,1.195181
881,0.165538, 0.342493,0.110359, 0.275897,0.097375, 0.220717,0.082769, 0.234512,0.048688, 0.185517,0.041385, 0.194751,0.907773
882,0.156149, 0.358007,0.156149, 0.358007,0.087083, 0.207821,0.078074, 0.237693,0.017350, 0.156149,0.029028, 0.158491,0.952336
883,0.194335, 0.364378,0.137654, 0.244718,0.097167, 0.213141,0.097167, 0.267210,0.024292, 0.133213,0.048584, 0.178140,0.801602
884,0.065433, 0.245375,0.148712, 0.371781,0.090880, 0.287786,0.074356, 0.245375,0.045440, 0.197428,0.016358, 0.211075,1.117641
885,0.131303, 0.343029,0.131303, 0.343029,0.072217, 0.220662,0.065651, 0.218838,0.065651, 0.229780,0.018054, 0.160481,1.031640
886,0.130354, 0.340550,0.071695, 0.219067,0.130354, 0.340550,0.065177, 0.219067,0.065177, 0.234637,0.017924, 0.165449,1.038640
887,0.128171, 0.288384,0.096128, 0.228876,0.096128, 0.296394,0.096128, 0.296394,0.064085, 0.217333,0.024032, 0.167948,0.990657
888,0.144027, 0.324061,0.099019, 0.264050,0.079215, 0.220042,0.072014, 0.220042,0.033006, 0.208461,0.072014, 0.264050,1.001411
889,0.133604, 0.259785,0.133604, 0.322875,0.133604, 0.300608,0.066802, 0.208199,0.044535, 0.164701,0.033401, 0.198285,0.908904
890,0.115225, 0.322630,0.115225, 0.322630,0.115225, 0.265018,0.057613, 0.219975,0.057613, 0.226260,0.023045, 0.159542,1.032110
891,0.122391, 0.313705,0.079328, 0.275168,0.079328, 0.317311,0.057888, 0.216114,0.038592, 0.254982,0.021635, 0.223560,1.201678
892,0.096515, 0.318498,0.081025, 0.285969,0.077212, 0.289544,0.077212, 0.283110,0.038606, 0.208926,0.016785, 0.226600,1.225293
893,0.113558, 0.298091,0.099837, 0.316150,0.071998, 0.269559,0.041599, 0.244046,0.033279, 0.214703,0.028390, 0.268791,1.222680
894,0.136279, 0.272558,0.090853, 0.272558,0.081767, 0.272558,0.068140, 0.223002,0.068140, 0.223002,0.068140, 0.223002,0.973364
895,0.122256, 0.275076,0.122256, 0.281189,0.122256, 0.281189,0.122256, 0.281189,0.061128, 0.173381,0.024451, 0.133370,0.850792
896,0.105187, 0.258353,0.092038, 0.303726,0.066937, 0.307910,0.066937, 0.306794,0.046019, 0.225801,0.018408, 0.201890,1.208949
897,0.098744, 0.330642,0.068768, 0.329146,0.044779, 0.243119,0.044779, 0.263700,0.044779, 0.297995,0.016457, 0.217091,1.363387
898,0.147219, 0.287895,0.147219, 0.314068,0.078517, 0.174482,0.147219, 0.314068,0.049073, 0.166848,0.026172, 0.147219,0.809160
899,0.223176, 0.362661,0.111588, 0.251073,0.111588, 0.232475,0.111588, 0.241774,0.055794, 0.150215,0.027897, 0.120172,0.716738
900,0.163865, 0.245797,0.161842, 0.273108,0.161842, 0.273108,0.081932, 0.169515,0.054622, 0.141263,0.081932, 0.191175,0.587932
901,0.141329, 0.335656,0.086368, 0.335656,0.086368, 0.237511,0.070664, 0.213760,0.043184, 0.259103,0.017666, 0.172735,1.108843
902,0.153190, 0.350350,0.080850, 0.227391,0.153190, 0.363825,0.038297, 0.191487,0.051063, 0.195906,0.025532, 0.168919,0.995757
903,0.161610, 0.323221,0.161610, 0.311100,0.111107, 0.222214,0.088886, 0.189294,0.040403, 0.171534,0.055554, 0.163468,0.761661
904,0.106755, 0.269698,0.094549, 0.330923,0.065284, 0.262768,0.065284, 0.262768,0.043523, 0.224555,0.023637, 0.250255,1.201934
905,0.131275, 0.295369,0.087517, 0.253173,0.087517, 0.306309,0.087517, 0.246141,0.052510, 0.236295,0.026255, 0.190123,1.054819
906,0.164800, 0.292979,0.116181, 0.247739,0.105289, 0.271997,0.078967, 0.230320,0.058091, 0.210578,0.019742, 0.203317,0.913860
907,0.167066, 0.348055,0.125300, 0.323691,0.092815, 0.255240,0.062650, 0.214477,0.041767, 0.174027,0.027844, 0.167066,0.965116
908,0.118478, 0.283854,0.092561, 0.305452,0.076602, 0.296196,0.046281, 0.227083,0.076602, 0.255341,0.018512, 0.203037,1.141926
909,0.106172, 0.278702,0.096219, 0.304692,0.054982, 0.261164,0.076975, 0.295070,0.041053, 0.222372,0.026543, 0.236056,1.196113
910,0.179300, 0.288872,0.160752, 0.328201,0.089650, 0.200673,0.080376, 0.262973,0.026792, 0.155393,0.035860, 0.191158,0.854542
911,0.143653, 0.330402,0.071827, 0.287306,0.079807, 0.278328,0.044892, 0.205219,0.047884, 0.248999,0.028731, 0.232951,1.166412
912,0.184888, 0.323554,0.134918, 0.224863,0.092444, 0.240354,0.092444, 0.240354,0.092444, 0.198094,0.036978, 0.138666,0.731770
913,0.200112, 0.350196,0.193016, 0.306554,0.100056, 0.250140,0.050028, 0.160089,0.066704, 0.162410,0.033352, 0.127344,0.713465
914,0.112660, 0.264067,0.112660, 0.334223,0.073229, 0.256301,0.073229, 0.288033,0.037553, 0.205040,0.022532, 0.220474,1.136277
915,0.117937, 0.343983,0.117937, 0.343983,0.058969, 0.246596,0.078625, 0.268635,0.026208, 0.210076,0.019656, 0.167395,1.161336
916,0.135696, 0.257108,0.130935, 0.316425,0.081270, 0.232772,0.065467, 0.205466,0.043645, 0.233227,0.054180, 0.243809,0.977616
917,0.172934, 0.302634,0.136711, 0.273423,0.093673, 0.200727,0.068356, 0.243549,0.086467, 0.243549,0.037469, 0.140509,0.808781
918,0.085077, 0.221201,0.141795, 0.307223,0.085077, 0.221201,0.141795, 0.326129,0.070898, 0.201091,0.028359, 0.170154,0.893997
919,0.152191, 0.284089,0.152191, 0.284089,0.152191, 0.284089,0.108224, 0.177095,0.050730, 0.164873,0.038048, 0.152191,0.692852
920,0.155460, 0.336830,0.107341, 0.286715,0.086699, 0.274546,0.032669, 0.214683,0.025910, 0.223628,0.026835, 0.228684,1.130171
921,0.161874, 0.379393,0.091054, 0.221999,0.080937, 0.242812,0.080937, 0.288339,0.030351, 0.171397,0.040469, 0.210437,1.028753
922,0.152844, 0.271723,0.152844, 0.331163,0.093405, 0.217945,0.076422, 0.196150,0.072469, 0.173926,0.050948, 0.210161,0.802135
923,0.135656, 0.345922,0.099481, 0.292703,0.087777, 0.294053,0.043889, 0.219168,0.021944, 0.228806,0.019896, 0.210706,1.182715
924,0.114149, 0.328179,0.068490, 0.222591,0.118086, 0.314895,0.080261, 0.242567,0.039362, 0.254161,0.040131, 0.177128,1.079044
925,0.111241, 0.362741,0.107405, 0.276184,0.064177, 0.273652,0.027810, 0.217798,0.053702, 0.261416,0.025671, 0.218203,1.219987
926,0.135364, 0.293288,0.135364, 0.293288,0.135364, 0.293288,0.067682, 0.173717,0.067682, 0.173717,0.045121, 0.186125,0.826847
927,0.122262, 0.281202,0.091696, 0.275089,0.091696, 0.302598,0.091696, 0.302598,0.045848, 0.203770,0.018339, 0.173204,1.076923
928,0.135880, 0.328377,0.086232, 0.293598,0.135880, 0.328377,0.043116, 0.211746,0.045293, 0.210189,0.026691, 0.154622,1.053817
929,0.201645, 0.394888,0.153634, 0.336074,0.081679, 0.214407,0.050411, 0.181480,0.033607, 0.174148,0.020420, 0.157607,0.917208
930,0.126934, 0.211557,0.170656, 0.307180,0.170656, 0.317773,0.085328, 0.182846,0.058847, 0.176751,0.034131, 0.157342,0.706897
931,0.089250, 0.285601,0.068000, 0.273701,0.079334, 0.317335,0.068000, 0.285601,0.035700, 0.225475,0.034000, 0.238001,1.251430
932,0.124221, 0.362312,0.074533, 0.260865,0.105681, 0.266983,0.062111, 0.248443,0.041407, 0.221269,0.031055, 0.201120,1.121984
933,0.118770, 0.346411,0.067868, 0.229621,0.089077, 0.311770,0.044539, 0.229056,0.039590, 0.233444,0.029692, 0.260162,1.220928
934,0.139405, 0.290428,0.139405, 0.320632,0.085192, 0.264095,0.042596, 0.250929,0.069703, 0.199349,0.027881, 0.170384,0.991636
935,0.118090, 0.287844,0.069780, 0.302381,0.088567, 0.271852,0.047974, 0.196224,0.046520, 0.236179,0.059045, 0.275543,1.140047
936,0.162033, 0.288059,0.162033, 0.315065,0.090019, 0.190627,0.081017, 0.202542,0.081017, 0.225046,0.040508, 0.162033,0.766746
937,0.088219, 0.264658,0.144359, 0.360897,0.072179, 0.238192,0.041788, 0.186817,0.072179, 0.238192,0.041788, 0.250729,1.078973
