Trial,PCM,式1の解の中心の総和,式10の解に対するt_L,式10の解に対するt_U,式1の最適値,式10の最適値,式10の最適値とt_Lの積,式10の最適値とt_Uの積,式2の最適値,式20の最適値,式20のt,,,,,式(1)の最適値が式(10)の最適値のt_L倍より小さい,式(1)の最適値が式(10)の最適値のt_L倍より大きい
107,2,0.976190476,1,1,0.19047619,0.19047619,0.19047619,0.19047619,,,,,,,,FALSE,107
107,3,0.982142857,1,1,0.321428571,0.321428571,0.321428571,0.321428571,0.095238043,0.11904746,0.99408282,,,,,FALSE,107
108,1,0.930555556,1,1,0.305555556,0.305555556,0.305555556,0.305555556,,,,,,,,FALSE,108
108,2,0.958333333,1,1,0.25,0.25,0.25,0.25,,,,,,,,FALSE,108
108,3,1,1,1,0.19047619,0.19047619,0.19047619,0.19047619,0.047618971,0.091269637,0.988235313,,,,,FALSE,108
110,1,0.944444444,1,1,0.333333333,0.333333333,0.333333333,0.333333333,,,,,,,,FALSE,110
110,2,0.944444444,1,1,0.333333333,0.333333333,0.333333333,0.333333333,,,,,,,,FALSE,110
110,3,0.961538462,1,1,0.307692308,0.307692308,0.307692308,0.307692308,0,0.08974345,0.993630583,,,,,FALSE,110
111,1,0.930555556,1,1,0.305555556,0.305555556,0.305555556,0.305555556,,,,,,,,FALSE,111
111,2,0.930555556,1,1,0.305555556,0.305555556,0.305555556,0.305555556,,,,,,,,FALSE,111
111,3,1,1,1,0.256410256,0.256410256,0.256410256,0.256410256,0,0.023504158,1,,,,,FALSE,111
114,1,0.92074364,1,1,0.432485323,0.440310078,0.440310078,0.440310078,,,,,,,,114,FALSE
114,2,0.94047619,1,1,0.261904762,0.261904762,0.261904762,0.261904762,,,,,,,,FALSE,114
114,3,0.961538462,1,1,0.333333333,0.333333333,0.333333333,0.333333333,0.101008039,0.233776168,0.988235304,,,,,FALSE,114
116,1,0.972222222,1,1,0.222222222,0.222222222,0.222222222,0.222222222,,,,,,,,FALSE,116
116,2,0.974358974,1,1,0.282051282,0.282051282,0.282051282,0.282051282,,,,,,,,FALSE,116
116,3,0.93,1,1,0.38,0.4,0.4,0.4,0.051281969,0.105128057,0.993630586,,,,,116,FALSE
118,1,0.952380952,0.979166667,1.02173913,0.285714286,0.29787234,0.291666667,0.304347826,,,,,,,,118,FALSE
118,2,0.972222222,1,1,0.222222222,0.222222222,0.222222222,0.222222222,,,,,,,,FALSE,118
118,3,0.916666667,0.963888889,1.038922156,0.401960784,0.42074928,0.405555556,0.437125749,0.016806503,0.144926989,1,,,,,118,FALSE
119,1,0.930555556,1,1,0.305555556,0.305555556,0.305555556,0.305555556,,,,,,,,FALSE,119
119,2,0.972222222,1,1,0.277777778,0.277777778,0.277777778,0.277777778,,,,,,,,FALSE,119
119,3,1,1,1,0.256410256,0.256410256,0.256410256,0.256410256,0,0.023504158,1,,,,,FALSE,119
120,1,0.909090909,0.973684211,1.027777778,0.363636364,0.378378378,0.368421053,0.388888889,,,,,,,,120,FALSE
120,2,0.944444444,1,1,0.277777778,0.277777778,0.277777778,0.277777778,,,,,,,,FALSE,120
120,3,0.9625,0.9625,1.040540541,0.325,0.337662338,0.325,0.351351351,0.106060527,0.143867376,0.994909094,,,,,FALSE,120
121,1,0.96875,0.96875,1.033333333,0.25,0.258064516,0.25,0.266666667,,,,,,,,FALSE,121
121,2,1,1,1,0.37037037,0.37037037,0.37037037,0.37037037,,,,,,,,FALSE,121
121,3,0.944444444,1,1,0.333333333,0.333333333,0.333333333,0.333333333,0.287036847,0.30787022,0.989690739,,,,,FALSE,121
122,1,0.960843373,0.994791667,1.005263158,0.295180723,0.303664921,0.302083333,0.305263158,,,,,,,,122,FALSE
122,2,1,1,1,0.322344322,0.322344322,0.322344322,0.322344322,,,,,,,,FALSE,122
122,3,0.916666667,0.983333333,1.017241379,0.366666667,0.372881356,0.366666667,0.379310345,0.028112266,0.035087161,1,,,,,FALSE,122
123,1,0.950757576,0.990196078,1.01,0.371212121,0.376237624,0.37254902,0.38,,,,,,,,123,FALSE
123,2,0.930555556,1,1,0.305555556,0.305555556,0.305555556,0.305555556,,,,,,,,FALSE,123
123,3,0.926666667,1,1,0.333333333,0.34375,0.34375,0.34375,0.015151443,0.054431806,0.997605798,,,,,123,FALSE
124,1,1,1,1,0.306306306,0.306306306,0.306306306,0.306306306,,,,,,,,FALSE,124
124,2,1,1,1,0.294117647,0.294117647,0.294117647,0.294117647,,,,,,,,FALSE,124
124,3,0.930555556,1,1,0.305555556,0.305555556,0.305555556,0.305555556,0.098039071,0.098039071,1,,,,,FALSE,124
125,1,0.959183673,1,1,0.367346939,0.367346939,0.367346939,0.367346939,,,,,,,,FALSE,125
125,2,0.930555556,1,1,0.305555556,0.305555556,0.305555556,0.305555556,,,,,,,,FALSE,125
125,3,0.931818182,1,1,0.318181818,0.333333333,0.333333333,0.333333333,0.051947843,0.071428459,0.988235312,,,,,125,FALSE
128,1,0.974358974,1,1,0.282051282,0.282051282,0.282051282,0.282051282,,,,,,,,FALSE,128
128,2,1,1,1,0.222222222,0.222222222,0.222222222,0.222222222,,,,,,,,FALSE,128
128,3,0.946428571,1,1,0.392857143,0.392857143,0.392857143,0.392857143,0.085470003,0.091422348,0.997032664,,,,,FALSE,128
133,1,0.916666667,0.916666667,1.1,0.366666667,0.4,0.366666667,0.44,,,,,,,,FALSE,133
133,2,0.976190476,1,1,0.19047619,0.19047619,0.19047619,0.19047619,,,,,,,,FALSE,133
133,3,0.930555556,1,1,0.305555556,0.305555556,0.305555556,0.305555556,0.133333185,0.152777652,1.017154408,,,,,FALSE,133
134,1,1,1,1,0.280701754,0.280701754,0.280701754,0.280701754,,,,,,,,FALSE,134
134,2,0.9,0.990909091,1.009259259,0.381818182,0.385321101,0.381818182,0.388888889,,,,,,,,FALSE,134
134,3,0.930555556,1,1,0.305555556,0.305555556,0.305555556,0.305555556,0.04917587,0.104465214,0.995633185,,,,,FALSE,134
137,1,0.983333333,1,1,0.3,0.303030303,0.303030303,0.303030303,,,,,,,,137,FALSE
137,2,0.972222222,0.972222222,1.029411765,0.277777778,0.285714286,0.277777778,0.294117647,,,,,,,,FALSE,137
137,3,0.962068966,1,1,0.365517241,0.368159204,0.368159204,0.368159204,0.124904117,0.153776151,0.998538859,,,,,137,FALSE
140,1,0.944444444,1,1,0.333333333,0.333333333,0.333333333,0.333333333,,,,,,,,FALSE,140
140,2,0.921717172,1,1,0.398989899,0.411177645,0.411177645,0.411177645,,,,,,,,140,FALSE
140,3,0.972222222,1,1,0.222222222,0.222222222,0.222222222,0.222222222,0,0.05189612,1.000000008,,,,,FALSE,140
141,1,0.977777778,1,1,0.355555556,0.356589147,0.356589147,0.356589147,,,,,,,,141,FALSE
141,2,0.925,0.991666667,1.008474576,0.35,0.352941176,0.35,0.355932203,,,,,,,,FALSE,141
141,3,0.930555556,1,1,0.305555556,0.305555556,0.305555556,0.305555556,0.066666413,0.162790281,1,,,,,FALSE,141
143,1,0.972222222,1,1,0.222222222,0.222222222,0.222222222,0.222222222,,,,,,,,FALSE,143
143,2,0.944444444,1,1,0.333333333,0.333333333,0.333333333,0.333333333,,,,,,,,FALSE,143
143,3,0.953703704,0.963414634,1.039473684,0.314814815,0.329113924,0.317073171,0.342105263,0.037036992,0.062499778,0.989690758,,,,,143,FALSE
144,1,0.984126984,1,1,0.253968254,0.253968254,0.253968254,0.253968254,,,,,,,,FALSE,144
144,2,0.951923077,1,1,0.25,0.25,0.25,0.25,,,,,,,,FALSE,144
144,3,0.886363636,1,1,0.409090909,0.412698413,0.412698413,0.412698413,0.103896017,0.190476085,1,,,,,144,FALSE
147,1,0.937037037,0.991666667,1.008474576,0.348148148,0.352941176,0.35,0.355932203,,,,,,,,147,FALSE
147,2,0.974358974,1,1,0.282051282,0.282051282,0.282051282,0.282051282,,,,,,,,FALSE,147
147,3,0.925,0.991666667,1.008474576,0.35,0.352941176,0.35,0.355932203,0.02564098,0.076922889,1,,,,,FALSE,147
148,1,0.916666667,1,1,0.333333333,0.333333333,0.333333333,0.333333333,,,,,,,,FALSE,148
148,2,1,1,1,0.280701754,0.280701754,0.280701754,0.280701754,,,,,,,,FALSE,148
148,3,0.916666667,1,1,0.401960784,0.408304498,0.408304498,0.408304498,0.043343315,0.095064151,1,,,,,148,FALSE
151,1,0.964285714,0.986111111,1.014285714,0.357142857,0.366197183,0.361111111,0.371428571,,,,,,,,151,FALSE
151,2,0.976190476,1,1,0.285714286,0.285714286,0.285714286,0.285714286,,,,,,,,FALSE,151
151,3,1,1,1,0.142857143,0.142857143,0.142857143,0.142857143,0.095237942,0.166666423,0.988235371,,,,,FALSE,151
154,1,0.958333333,0.989583333,1.010638298,0.270833333,0.273684211,0.270833333,0.276595745,,,,,,,,FALSE,154
154,2,0.95,1,1,0.3,0.3,0.3,0.3,,,,,,,,FALSE,154
154,3,0.932142857,0.968181818,1.033980583,0.421428571,0.441314554,0.427272727,0.45631068,0.041665673,0.088974741,1,,,,,154,FALSE
155,1,0.893939394,1,1,0.393939394,0.395833333,0.395833333,0.395833333,,,,,,,,155,FALSE
155,2,1,1,1,0.19047619,0.19047619,0.19047619,0.19047619,,,,,,,,FALSE,155
155,3,0.979166667,1,1,0.291666667,0.291666667,0.291666667,0.291666667,0.103896054,0.202380762,0.988235311,,,,,FALSE,155
156,1,0.972222222,1,1,0.222222222,0.222222222,0.222222222,0.222222222,,,,,,,,FALSE,156
156,2,0.916666667,1,1,0.333333333,0.333333333,0.333333333,0.333333333,,,,,,,,FALSE,156
156,3,0.95,1,1,0.3,0.307692308,0.307692308,0.307692308,0.066666611,0.230768991,0.987341772,,,,,156,FALSE
157,1,0.919354839,0.935483871,1.074074074,0.35483871,0.379310345,0.35483871,0.407407407,,,,,,,,FALSE,157
157,2,0.98046875,1,1,0.3203125,0.324873096,0.324873096,0.324873096,,,,,,,,157,FALSE
157,3,0.904929577,1,1,0.387323944,0.4,0.4,0.4,0.092867492,0.118088226,0.994120795,,,,,157,FALSE
159,1,0.95212766,0.96875,1.033333333,0.35106383,0.365591398,0.354166667,0.377777778,,,,,,,,159,FALSE
159,2,1,1,1,0.19047619,0.19047619,0.19047619,0.19047619,,,,,,,,FALSE,159
159,3,0.959459459,1,1,0.351351351,0.352941176,0.352941176,0.352941176,0.112872442,0.140989544,1.003278686,,,,,159,FALSE
160,1,0.938888889,1,1,0.322222222,0.322222222,0.322222222,0.322222222,,,,,,,,FALSE,160
160,2,0.977142857,0.991428571,1.00872093,0.302857143,0.305475504,0.302857143,0.308139535,,,,,,,,FALSE,160
160,3,1,1,1,0.2,0.2,0.2,0.2,0.159523756,0.162273827,0.997037207,,,,,FALSE,160
163,1,0.916666667,1,1,0.333333333,0.333333333,0.333333333,0.333333333,,,,,,,,FALSE,163
163,2,1,1,1,0.287878788,0.287878788,0.287878788,0.287878788,,,,,,,,FALSE,163
163,3,0.930555556,0.986111111,1.014285714,0.361111111,0.366197183,0.361111111,0.371428571,0,0.030302935,1,,,,,FALSE,163
164,1,1,1,1,0.256410256,0.256410256,0.256410256,0.256410256,,,,,,,,FALSE,164
164,2,0.930555556,1,1,0.305555556,0.305555556,0.305555556,0.305555556,,,,,,,,FALSE,164
164,3,0.976190476,1,1,0.285714286,0.285714286,0.285714286,0.285714286,0,0.023504158,1,,,,,FALSE,164
167,1,0.975,1,1,0.425,0.425,0.425,0.425,,,,,,,,FALSE,167
167,2,0.916666667,0.983333333,1.017241379,0.366666667,0.372881356,0.366666667,0.379310345,,,,,,,,FALSE,167
167,3,0.976190476,1,1,0.19047619,0.19047619,0.19047619,0.19047619,0.11309512,0.148809429,1.015105729,,,,,FALSE,167
168,1,1,1,1,0.270833333,0.270833333,0.270833333,0.270833333,,,,,,,,FALSE,168
168,2,1,1,1,0.233333333,0.233333333,0.233333333,0.233333333,,,,,,,,FALSE,168
168,3,0.946969697,0.991666667,1.008474576,0.348484848,0.352941176,0.35,0.355932203,0.03749976,0.072916526,0.996884747,,,,,168,FALSE
169,1,0.982142857,1,1,0.321428571,0.321428571,0.321428571,0.321428571,,,,,,,,FALSE,169
169,2,0.96875,0.96875,1.033333333,0.25,0.258064516,0.25,0.266666667,,,,,,,,FALSE,169
169,3,0.916666667,1,1,0.333333333,0.333333333,0.333333333,0.333333333,0.065476035,0.107142739,0.982456159,,,,,FALSE,169
170,1,0.952380952,0.952380952,1.052631579,0.285714286,0.3,0.285714286,0.315789474,,,,,,,,FALSE,170
170,2,1,1,1,0.230769231,0.230769231,0.230769231,0.230769231,,,,,,,,FALSE,170
170,3,0.952380952,1,1,0.285714286,0.298507463,0.298507463,0.298507463,0.065933969,0.117105849,1,,,,,170,FALSE
172,1,0.930555556,1,1,0.305555556,0.305555556,0.305555556,0.305555556,,,,,,,,FALSE,172
172,2,0.964285714,1,1,0.214285714,0.214285714,0.214285714,0.214285714,,,,,,,,FALSE,172
172,3,0.959183673,1,1,0.367346939,0.367346939,0.367346939,0.367346939,0.047618973,0.098355896,1.008432182,,,,,FALSE,172
173,1,0.938888889,1,1,0.322222222,0.322222222,0.322222222,0.322222222,,,,,,,,FALSE,173
173,2,0.97972973,1,1,0.310810811,0.315789474,0.315789474,0.315789474,,,,,,,,173,FALSE
173,3,1,1,1,0.322344322,0.322344322,0.322344322,0.322344322,0.125976804,0.148736768,0.999085088,,,,,FALSE,173
176,1,0.930555556,1,1,0.305555556,0.305555556,0.305555556,0.305555556,,,,,,,,FALSE,176
176,2,0.958333333,1,1,0.25,0.25,0.25,0.25,,,,,,,,FALSE,176
176,3,1,1,1,0.19047619,0.19047619,0.19047619,0.19047619,0.047618978,0.091269641,0.988235311,,,,,FALSE,176
177,1,1,1,1,0.280701754,0.280701754,0.280701754,0.280701754,,,,,,,,FALSE,177
177,2,0.951298701,0.961538462,1.041666667,0.331168831,0.346666667,0.333333333,0.361111111,,,,,,,,177,FALSE
177,3,0.916666667,1,1,0.401960784,0.408304498,0.408304498,0.408304498,0.044710336,0.095064151,1,,,,,177,FALSE
180,1,0.958333333,1,1,0.25,0.25,0.25,0.25,,,,,,,,FALSE,180
180,2,0.942857143,1,1,0.342857143,0.352941176,0.352941176,0.352941176,,,,,,,,180,FALSE
180,3,0.905797101,1,1,0.362318841,0.37593985,0.37593985,0.37593985,0.081987282,0.13649848,1.006165112,,,,,180,FALSE
183,1,0.982142857,1,1,0.321428571,0.321428571,0.321428571,0.321428571,,,,,,,,FALSE,183
183,2,0.972222222,0.972222222,1.029411765,0.277777778,0.285714286,0.277777778,0.294117647,,,,,,,,FALSE,183
183,3,0.939613527,1,1,0.381642512,0.388278388,0.388278388,0.388278388,0.14389223,0.16682816,0.990423364,,,,,183,FALSE
184,1,0.91814059,1,1,0.40861678,0.430590191,0.430590191,0.430590191,,,,,,,,184,FALSE
184,2,1,1,1,0.256410256,0.256410256,0.256410256,0.256410256,,,,,,,,FALSE,184
184,3,0.973684211,1,1,0.315789474,0.315789474,0.315789474,0.315789474,0.041725074,0.211606047,0.997979809,,,,,FALSE,184
188,1,0.916666667,0.983333333,1.017241379,0.366666667,0.372881356,0.366666667,0.379310345,,,,,,,,FALSE,188
188,2,1,1,1,0.19047619,0.19047619,0.19047619,0.19047619,,,,,,,,FALSE,188
188,3,0.975,1,1,0.25,0.254545455,0.254545455,0.254545455,0.114285632,0.176190262,0.983606563,,,,,188,FALSE
193,1,0.930555556,0.986111111,1.014285714,0.361111111,0.366197183,0.361111111,0.371428571,,,,,,,,FALSE,193
193,2,1,1,1,0.256410256,0.256410256,0.256410256,0.256410256,,,,,,,,FALSE,193
193,3,0.972222222,1,1,0.222222222,0.222222222,0.222222222,0.222222222,0.025640916,0.064102438,0.993630584,,,,,FALSE,193
195,1,1,1,1,0.280701754,0.280701754,0.280701754,0.280701754,,,,,,,,FALSE,195
195,2,0.953333333,1,1,0.333333333,0.333333333,0.333333333,0.333333333,,,,,,,,FALSE,195
195,3,0.972222222,1,1,0.222222222,0.222222222,0.222222222,0.222222222,0.066666608,0.137061294,0.997266201,,,,,FALSE,195
199,1,0.937837838,0.976470588,1.024691358,0.394594595,0.409638554,0.4,0.419753086,,,,,,,,199,FALSE
199,2,1,1,1,0.19047619,0.19047619,0.19047619,0.19047619,,,,,,,,FALSE,199
199,3,0.974358974,1,1,0.282051282,0.282051282,0.282051282,0.282051282,0.113453671,0.134453628,1,,,,,FALSE,199
200,1,0.930555556,1,1,0.305555556,0.305555556,0.305555556,0.305555556,,,,,,,,FALSE,200
200,2,1,1,1,0.222222222,0.222222222,0.222222222,0.222222222,,,,,,,,FALSE,200
200,3,1,1,1,0.287878788,0.287878788,0.287878788,0.287878788,0.16919161,0.170454442,0.995600255,,,,,FALSE,200
203,1,0.944444444,1,1,0.277777778,0.277777778,0.277777778,0.277777778,,,,,,,,FALSE,203
203,2,1,1,1,0.19047619,0.19047619,0.19047619,0.19047619,,,,,,,,FALSE,203
203,3,0.966666667,1,1,0.266666667,0.266666667,0.266666667,0.266666667,0.047618978,0.081745808,0.997229916,,,,,FALSE,203
206,1,0.939393939,0.983333333,1.017241379,0.363636364,0.372881356,0.366666667,0.379310345,,,,,,,,206,FALSE
206,2,0.944444444,1,1,0.333333333,0.333333333,0.333333333,0.333333333,,,,,,,,FALSE,206
206,3,0.962962963,0.992063492,1.008064516,0.296296296,0.304,0.301587302,0.306451613,0.08080793,0.12903196,1.000000002,,,,,206,FALSE
208,1,1,1,1,0.233333333,0.233333333,0.233333333,0.233333333,,,,,,,,FALSE,208
208,2,0.953333333,1,1,0.333333333,0.333333333,0.333333333,0.333333333,,,,,,,,FALSE,208
208,3,0.916666667,0.976190476,1.025,0.333333333,0.341463415,0.333333333,0.35,0.070987525,0.207142698,0.988816961,,,,,FALSE,208
209,1,0.955128205,0.975,1.026315789,0.346153846,0.358974359,0.35,0.368421053,,,,,,,,209,FALSE
209,2,0.944444444,1,1,0.277777778,0.277777778,0.277777778,0.277777778,,,,,,,,FALSE,209
209,3,0.930555556,0.986111111,1.014285714,0.361111111,0.366197183,0.361111111,0.371428571,0,0.035087539,1,,,,,FALSE,209
210,1,0.888888889,1,1,0.388888889,0.389830508,0.389830508,0.389830508,,,,,,,,210,FALSE
210,2,0.895454545,1,1,0.427272727,0.433656958,0.433656958,0.433656958,,,,,,,,210,FALSE
210,3,0.916666667,0.983333333,1.017241379,0.366666667,0.372881356,0.366666667,0.379310345,0,0.087335809,0.999853986,,,,,FALSE,210
211,1,1,1,1,0.256410256,0.256410256,0.256410256,0.256410256,,,,,,,,FALSE,211
211,2,0.916666667,1,1,0.333333333,0.333333333,0.333333333,0.333333333,,,,,,,,FALSE,211
211,3,1,1,1,0.222222222,0.222222222,0.222222222,0.222222222,0.170940071,0.183760625,0.993630574,,,,,FALSE,211
212,1,1,1,1,0.322344322,0.322344322,0.322344322,0.322344322,,,,,,,,FALSE,212
212,2,0.964285714,1,1,0.214285714,0.214285714,0.214285714,0.214285714,,,,,,,,FALSE,212
212,3,0.971428571,1,1,0.228571429,0.228571429,0.228571429,0.228571429,0.131867193,0.131867996,1.000000001,,,,,FALSE,212
216,1,0.916666667,1,1,0.333333333,0.333333333,0.333333333,0.333333333,,,,,,,,FALSE,216
216,2,0.944444444,1,1,0.333333333,0.333333333,0.333333333,0.333333333,,,,,,,,FALSE,216
216,3,1,1,1,0.233333333,0.233333333,0.233333333,0.233333333,0.033333223,0.09999985,1,,,,,FALSE,216
217,1,0.909090909,1,1,0.363636364,0.375,0.375,0.375,,,,,,,,217,FALSE
217,2,1,1,1,0.222222222,0.222222222,0.222222222,0.222222222,,,,,,,,FALSE,217
217,3,0.944444444,0.944444444,1.0625,0.333333333,0.352941176,0.333333333,0.375,0.101009943,0.173610946,1,,,,,FALSE,217
218,1,0.98046875,1,1,0.3203125,0.324873096,0.324873096,0.324873096,,,,,,,,218,FALSE
218,2,0.953703704,0.963414634,1.039473684,0.314814815,0.329113924,0.317073171,0.342105263,,,,,,,,218,FALSE
218,3,0.93,1,1,0.38,0.4,0.4,0.4,0.101249947,0.186801853,1,,,,,218,FALSE
220,1,0.916666667,1,1,0.333333333,0.333333333,0.333333333,0.333333333,,,,,,,,FALSE,220
220,2,1,1,1,0.19047619,0.19047619,0.19047619,0.19047619,,,,,,,,FALSE,220
220,3,0.939453125,0.964015152,1.03877551,0.40234375,0.42043222,0.40530303,0.436734694,0.084821261,0.095237935,1,,,,,220,FALSE
221,1,0.961805556,1,1,0.243055556,0.25,0.25,0.25,,,,,,,,221,FALSE
221,2,1,1,1,0.222222222,0.222222222,0.222222222,0.222222222,,,,,,,,FALSE,221
221,3,0.916666667,0.972222222,1.029411765,0.388888889,0.4,0.388888889,0.411764706,0.236111039,0.277777675,1,,,,,FALSE,221
222,1,0.945945946,1,1,0.378378378,0.383838384,0.383838384,0.383838384,,,,,,,,222,FALSE
222,2,1,1,1,0.306306306,0.306306306,0.306306306,0.306306306,,,,,,,,FALSE,222
222,3,0.936363636,0.972222222,1.029411765,0.272727273,0.285714286,0.277777778,0.294117647,0.002948341,0.083128347,0.997752818,,,,,222,FALSE
225,1,0.97761194,1,1,0.343283582,0.35,0.35,0.35,,,,,,,,225,FALSE
225,2,1,1,1,0.270833333,0.270833333,0.270833333,0.270833333,,,,,,,,FALSE,225
225,3,1,1,1,0.2,0.2,0.2,0.2,0.113312786,0.14821393,0.990274146,,,,,FALSE,225
226,1,1,1,1,0.095238095,0.095238095,0.095238095,0.095238095,,,,,,,,FALSE,226
226,2,0.958333333,1,1,0.25,0.25,0.25,0.25,,,,,,,,FALSE,226
226,3,1,1,1,0.226415094,0.226415094,0.226415094,0.226415094,0.114555001,0.120507372,1.004116181,,,,,FALSE,226
229,1,1,1,1,0.233333333,0.233333333,0.233333333,0.233333333,,,,,,,,FALSE,229
229,2,0.93,1,1,0.34,0.341085271,0.341085271,0.341085271,,,,,,,,229,FALSE
229,3,0.951923077,1,1,0.25,0.25,0.25,0.25,0.058332985,0.097673969,1,,,,,FALSE,229
230,1,0.952380952,0.979166667,1.02173913,0.285714286,0.29787234,0.291666667,0.304347826,,,,,,,,230,FALSE
230,2,0.958333333,1,1,0.25,0.25,0.25,0.25,,,,,,,,FALSE,230
230,3,1,1,1,0.142857143,0.142857143,0.142857143,0.142857143,0.047619001,0.134057139,1,,,,,FALSE,230
232,1,0.972222222,1,1,0.222222222,0.222222222,0.222222222,0.222222222,,,,,,,,FALSE,232
232,2,0.931818182,1,1,0.318181818,0.333333333,0.333333333,0.333333333,,,,,,,,232,FALSE
232,3,0.98,1,1,0.28,0.285714286,0.285714286,0.285714286,0.066666612,0.099999874,0.983606598,,,,,232,FALSE
234,1,0.977777778,0.977777778,1.023255814,0.266666667,0.272727273,0.266666667,0.279069767,,,,,,,,FALSE,234
234,2,0.925,0.991666667,1.008474576,0.35,0.352941176,0.35,0.355932203,,,,,,,,FALSE,234
234,3,0.944444444,1,1,0.277777778,0.277777778,0.277777778,0.277777778,0.111111022,0.100774936,1,,,,,FALSE,234
235,1,0.94047619,1,1,0.261904762,0.261904762,0.261904762,0.261904762,,,,,,,,FALSE,235
235,2,0.930555556,1,1,0.305555556,0.305555556,0.305555556,0.305555556,,,,,,,,FALSE,235
235,3,0.938888889,1,1,0.322222222,0.322222222,0.322222222,0.322222222,0.047618953,0.131745904,1,,,,,FALSE,235
236,1,0.972222222,1,1,0.222222222,0.222222222,0.222222222,0.222222222,,,,,,,,FALSE,236
236,2,0.953125,1,1,0.34375,0.34375,0.34375,0.34375,,,,,,,,FALSE,236
236,3,1,1,1,0.142857143,0.142857143,0.142857143,0.142857143,0.122023746,0.122023744,0.986784151,,,,,FALSE,236
238,1,1,1,1,0.306306306,0.306306306,0.306306306,0.306306306,,,,,,,,FALSE,238
238,2,0.925,0.991666667,1.008474576,0.35,0.352941176,0.35,0.355932203,,,,,,,,FALSE,238
238,3,1,1,1,0.233333333,0.233333333,0.233333333,0.233333333,0.077477021,0.099999854,1,,,,,FALSE,238
239,1,0.958333333,1,1,0.25,0.25,0.25,0.25,,,,,,,,FALSE,239
239,2,0.927083333,1,1,0.395833333,0.406504065,0.406504065,0.406504065,,,,,,,,239,FALSE
239,3,0.939285714,0.975,1.026315789,0.335714286,0.344322344,0.335714286,0.353383459,0.092261401,0.148373804,0.990996586,,,,,FALSE,239
241,1,0.947916667,1,1,0.340277778,0.341085271,0.341085271,0.341085271,,,,,,,,241,FALSE
241,2,0.930555556,1,1,0.305555556,0.305555556,0.305555556,0.305555556,,,,,,,,FALSE,241
241,3,1,1,1,0.256410256,0.256410256,0.256410256,0.256410256,0.009615294,0.082289709,1,,,,,FALSE,241
243,1,1,1,1,0.280701754,0.280701754,0.280701754,0.280701754,,,,,,,,FALSE,243
243,2,0.972222222,1,1,0.222222222,0.222222222,0.222222222,0.222222222,,,,,,,,FALSE,243
243,3,0.961538462,1,1,0.307692308,0.307692308,0.307692308,0.307692308,0.041160334,0.058704346,0.991636014,,,,,FALSE,243
245,1,0.944444444,1,1,0.277777778,0.277777778,0.277777778,0.277777778,,,,,,,,FALSE,245
245,2,0.904929577,1,1,0.387323944,0.4,0.4,0.4,,,,,,,,245,FALSE
245,3,0.966666667,1,1,0.266666667,0.266666667,0.266666667,0.266666667,0,0.138888715,0.997229916,,,,,FALSE,245
246,1,1,1,1,0.25,0.25,0.25,0.25,,,,,,,,FALSE,246
246,2,0.958333333,0.958333333,1.045454545,0.305555556,0.31884058,0.305555556,0.333333333,,,,,,,,FALSE,246
246,3,0.925,0.991666667,1.008474576,0.35,0.352941176,0.35,0.355932203,0.111111063,0.119791584,1.010526294,,,,,FALSE,246
248,1,0.982142857,1,1,0.321428571,0.321428571,0.321428571,0.321428571,,,,,,,,FALSE,248
248,2,1,1,1,0.2,0.2,0.2,0.2,,,,,,,,FALSE,248
248,3,0.944444444,1,1,0.277777778,0.277777778,0.277777778,0.277777778,0.047618962,0.047618962,1,,,,,FALSE,248
249,1,0.944444444,1,1,0.277777778,0.277777778,0.277777778,0.277777778,,,,,,,,FALSE,249
249,2,0.976470588,1,1,0.341176471,0.341176471,0.341176471,0.341176471,,,,,,,,FALSE,249
249,3,0.888888889,1,1,0.388888889,0.389830508,0.389830508,0.389830508,0.039215408,0.04519739,1,,,,,249,FALSE
251,1,0.925,0.991666667,1.008474576,0.35,0.352941176,0.35,0.355932203,,,,,,,,FALSE,251
251,2,0.930555556,1,1,0.305555556,0.305555556,0.305555556,0.305555556,,,,,,,,FALSE,251
251,3,1,1,1,0.256410256,0.256410256,0.256410256,0.256410256,0,0.051281945,1,,,,,FALSE,251
255,1,0.953703704,1,1,0.314814815,0.325581395,0.325581395,0.325581395,,,,,,,,255,FALSE
255,2,0.916666667,1,1,0.333333333,0.333333333,0.333333333,0.333333333,,,,,,,,FALSE,255
255,3,0.958333333,1,1,0.25,0.25,0.25,0.25,0.037036992,0.135658595,0.986615708,,,,,FALSE,255
257,1,0.944444444,1,1,0.277777778,0.277777778,0.277777778,0.277777778,,,,,,,,FALSE,257
257,2,0.94047619,1,1,0.261904762,0.261904762,0.261904762,0.261904762,,,,,,,,FALSE,257
257,3,0.931818182,1,1,0.318181818,0.333333333,0.333333333,0.333333333,0.047618964,0.16666632,0.988235314,,,,,257,FALSE
258,1,0.916666667,1,1,0.333333333,0.333333333,0.333333333,0.333333333,,,,,,,,FALSE,258
258,2,0.958333333,1,1,0.25,0.25,0.25,0.25,,,,,,,,FALSE,258
258,3,0.970338983,1,1,0.36440678,0.36440678,0.36440678,0.36440678,0.09604513,0.096045145,0.999999996,,,,,FALSE,258
259,1,0.944444444,1,1,0.277777778,0.277777778,0.277777778,0.277777778,,,,,,,,FALSE,259
259,2,1,1,1,0.270833333,0.270833333,0.270833333,0.270833333,,,,,,,,FALSE,259
