Trial,PCM,式1の解の中心の総和,式5の解に対するt_L,式1の最適値,式5の最適値とt_Lの積,式1の最適値と式1の解の中心の総和の商,式5の最適値
41,2,0.9999999999999998,1.0,0.222222222222222,0.22222222222222276,0.22222222222222204,0.22222222222222276
41,3,1.0,1.0,0.23529411764705915,0.23529411764705888,0.23529411764705915,0.23529411764705888
43,1,0.9999999999999996,0.9999999999999998,0.13333333333333391,0.13333333333333328,0.13333333333333397,0.1333333333333333
43,2,0.9999999999999994,1.0,0.20689655172413812,0.20689655172413834,0.20689655172413823,0.20689655172413834
43,3,0.999999999999999,1.0,0.18181818181818257,0.18181818181818188,0.18181818181818277,0.18181818181818188
44,1,0.9750000000000002,0.9750000000000001,0.24999999999999978,0.25000000000000044,0.2564102564102561,0.25641025641025683
44,2,0.9999999999999999,1.0,0.2642642642642642,0.2642642642642651,0.26426426426426425,0.2642642642642651
44,3,1.0,1.0000000000000002,0.25,0.2499999999999996,0.25,0.24999999999999956
45,1,0.999999999999999,1.0,0.18181818181818257,0.18181818181818188,0.18181818181818277,0.18181818181818188
45,2,0.9305555555555558,1.0000000000000002,0.30555555555555564,0.30555555555555597,0.3283582089552239,0.3055555555555559
45,3,0.958333333333333,1.0000000000000002,0.25,0.25000000000000006,0.2608695652173914,0.25
46,1,0.9591836734693868,0.9795918367346929,0.2857142857142826,0.2857142857142858,0.29787234042552896,0.2916666666666671
46,2,0.9999999999999996,0.9999999999999996,0.14814814814814875,0.14814814814814853,0.1481481481481488,0.14814814814814858
46,3,1.0,1.0000000000000004,0.20000000000000065,0.20000000000000004,0.20000000000000065,0.19999999999999996
47,1,0.9940476190476176,1.0,0.3690476190476206,0.36904761904761907,0.3712574850299422,0.36904761904761907
47,2,0.999999999999999,1.0,0.18181818181818257,0.18181818181818188,0.18181818181818277,0.18181818181818188
47,3,0.9843749999999989,1.0000000000000004,0.21875,0.21874999999999997,0.22222222222222246,0.2187499999999999
48,1,0.9538461538461538,0.9999999999999998,0.32307692307692404,0.32307692307692276,0.33870967741935587,0.3230769230769228
48,2,0.99375,0.9999999999999996,0.23749999999999932,0.23749999999999982,0.2389937106918232,0.23749999999999993
48,3,1.0,1.0,0.2499999999999999,0.25000000000000056,0.2499999999999999,0.25000000000000056
52,1,0.9666666666666668,1.0000000000000004,0.3666666666666666,0.3666666666666671,0.3793103448275861,0.3666666666666669
52,2,0.9999999999999998,1.0,0.18181818181818238,0.181818181818182,0.1818181818181824,0.181818181818182
52,3,1.0,1.0,0.19354838709677394,0.19354838709677358,0.19354838709677394,0.19354838709677358
54,1,0.919871794871794,1.0000000000000004,0.39102564102564147,0.3910256410256407,0.4250871080139381,0.3910256410256405
54,2,0.9166666666666663,0.9999999999999996,0.3333333333333338,0.3333333333333333,0.3636363636363643,0.3333333333333335
54,3,0.9857142857142858,1.0,0.3142857142857154,0.3157894736842106,0.318840579710146,0.3157894736842106
55,1,0.9369369369369374,0.9729729729729732,0.3243243243243257,0.3243243243243238,0.3461538461538474,0.3333333333333327
55,2,0.9999999999999992,1.0000000000000002,0.11111111111111324,0.11111111111111119,0.11111111111111333,0.11111111111111116
55,3,1.0,1.0,0.22222222222222276,0.22222222222222276,0.22222222222222276,0.22222222222222276
56,1,0.941176470588234,1.0,0.3529411764705887,0.3529411764705883,0.37500000000000105,0.3529411764705883
56,2,0.9097222222222223,0.9933333333333334,0.3888888888888886,0.41333333333333333,0.427480916030534,0.4161073825503355
56,3,0.9797297297297296,1.0,0.22972972972972988,0.22972972972972883,0.23448275862068985,0.22972972972972883
57,1,0.9999999999999982,1.0,0.09090909090909635,0.09090909090909127,0.09090909090909652,0.09090909090909127
57,2,0.9682539682539679,0.9999999999999996,0.20634920634920678,0.2063492063492062,0.21311475409836117,0.20634920634920628
57,3,0.9999999999999988,1.0000000000000004,0.1428571428571433,0.1428571428571424,0.14285714285714346,0.14285714285714235
58,1,0.9937499999999999,0.9999999999999996,0.23750000000000127,0.23749999999999993,0.2389937106918252,0.23750000000000004
58,2,0.9523809523809521,0.9999999999999996,0.2857142857142858,0.298507462686567,0.3000000000000002,0.29850746268656714
58,3,1.0000000000000002,1.0000000000000002,0.13636363636363674,0.13636363636363627,0.13636363636363671,0.13636363636363624
60,1,0.9714285714285698,1.0,0.22857142857142992,0.22857142857142843,0.23529411764706062,0.22857142857142843
60,2,0.9965986394557818,1.0,0.278911564625851,0.2789115646258491,0.2798634812286697,0.2789115646258491
60,3,0.9843749999999998,1.0,0.21875000000000022,0.2187500000000031,0.2222222222222225,0.2187500000000031
61,1,0.9305555555555558,0.9861111111111116,0.36111111111111127,0.3611111111111106,0.3880597014925374,0.36619718309859084
61,2,0.9999999999999998,1.0,0.12500000000000105,0.125,0.12500000000000108,0.125
61,3,0.9722222222222221,1.0,0.27777777777777857,0.27777777777777746,0.2857142857142866,0.27777777777777746
63,1,0.9666666666666667,0.9666666666666672,0.26666666666666683,0.26666666666666616,0.2758620689655174,0.27586206896551657
63,2,0.9551282051282051,1.0,0.34615384615384615,0.35483870967741904,0.36241610738255037,0.35483870967741904
63,3,0.9444444444444451,1.0000000000000002,0.27777777777777757,0.27777777777777796,0.2941176470588231,0.2777777777777779
67,1,0.9833333333333335,1.0,0.23333333333333375,0.23529411764705888,0.23728813559322073,0.23529411764705888
67,2,0.9999999999999994,1.0000000000000002,0.20588235294117813,0.20588235294117668,0.20588235294117824,0.20588235294117663
67,3,0.9444444444444443,0.9999999999999998,0.33333333333333387,0.3333333333333334,0.35294117647058887,0.3333333333333335
68,1,0.9999999999999982,1.0,0.09090909090909635,0.09090909090909127,0.09090909090909652,0.09090909090909127
68,2,1.0,1.0000000000000002,0.20560747663551385,0.20560747663551376,0.20560747663551385,0.2056074766355137
68,3,0.9609375000000002,0.9999999999999998,0.328125,0.32812499999999994,0.34146341463414626,0.328125
69,1,0.9999999999999991,1.0,0.19354838709677474,0.19354838709677535,0.1935483870967749,0.19354838709677535
69,2,0.9761904761904746,1.0,0.23809523809523908,0.2380952380952388,0.24390243902439165,0.2380952380952388
69,3,0.9722222222222221,1.0,0.27777777777777857,0.27777777777777746,0.2857142857142866,0.27777777777777746
71,1,0.975609756097561,0.9756097560975613,0.2439024390243904,0.2439024390243901,0.25000000000000017,0.24999999999999978
71,2,0.9833333333333327,0.9999999999999998,0.3000000000000007,0.3000000000000002,0.3050847457627128,0.30000000000000027
71,3,0.9940476190476176,1.0,0.3690476190476206,0.36904761904761907,0.3712574850299422,0.36904761904761907
72,1,1.0,1.0000000000000004,0.1647058823529411,0.16470588235294134,0.1647058823529411,0.16470588235294126
72,2,0.9916666666666669,0.991666666666668,0.21666666666666692,0.2166666666666663,0.2184873949579834,0.21848739495798253
72,3,1.0,1.0,0.2708333333333337,0.2708333333333326,0.2708333333333337,0.2708333333333326
73,1,0.9999999999999996,1.0,0.1818181818181821,0.18181818181818188,0.18181818181818218,0.18181818181818188
73,2,0.9142857142857144,0.9999999999999996,0.4000000000000002,0.39999999999999986,0.43750000000000017,0.4
73,3,0.9687499999999999,1.0,0.1874999999999998,0.18749999999999944,0.19354838709677402,0.18749999999999944
78,1,0.999999999999996,1.0000000000000002,0.16470588235294856,0.16470588235294129,0.16470588235294922,0.16470588235294126
78,2,0.9583333333333328,1.0000000000000002,0.2500000000000012,0.24999999999999983,0.26086956521739274,0.24999999999999978
78,3,0.9848484848484845,1.0,0.21212121212121315,0.2127659574468087,0.2153846153846165,0.2127659574468087
79,1,0.9999999999999982,1.0,0.09090909090909635,0.09090909090909127,0.09090909090909652,0.09090909090909127
79,2,0.9999999999999996,1.0,0.16129032258064535,0.16129032258064435,0.16129032258064543,0.16129032258064435
79,3,0.9848484848484846,0.9999999999999998,0.15151515151515232,0.1515151515151518,0.1538461538461547,0.15151515151515182
80,1,0.9714285714285713,0.9714285714285718,0.20000000000000048,0.19999999999999968,0.205882352941177,0.20588235294117607
80,2,0.9444444444444445,1.0,0.33333333333333376,0.3333333333333335,0.35294117647058865,0.3333333333333335
80,3,0.9583333333333324,0.9583333333333336,0.3333333333333337,0.3333333333333325,0.34782608695652245,0.34782608695652073
81,1,1.0,1.0000000000000004,0.1568627450980392,0.1568627450980393,0.1568627450980392,0.1568627450980392
81,2,0.9999999999999992,1.0000000000000002,0.11111111111111324,0.11111111111111119,0.11111111111111333,0.11111111111111116
81,3,0.9999999999999999,1.0000000000000002,0.1250000000000007,0.12500000000000003,0.12500000000000072,0.125
82,1,0.9566666666666668,0.9999999999999998,0.3866666666666672,0.3866666666666668,0.40418118466899006,0.38666666666666694
82,2,0.953124999999999,1.0000000000000004,0.34375000000000155,0.34374999999999994,0.36065573770492004,0.3437499999999998
82,3,0.9901960784313721,1.0000000000000002,0.3333333333333337,0.33333333333333354,0.33663366336633715,0.3333333333333335
83,1,0.999999999999998,1.0,0.14285714285714213,0.14285714285714213,0.1428571428571424,0.14285714285714213
83,2,0.9609375000000002,0.9999999999999998,0.328125,0.32812499999999994,0.34146341463414626,0.328125
83,3,1.0,1.0,0.22222222222222276,0.22222222222222276,0.22222222222222276,0.22222222222222276
84,1,0.9999999999999993,1.0000000000000002,0.14285714285714315,0.14285714285714304,0.14285714285714324,0.14285714285714302
84,2,0.975,0.9750000000000001,0.24999999999999992,0.25,0.25641025641025633,0.2564102564102564
84,3,0.9848484848484846,0.9999999999999998,0.1515151515151516,0.15151515151515157,0.15384615384615397,0.1515151515151516
86,1,0.9999999999999982,1.0,0.09090909090909635,0.09090909090909127,0.09090909090909652,0.09090909090909127
86,2,1.0,1.0000000000000004,0.15686274509804057,0.15686274509803919,0.15686274509804057,0.1568627450980391
86,3,1.0,1.0000000000000004,0.15686274509804057,0.15686274509803919,0.15686274509804057,0.1568627450980391
87,1,0.9456521739130439,0.9891304347826088,0.3695652173913046,0.36956521739130394,0.3908045977011495,0.3736263736263732
87,2,0.9999999999999998,1.0,0.22222222222222315,0.22222222222222232,0.2222222222222232,0.22222222222222232
87,3,0.9999999999999998,1.0,0.16666666666666663,0.16666666666666674,0.16666666666666666,0.16666666666666674
88,1,0.9848484848484846,0.9999999999999998,0.15151515151515232,0.1515151515151518,0.1538461538461547,0.15151515151515182
88,2,0.9749999999999999,0.9750000000000001,0.25,0.2500000000000002,0.25641025641025644,0.2564102564102566
88,3,0.9487179487179486,1.0,0.33333333333333337,0.33333333333333226,0.3513513513513514,0.33333333333333226
90,1,0.9305555555555554,1.0,0.3055555555555558,0.3055555555555557,0.3283582089552242,0.3055555555555557
90,2,0.9999999999999996,1.0,0.16666666666666735,0.16666666666666696,0.16666666666666743,0.16666666666666696
90,3,0.976190476190476,1.0000000000000002,0.2380952380952381,0.2380952380952382,0.2439024390243903,0.23809523809523814
91,1,0.9999999999999999,1.0000000000000002,0.1666666666666662,0.166666666666667,0.16666666666666624,0.16666666666666696
91,2,0.9807692307692304,0.9999999999999998,0.26923076923076894,0.2692307692307691,0.27450980392156843,0.26923076923076916
91,3,0.9097222222222223,0.9933333333333334,0.3888888888888886,0.41333333333333333,0.427480916030534,0.4161073825503355
94,1,1.0,1.0,0.23214285714285707,0.23214285714285743,0.23214285714285707,0.23214285714285743
94,2,1.0,0.9999999999999998,0.23076923076923136,0.23076923076923078,0.23076923076923136,0.23076923076923084
94,3,1.0,1.0,0.23214285714285707,0.23214285714285743,0.23214285714285707,0.23214285714285743
95,1,0.9320987654320991,0.9638157894736898,0.30864197530864124,0.30921052631578977,0.3311258278145686,0.3208191126279848
95,2,0.9642857142857142,0.9999999999999996,0.2142857142857147,0.21428571428571433,0.22222222222222265,0.2142857142857144
95,3,1.0,1.0000000000000002,0.21164021164021188,0.21164021164021146,0.21164021164021188,0.2116402116402114
98,1,0.9642857142857142,1.0,0.21428571428571438,0.21428571428571397,0.22222222222222235,0.21428571428571397
98,2,1.0,1.0,0.2278481012658224,0.22784810126582222,0.2278481012658224,0.22784810126582222
98,3,0.9117647058823537,1.0000000000000002,0.4117647058823526,0.41176470588235314,0.45161290322580566,0.41176470588235303
100,1,0.9444444444444446,1.0,0.33333333333333354,0.33333333333333304,0.35294117647058837,0.33333333333333304
100,2,1.0,1.0,0.2708333333333337,0.2708333333333326,0.2708333333333337,0.2708333333333326
100,3,1.0,1.0000000000000004,0.20000000000000065,0.20000000000000004,0.20000000000000065,0.19999999999999996
101,1,0.9761904761904746,1.0,0.23809523809523908,0.2380952380952388,0.24390243902439165,0.2380952380952388
101,2,0.9999999999999998,1.0,0.16666666666666663,0.16666666666666674,0.16666666666666666,0.16666666666666674
101,3,0.9666666666666659,1.0000000000000002,0.2666666666666682,0.2666666666666671,0.27586206896551907,0.26666666666666705
102,1,0.9999999999999998,0.9999999999999998,0.26923076923076983,0.2692307692307681,0.2692307692307699,0.26923076923076816
102,2,0.9907407407407405,1.0000000000000002,0.20370370370370366,0.20370370370370378,0.20560747663551404,0.20370370370370372
102,3,0.9999999999999991,1.0,0.2333333333333334,0.2333333333333334,0.2333333333333336,0.2333333333333334
104,1,0.933333333333333,1.0,0.433333333333333,0.4333333333333339,0.4642857142857141,0.4333333333333339
104,2,0.9523809523809516,0.9523809523809533,0.2857142857142865,0.2857142857142859,0.30000000000000104,0.29999999999999993
104,3,0.9305555555555558,1.0000000000000002,0.3055555555555558,0.30555555555555575,0.32835820895522405,0.3055555555555557
105,1,0.9722222222222228,1.0000000000000004,0.16666666666666577,0.1666666666666666,0.1714285714285704,0.16666666666666652
105,2,0.9679487179487174,0.9833333333333334,0.166666666666668,0.16666666666666635,0.17218543046357762,0.16949152542372847
105,3,0.9807692307692302,1.0000000000000004,0.21794871794871848,0.21794871794871792,0.2222222222222229,0.21794871794871784
107,1,0.9305555555555558,1.0000000000000002,0.3055555555555558,0.30555555555555575,0.32835820895522405,0.3055555555555557
107,2,0.9999999999999991,1.0,0.2333333333333334,0.2333333333333334,0.2333333333333336,0.2333333333333334
107,3,1.0,1.0000000000000004,0.20000000000000065,0.20000000000000004,0.20000000000000065,0.19999999999999996
109,1,0.9305555555555558,0.9861111111111085,0.3611111111111107,0.36111111111111144,0.38805970149253677,0.36619718309859284
109,2,0.9999999999999998,1.0,0.19047619047619116,0.19047619047619047,0.19047619047619122,0.19047619047619047
109,3,0.9513888888888895,0.9513888888888893,0.26388888888888884,0.2638888888888894,0.2773722627737224,0.27737226277372307
110,1,0.9871794871794868,1.0,0.2820512820512819,0.2820512820512815,0.28571428571428564,0.2820512820512815
110,2,0.9305555555555549,1.0,0.3055555555555558,0.3055555555555557,0.3283582089552244,0.3055555555555557
110,3,0.9999999999999998,1.0,0.1707317073170729,0.17073170731707332,0.17073170731707293,0.17073170731707332
111,1,0.9999999999999998,1.0,0.16666666666666663,0.16666666666666674,0.16666666666666666,0.16666666666666674
111,2,0.9679487179487178,0.9833333333333334,0.166666666666667,0.16666666666666646,0.1721854304635765,0.16949152542372858
111,3,0.9999999999999999,1.0000000000000002,0.16161616161616166,0.1616161616161618,0.16161616161616169,0.16161616161616177
112,1,0.9117647058823537,1.0000000000000002,0.4117647058823526,0.41176470588235314,0.45161290322580566,0.41176470588235303
112,2,0.9583333333333328,1.0000000000000002,0.2500000000000012,0.24999999999999983,0.26086956521739274,0.24999999999999978
112,3,0.9722222222222228,1.0000000000000004,0.16666666666666577,0.1666666666666666,0.1714285714285704,0.16666666666666652
113,1,0.9388888888888882,1.0000000000000002,0.32222222222222396,0.3222222222222227,0.34319526627219143,0.32222222222222263
113,2,0.9388888888888889,1.0000000000000002,0.32222222222222274,0.3222222222222229,0.3431952662721899,0.32222222222222285
113,3,0.9444444444444442,1.0000000000000004,0.3333333333333336,0.3333333333333332,0.3529411764705886,0.33333333333333304
115,1,1.0000000000000002,1.0000000000000007,0.14285714285714327,0.1428571428571432,0.14285714285714324,0.14285714285714313
115,2,0.9305555555555555,0.9861111111111112,0.36111111111111055,0.3611111111111111,0.38805970149253677,0.3661971830985915
115,3,0.9807692307692306,0.9999999999999998,0.2692307692307695,0.2692307692307692,0.27450980392156893,0.2692307692307693
117,1,0.9722222222222213,1.0,0.27777777777777835,0.27777777777777846,0.2857142857142866,0.27777777777777846
117,2,0.9444444444444444,0.9999999999999998,0.3333333333333335,0.3333333333333334,0.3529411764705884,0.3333333333333335
117,3,0.9999999999999984,1.0000000000000002,0.11111111111111448,0.11111111111111074,0.11111111111111464,0.11111111111111072
118,1,0.938888888888887,1.0,0.3222222222222219,0.32222222222222197,0.3431952662721897,0.32222222222222197
118,2,0.9848484848484844,0.9999999999999996,0.151515151515152,0.15151515151515155,0.1538461538461544,0.1515151515151516
118,3,0.999999999999998,1.0,0.14285714285714213,0.14285714285714213,0.1428571428571424,0.14285714285714213
120,1,0.9999999999999992,1.0000000000000002,0.11111111111111324,0.11111111111111119,0.11111111111111333,0.11111111111111116
120,2,0.9999999999999997,1.0000000000000002,0.22222222222222132,0.22222222222222193,0.2222222222222214,0.22222222222222188
120,3,0.9999999999999992,1.0000000000000002,0.11111111111111324,0.11111111111111119,0.11111111111111333,0.11111111111111116
121,1,0.9523809523809521,0.9999999999999996,0.2857142857142858,0.298507462686567,0.3000000000000002,0.29850746268656714
121,2,0.9791666666666672,1.0000000000000002,0.20833333333333443,0.21212121212121177,0.2127659574468095,0.2121212121212117
121,3,0.9743589743589745,0.9999999999999998,0.2820512820512818,0.28205128205128144,0.28947368421052605,0.2820512820512815
122,1,0.9305555555555558,0.9861111111111109,0.3611111111111116,0.3611111111111111,0.38805970149253777,0.3661971830985916
122,2,0.9305555555555559,0.9999999999999998,0.30555555555555536,0.3055555555555554,0.32835820895522355,0.30555555555555547
122,3,0.9691358024691354,0.9938271604938277,0.23456790123456855,0.23456790123456803,0.2420382165605103,0.2360248447204969
124,1,0.9907407407407405,1.0000000000000002,0.20370370370370366,0.20370370370370378,0.20560747663551404,0.20370370370370372
124,2,1.0,1.0,0.23214285714285707,0.23214285714285743,0.23214285714285707,0.23214285714285743
124,3,0.9999999999999998,0.9999999999999998,0.20987654320987653,0.2098765432098763,0.2098765432098766,0.20987654320987637
