Trial-1_PCM-1
1.0,1.0,1.0,1.0,1.0,1.0,,[0.16666666666666377, 0.16666666666666377]
1.0,1.0,1.0,1.0,1.0,1.0,,[0.16666666666666352, 0.16666666666666352]
1.0,1.0,1.0,1.0,1.0,1.0,,[0.16666666666666352, 0.16666666666666352]
1.0,1.0,1.0,1.0,1.0,6.0,,[0.16666666666666274, 0.2857142857142958]
1.0,1.0,1.0,1.0,1.0,2.0,,[0.16666666666666385, 0.16666666666666397]
1.0,1.0,1.0,0.16666666666666666,0.5,1.0,,[0.04761904761904945, 0.16666666666666896]

Trial-1_PCM-2
1.0,1.0,1.0,1.0,1.0,1.0,,[0.14102564102563916, 0.19230769230769246]
1.0,1.0,1.0,1.0,1.0,3.0,,[0.1923076923076924, 0.1923076923076924]
1.0,1.0,1.0,1.0,1.0,1.0,,[0.14102564102564183, 0.1923076923076927]
1.0,1.0,1.0,1.0,1.0,5.0,,[0.19230769230769143, 0.19230769230769143]
1.0,1.0,1.0,1.0,1.0,4.0,,[0.1923076923076926, 0.1923076923076926]
1.0,0.3333333333333333,1.0,0.2,0.25,1.0,,[0.0384615384615383, 0.14102564102564097]

Trial-1_PCM-3
1.0,1.0,1.0,1.0,1.0,1.0,,[0.16129032258064513, 0.19354838709677394]
1.0,1.0,2.0,1.0,1.0,2.0,,[0.1935483870967733, 0.19354838709677377]
1.0,0.5,1.0,1.0,1.0,1.0,,[0.09677419354838757, 0.19354838709677394]
1.0,1.0,1.0,1.0,1.0,6.0,,[0.1935483870967737, 0.1935483870967737]
1.0,1.0,1.0,1.0,1.0,2.0,,[0.19354838709677397, 0.1935483870967744]
1.0,0.5,1.0,0.16666666666666666,0.5,1.0,,[0.03225806451612989, 0.1612903225806461]

Trial-2_PCM-1
1.0,1.0,1.0,1.0,1.0,1.0,,[0.19354838709677388, 0.19354838709677388]
1.0,1.0,2.0,1.0,1.0,2.0,,[0.19354838709677377, 0.19354838709677377]
1.0,0.5,1.0,1.0,1.0,1.0,,[0.09677419354838679, 0.19354838709677383]
1.0,1.0,1.0,1.0,2.0,2.0,,[0.1935483870967738, 0.19354838709677388]
1.0,1.0,1.0,0.5,1.0,3.0,,[0.09677419354838653, 0.19354838709677435]
1.0,0.5,1.0,0.5,0.3333333333333333,1.0,,[0.0645161290322586, 0.19354838709677544]

Trial-2_PCM-2
1.0,1.0,1.0,1.0,1.0,1.0,,[0.18181818181818177, 0.18181818181818188]
1.0,1.0,2.0,1.0,1.0,1.0,,[0.18181818181818105, 0.18181818181818188]
1.0,0.5,1.0,1.0,1.0,2.0,,[0.09090909090909138, 0.1818181818181819]
1.0,1.0,1.0,1.0,1.0,3.0,,[0.18181818181818227, 0.20454545454545436]
1.0,1.0,1.0,1.0,1.0,2.0,,[0.18181818181818152, 0.1818181818181819]
1.0,1.0,0.5,0.3333333333333333,0.5,1.0,,[0.06818181818181848, 0.18181818181818177]

Trial-2_PCM-3
1.0,1.0,1.0,1.0,1.0,1.0,,[0.1804511278195493, 0.1804511278195493]
1.0,1.0,3.0,1.0,1.0,2.0,,[0.18045112781954772, 0.18045112781954772]
1.0,0.3333333333333333,1.0,1.0,1.0,1.0,,[0.060150375939849426, 0.1804511278195483]
1.0,1.0,1.0,1.0,2.0,3.0,,[0.1804511278195482, 0.2706766917293227]
1.0,1.0,1.0,0.5,1.0,2.0,,[0.13533834586466165, 0.18045112781954933]
1.0,0.5,1.0,0.3333333333333333,0.5,1.0,,[0.09022556390977388, 0.18045112781955]

Trial-3_PCM-1
1.0,1.0,1.0,1.0,1.0,1.0,,[0.16176470588235356, 0.1764705882352923]
1.0,1.0,1.0,1.0,1.0,1.0,,[0.16176470588235345, 0.17647058823529232]
1.0,1.0,1.0,1.0,1.0,1.0,,[0.16176470588235212, 0.17647058823529232]
1.0,1.0,1.0,1.0,1.0,4.0,,[0.1764705882352913, 0.23529411764706146]
1.0,1.0,1.0,1.0,1.0,3.0,,[0.17647058823529618, 0.17647058823529618]
1.0,1.0,1.0,0.25,0.3333333333333333,1.0,,[0.058823529411765385, 0.16176470588235323]

Trial-3_PCM-2
1.0,1.0,1.0,1.0,1.0,1.0,,[0.1634615384615392, 0.19230769230769182]
1.0,1.0,2.0,1.0,1.0,2.0,,[0.19230769230769187, 0.19230769230769187]
1.0,0.5,1.0,1.0,1.0,2.0,,[0.09615384615384559, 0.19230769230769185]
1.0,1.0,1.0,1.0,1.0,5.0,,[0.1923076923076903, 0.19230769230769373]
1.0,1.0,1.0,1.0,1.0,3.0,,[0.19230769230769174, 0.19230769230769193]
1.0,0.5,0.5,0.2,0.3333333333333333,1.0,,[0.0384615384615391, 0.16346153846153927]

Trial-3_PCM-3
1.0,1.0,1.0,1.0,1.0,1.0,,[0.17460317460317382, 0.19047619047619016]
1.0,1.0,2.0,1.0,1.0,1.0,,[0.17460317460317476, 0.19047619047619022]
1.0,0.5,1.0,1.0,1.0,1.0,,[0.09523809523809618, 0.19047619047619022]
1.0,1.0,1.0,1.0,1.0,2.0,,[0.1904761904761894, 0.1904761904761902]
1.0,1.0,1.0,1.0,1.0,4.0,,[0.1904761904761913, 0.1904761904761913]
1.0,1.0,1.0,0.5,0.25,1.0,,[0.04761904761904767, 0.1746031746031745]

Trial-4_PCM-1
1.0,1.0,1.0,1.0,1.0,1.0,,[0.18181818181818174, 0.18181818181818246]
1.0,1.0,1.0,1.0,1.0,2.0,,[0.1818181818181825, 0.1818181818181825]
1.0,1.0,1.0,1.0,1.0,2.0,,[0.18181818181818113, 0.18181818181818252]
