entani論文のPerfectIncorporation,中心総和1のPerfectIncorporation,解の非唯一性考慮のPerfectIncorporation,entani論文のCommonGround,中心総和1のCommonGround,解の非唯一性考慮のCommonGround,entani論文のPartialIncorporation,中心総和1のPartialIncorporation,解の非唯一性考慮のPartialIncorporation
4.852030263923087,4.852030263919618,4.852030263920064,4.852030263919643,4.8520302639198105,4.852030263919989,0.0,0.0,0.0
24.26015131959823,30.75050554012909,30.658563544871075,1.1191048088221578e-13,Error,1.0258460747536446e-13,0.0,3.3788831326417723,0.0
22.246376812435606,27.88575296034255,27.885752960342455,3.5757793663620037,8.704148513061227e-14,5.595524044110789e-14,0.0,0.0,0.0
24.053455404287686,28.10918665807882,27.27971217538056,Error,Error,Error,4.1935647006461805,8.073641085851062,4.718633447680569
22.118738943456282,24.227568257503503,24.227568257504075,Error,Error,Error,4.506715957535737,5.351677505768642,5.3516775057686825
29.75439652792075,32.955878470772525,32.755401227626194,Error,Error,Error,7.430710595285894,10.15933713299901,8.336117601688523
26.067229911450227,29.61364568526419,28.920064817605613,Error,Error,Error,3.9781630899788505,6.494899440282542,3.9781630899786578
21.666969295493345,23.61204845251727,23.61204845251754,Error,Error,Error,5.351677505768148,5.097103996571894,5.097103996571929
22.11873894345639,22.118738943456073,22.118738943456357,Error,Error,Error,5.803447153731009,7.120072038312076,7.033529650428099
23.228974154692846,27.208507302161696,27.208507302159394,Error,Error,Error,6.514773845352595,7.59382860414202,7.562648151696366
21.666969295493253,23.61204845251699,23.612048452517552,Error,Error,Error,4.506715957535725,5.097103996572081,5.097103996571717
16.814939031573637,18.10939540103137,18.109395401029886,Error,Error,Error,5.097103996571795,5.351677505764772,5.097103996562771
33.305746284163426,39.968543769926804,38.17829645214268,Error,Error,Error,3.0100303903382186,8.84616234100798,3.3690834510518206
18.376943890773124,21.603623907371826,21.447492781357113,Error,Error,Error,5.097103996571988,6.96780568768868,5.097103996571409
13.976683274817017,15.038475386143215,15.03847538613433,Error,Error,Error,5.097103996572423,4.931088310252634,4.931088310254244
26.067229911449925,28.33606619202981,27.93735296856699,Error,Error,Error,6.286397254139745,6.286397254139823,6.2863972541396045
21.66696929549355,24.732401266198593,24.73240126619718,Error,Error,Error,5.3828579582138945,6.286397254139617,6.176158755362163
22.49145054508793,26.48130056988491,26.48130056988484,Error,Error,Error,6.063004197389078,6.286397254139496,6.286397254139322
26.067229911450006,29.729966917802066,29.729966917801768,Error,Error,Error,6.3825484287074215,7.252297454957335,7.288103159624458
22.118738943456353,24.14484447522745,24.04273945677115,Error,Error,Error,3.9781630899796525,6.494899440283282,3.9781630899794225
21.666969295493313,23.612048452517147,23.6120484525173,Error,Error,Error,4.931088310250757,5.351677505767455,5.097103996571255
16.425530288502177,17.98753514770164,17.98753514770443,9.704060527839234,7.690286020676764,7.6902860206766706,0.0,0.0,0.0
22.77720450672982,27.678156572813364,27.547260665121076,Error,Error,Error,4.755572847386009,7.757527873776479,6.28639725413926
21.21519964753046,24.839013335865356,24.766801362455503,Error,Error,Error,6.317577706585654,9.109118787501151,6.286397254139266
21.6669692954932,23.148022101587088,23.041008834536196,Error,Error,Error,5.097103996571997,8.1085650505656,5.097103996572121
22.856262553060937,25.63404932078342,24.63087589146184,Error,Error,Error,3.369083451051357,6.65608289809896,4.162384248200963
24.26015131959883,31.272358576364734,30.937558011137902,5.906386491005833e-14,Error,3.637090628672013e-13,0.0,5.024629667588122,0.0
22.118738943456254,22.118738943456293,22.11873894345634,Error,Error,Error,5.382857958213658,7.252297454956972,7.221117002511112
9.252290879876304,10.128432880554268,10.128432880554278,2.838255756757199,2.838255756757648,2.8382557567572064,0.0,0.0,0.0
22.49145054508834,26.216229463856365,25.756646240709486,Error,Error,Error,5.128284449017869,8.183879584627373,5.097103996571546
26.97076920737595,28.69360747619831,27.629234770651458,Error,Error,Error,6.286397254139816,6.738166902102908,6.28639725413977
26.067229911450166,29.61364568526416,28.92006481760562,Error,Error,Error,3.820853099014353,6.613546348479634,4.1623842482011355
22.570508591419202,23.50951766697864,23.15964646887509,Error,Error,Error,4.50671595753569,5.351677505768629,5.097103996573232
27.678261115866643,32.032618244143194,31.84172581640961,Error,Error,Error,5.636020126578263,7.7573501164990315,6.266165083842479
24.053455404287593,28.756323851413143,28.684111878006377,Error,Error,Error,5.38285795821382,8.292235803076391,5.804350245058294
24.956994700213436,27.242280519893093,27.14960883763333,Error,Error,Error,3.369083451051404,6.494899440283296,3.978163089979469
18.201428427908425,20.383885796124563,20.38388579612461,Error,Error,Error,4.162384248200366,5.097103996572395,4.1623842482008415
31.371029823332705,35.274017736812254,34.235840780312465,Error,Error,Error,3.978163089978841,8.726897186578018,5.128284449016287
26.51899955941285,31.988164655803722,31.5748096794471,Error,Error,Error,3.9781630899787075,8.023689527792108,5.097103996571628
22.15905959331684,25.332551150718146,25.340370462327762,Error,Error,Error,7.104127661407608,9.946328275730458,8.223068568001448
24.505225052250566,27.93735296856676,27.93735296856677,Error,Error,Error,6.06300419738932,6.03182374494347,6.286397254139328
22.856262553061086,24.79673796115238,24.796737961152242,Error,Error,Error,4.970974458053163,6.317577706585251,6.28639725413931
20.390718397936286,24.242428733910888,24.215843281709496,Error,Error,Error,4.558376708619225,7.429619188653578,5.097103996571297
15.538688134016013,22.14991939590682,18.859893991184325,Error,Error,Error,5.548873644534982,5.7304470913346,6.286397254140159
27.17746512268628,32.09185629149567,29.773180391029854,Error,Error,Error,3.369083451051365,8.735244267821558,3.8208530990083505
22.491450545087822,26.48130056988562,26.481300569885466,Error,Error,Error,6.317577706585328,6.2863972541393505,6.286397254139326
17.394346548516012,19.40812105567852,19.408121055678546,0.0,1.5543122344752192e-13,1.3988810110276972e-13,0.0,0.0,0.0
21.21519964753049,28.947406662001647,22.65330746703393,Error,Error,Error,4.614153896163469,8.10856505056513,5.0971039965715335
21.215199647530874,24.191876142530475,23.36240165983195,Error,Error,Error,3.978163089978745,6.494899440282344,3.978163089977837
21.666969295493345,24.948852431844706,24.609582062443078,Error,Error,Error,3.978163089978782,6.494899440282126,3.978163089978888
21.215199647530746,25.91083727877904,26.038623281696488,Error,Error,Error,6.063004197389339,9.07446525138227,6.286397254139052
13.976683274816553,14.801164524410865,14.80116452441094,Error,Error,Error,5.351677505768077,5.097103996571409,5.097103996571727
27.42253885533876,28.34277065972918,27.645748609594435,Error,Error,Error,6.3175777065855545,6.317577706586134,6.317577706586111
12.542316284596385,13.867010282066289,13.867010282066552,3.5757793663619815,1.759200997966949,1.7592009979662837,0.0,0.0,0.0
21.4218955628409,28.287700333923034,28.287700333922785,6.865804771082108,4.818367926873179e-13,6.341593916658894e-13,0.0,0.0,0.0
16.569865298921282,21.42189556284066,21.42189556284146,6.865804771082102,5.719869022868806e-13,3.979039320256561e-13,0.0,0.0,0.0
16.569865298921336,21.421895562840692,21.4218955628423,6.8658047710821375,5.377920331284258e-13,5.31574784190525e-13,0.0,0.0,0.0
19.40812105567851,25.02100570695189,24.26015131959771,Error,Error,Error,9.70406052783897,12.215308833957767,9.704060527839518
24.13251345061884,22.118738943456272,22.11873894345652,Error,Error,Error,5.58005409698087,6.317577706585577,6.031823744943678
22.777204506730328,27.54726066512152,26.899610754703183,Error,Error,Error,6.286397254139729,10.640489469236098,6.317577706585191
26.0672299114501,29.613645685264544,28.92006481760572,Error,Error,Error,3.978163089979006,6.494899440282717,3.9781630899785148
23.053458691828006,25.400947485275697,25.400947485275918,Error,Error,Error,5.312505607239228,5.35167750576793,5.097103996571668
18.376943890773287,20.877246143058336,20.50866433160149,Error,Error,Error,3.9781630899787914,6.494899440282699,3.978163089978608
19.69387501732021,22.91060132296958,22.532130774077565,4.973799150320701e-14,2.3314683517128287e-13,2.020605904817785e-13,0.0,0.0,0.0
13.976683274816846,14.80116452441144,14.801164524411584,Error,Error,Error,4.30380319942324,5.097103996572292,5.097103996572249
28.453716020243952,34.737981737497854,34.6582332150428,Error,Error,Error,6.031823744943557,9.907880771495654,6.966543493315825
33.30574628416409,40.16692580302424,38.17829645214265,Error,Error,Error,3.461800038301549,10.66046095211319,4.686632403499865
24.0534554042876,27.62923477064911,27.62923477064932,Error,Error,Error,6.769347354548509,7.252297454956291,7.221117002510804
22.118738943456403,23.382040435312092,23.382040435313204,Error,Error,Error,5.097103996571929,5.097103996572886,5.272619459437714
23.347546749186517,28.401620162712454,27.98233317164477,Error,Error,Error,1.801270573959018,5.635160054395338,1.8785796941584905
25.449084998036987,26.988952126907428,26.616133913218572,Error,Error,Error,5.757524412875316,6.093704099808095,4.45009306287367
16.569865298921325,21.42189556284087,21.421895562840437,6.865804771082127,6.80788758700146e-13,5.284661597215745e-13,0.0,0.0,0.0
12.542316284596438,13.867010282066104,13.867010282066218,3.575779366361979,1.7592009979664562,1.7592009979662075,0.0,0.0,0.0
22.777204506729884,27.06491645828094,26.239829315118158,Error,Error,Error,3.8208530990144527,8.543072051061891,5.097103996571674
24.26015131959804,31.042291384953568,31.272358576364702,Error,Error,Error,9.704060527839015,11.346354329574988,9.70406052783885
18.583639806083745,22.983900422039913,22.983900422040033,3.575779366361971,1.7592009979674075,1.7592009979666319,0.0,0.0,0.0
16.814939031574035,19.3552774873992,19.35527748739922,Error,Error,Error,6.286397254139676,6.28639725413953,6.28639725413958
22.1187389434563,23.829159256209806,23.82915925621035,Error,Error,Error,4.931088310250727,6.063004197389078,6.286397254139356
22.777204506729962,25.288452812848238,24.786353761670362,Error,Error,Error,5.097103996572246,8.108565050566577,5.097103996571702
21.666969295493423,25.286362510109914,25.28636251011052,Error,Error,Error,5.097103996572081,5.097103996571972,5.097103996572215
19.280483186699332,18.20142842790851,18.20142842790872,Error,Error,Error,4.162384248200532,5.097103996575575,5.097103996572706
21.666969295493335,23.61204845251722,23.61204845251719,Error,Error,Error,4.931088310250788,5.097103996571344,5.097103996571279
12.542316284596398,13.102615238311182,13.102615238310877,1.554312234475219e-14,7.491784970170556e-13,2.1760371282653068e-13,0.0,0.0,0.0
29.357255316170146,35.274017736813995,34.23584078031504,Error,Error,Error,3.9781630899787386,8.677841430634249,5.128284449018152
22.118738943456513,25.928147398194948,25.424923114608426,Error,Error,Error,3.978163089978897,8.141938176949429,5.097103996571571
22.118738943455774,22.11873894345619,22.118738943456282,Error,Error,Error,5.097103996571811,6.317577706584824,6.286397254139247
24.505225052250605,27.937352968566504,27.93735296856656,Error,Error,Error,6.317577706585434,6.31757770658497,6.286397254138759
21.21519964753044,25.615460263487307,25.615460263486884,Error,Error,Error,6.769347354548502,7.221117002511802,7.2211170025117895
22.94322019305113,26.860530708598983,26.86053070859913,Error,Error,Error,6.317577706585521,6.286397254139577,6.286397254140205
24.50522505225059,29.059319399455728,28.900203993828157,Error,Error,Error,5.3828579582134175,9.692479160827617,6.836333511661445
19.2804831866993,21.833491329241593,21.833491329241518,Error,Error,Error,6.317577706585549,6.286397254140056,6.286397254139388
24.132513450618987,26.860530708598954,26.860530708600272,Error,Error,Error,5.097103996572056,5.097103996571649,5.272619459436864
19.408121055678468,21.637297173508465,21.637297173508678,3.730349362740526e-14,1.305622276959184e-13,1.9584334154387761e-13,0.0,0.0,0.0
21.666969295493484,23.14802210158613,23.041008834534928,Error,Error,Error,5.09710399657215,8.108565050564765,5.0971039965705485
18.376943890773283,21.5009536091722,21.500953609172257,Error,Error,Error,6.738166902102883,7.221117002511525,7.221117002511457
22.118738943456346,25.606466834370494,25.60646683437091,Error,Error,Error,5.0971039965719935,6.0630041973892395,6.28639725414
26.067229911449985,29.61364568526421,28.92006481760575,Error,Error,Error,3.9781630899789207,8.108565050565602,4.88170238590498
22.777204506729777,26.564703710405823,26.239829315117987,Error,Error,Error,5.548873644534939,9.29157004029328,5.878783039167236
24.053455404287526,28.453716020244215,28.45371602024411,Error,Error,Error,10.313946268464605,11.262324557755939,11.262324557755607
26.067229911455613,30.247449965413033,30.283587426046488,Error,Error,Error,4.931088310250822,7.021736831786507,5.097103996572056
21.66696929549346,23.148022101587003,23.041008834535873,Error,Error,Error,3.9781630899789375,6.494899440282497,3.978163089978496
18.37694389077319,21.603623907372295,21.447492781357536,Error,Error,Error,5.097103996572003,6.621627934906669,5.351677505767803
26.970769207375664,29.66165109974851,29.661651099747978,Error,Error,Error,5.097103996571844,6.317577706585664,6.286397254139853
21.421895562840934,26.273925826760273,26.27392582676038,4.04121180963557e-14,3.823608096809039e-13,4.880540416252188e-13,0.0,0.0,0.0
19.408121055678425,20.97012591487787,20.97012591487785,2.7977620220553945e-14,3.6060043839825084e-13,4.4142467459096224e-13,0.0,0.0,0.0
19.408121055678475,20.970125914878,20.970125914878707,3.5757793663620174,3.170796958329447e-13,2.7355895326763857e-13,0.0,0.0,0.0
24.26015131959811,24.0835452190167,23.83147058771521,2.4868995751603507e-14,Error,2.1449508835758024e-13,0.0,1.5242152059109224,0.0
13.976683274816585,14.8011645244109,14.80116452441086,Error,Error,Error,4.303803199422981,5.097103996571304,5.097103996571226
26.518999559413082,28.72182793697449,28.382557567572356,Error,Error,Error,3.5263934420158325,5.805818930590455,3.7417950526836403
28.453716020244265,34.73798173749812,34.65823321504396,Error,Error,Error,6.031823744943814,10.122339557729012,7.221117002512529
22.1187389434563,24.22756825750356,24.22756825750425,Error,Error,Error,5.097103996571916,5.351677505768409,5.351677505768649
22.11873894345635,29.12515458992583,29.125154589922488,Error,Error,Error,4.506715957535808,5.623852619873456,5.692684221724807
16.8149390315737,18.109395401031865,18.10939540103128,Error,Error,Error,4.55837670861904,5.097103996571143,5.097103996570819
18.376943890773212,21.60362390737247,21.447492781357617,Error,Error,Error,4.558376708619117,6.793923780342897,4.558376708618793
26.89171116104458,32.37443029554457,31.8614385864067,Error,Error,Error,5.128284449010362,8.108565050566057,4.912882838350768
26.518999559413075,30.837286069842108,30.7138241619273,Error,Error,Error,2.917313803088414,8.879579278245135,4.009343542425226
28.905485668207245,35.08023669483453,34.55214795422786,Error,Error,Error,4.614153896163369,9.380710929264344,5.398225692158958
21.666969295493313,25.286362510109324,25.286362510109317,Error,Error,Error,4.931088310250825,5.097103996571537,5.097103996568882
21.215199647530376,24.839013335864426,24.766801362453688,Error,Error,Error,4.303803199422909,7.39636496933931,5.097103996562615
26.970769207376005,27.154021135823594,24.26015131959784,Error,Error,2.673417043297377e-13,4.614153896163439,2.6612055580924725,0.0
22.777204506728637,27.629234770649106,27.62923477064938,Error,Error,Error,10.313946268464452,11.26232455775488,11.262324557754615
22.118738943456464,25.62205936270489,23.704634526338786,Error,Error,Error,3.9781630899788287,5.160070795031563,3.3690834510521404
17.394346548515998,20.970125914878093,20.970125914878125,3.5757793663619006,0.0,7.149836278586008e-14,0.0,0.0,0.0
21.666969295493317,25.286362510109647,25.286362510110145,Error,Error,Error,5.097103996572063,5.351677505766448,5.351677505768425
21.21519964753044,24.107108534783293,23.92581753530835,Error,Error,Error,5.0971039965720255,6.993038421293301,5.3516775057682935
26.06722991145055,29.60464902054091,29.234891522996456,Error,Error,Error,5.097103996572056,7.427812917822975,4.1623842482014615
22.246376812435624,27.147328878519648,27.016432970827342,1.305622276959184e-13,Error,2.26929586233382e-13,0.0,2.8959330322331196,0.0
26.067229911450067,30.247449965414077,30.28358742604922,Error,Error,Error,5.097103996572016,7.342096239947637,5.272619459439146
24.50522505225054,28.72182793697339,28.382557567571595,Error,Error,Error,3.978163089978748,7.650452065063276,5.097103996572171
19.408121055678503,24.714728770119265,24.97539455383485,5.222489107836736e-13,Error,4.04121180963557e-13,0.0,2.7547327040844456,0.0
22.15941917244585,24.597566032323535,25.0835655773458,9.325873406851315e-15,2.859934511434403e-13,2.26929586233382e-13,0.0,0.0,0.0
22.11873894345632,23.829159256210428,23.829159256210417,Error,Error,Error,5.097103996572038,6.063004197389712,6.031823744944278
23.680743802655858,28.21518915067483,27.801834174317623,Error,Error,Error,5.128284449017108,8.108565050564875,5.097103996571245
14.556090791758887,17.827381838080825,17.394346548516975,2.424727085781342e-13,Error,2.3003821070233244e-13,0.0,2.780364369486297,0.0
26.06722991144994,29.613645685264338,28.920064817605923,Error,Error,Error,4.429932737943107,6.613546348479687,4.162384248201159
30.664686666173722,31.759349012254113,31.75934901225445,Error,Error,Error,11.6474826840275,11.306583850778404,11.095202533128695
22.777204506729383,27.85131869895922,27.601735648211445,Error,Error,Error,6.031823744943697,9.795190990136991,7.562648151697193
14.556090791758878,18.85187185619835,18.851871856198223,5.906386491005833e-14,2.828848266744899e-13,3.668176873361517e-13,0.0,0.0,0.0
27.62923477064909,29.452505866533315,29.005041519972544,Error,Error,Error,3.4952129895701516,8.735244267824845,3.9781630899783407
26.06722991145012,29.6046490205384,29.234891522994843,Error,Error,Error,4.162384248200462,8.51984265715826,5.097103996572426
18.37694389077324,21.50095360917155,21.500953609171464,Error,Error,Error,6.738166902102686,7.221117002510935,7.221117002510602
26.51899955941309,30.525556680969927,30.228206430914902,Error,Error,Error,3.9781630899788225,6.655089497118247,3.978163089979668
16.814939031573996,18.109395401031126,18.10939540102852,Error,Error,Error,4.558376708618957,5.09710399656772,5.09710399656265
22.77720450672981,27.851318698958575,27.60173564821191,Error,Error,Error,4.7555728473856895,8.058571724440778,6.000643292489605
23.68074380265594,24.804517421425395,24.465247052023976,Error,Error,Error,3.3690834510514787,6.494899440282777,3.978163089979186
26.06722991144994,30.640089931074712,29.889736104326026,Error,Error,Error,2.917313803088439,6.973728837700445,2.917313803087979
7.690286020676772,8.250584974391373,8.250584974391218,4.852030263919618,3.5757793663626343,3.5757793663650874,0.0,0.0,0.0
12.54231628459639,13.102615238310811,13.102615238310758,9.325873406851315e-15,6.341593916658894e-13,1.234123914173324e-12,0.0,0.0,0.0
20.8424880458987,23.118735655915753,23.118735655915863,Error,Error,Error,5.097103996572143,5.0971039965717075,5.272619459436512
18.376943890773305,21.587911249159635,21.5879112491566,Error,Error,Error,6.382548428707608,7.120072038311989,7.562648151697323
28.45371602024419,33.27811886717536,32.87641007328268,Error,Error,Error,4.162384248200404,8.18181796848649,5.3516775057683255
21.6669692954934,23.148022101587223,23.041008834536147,Error,Error,Error,3.9781630899788536,6.4948994402826425,3.9781630899790774
19.732252834662287,36.67482973521991,22.118738943457043,Error,Error,Error,4.162384248200414,4.162384248200471,4.162384248200952
11.717835035001709,14.358894652992149,14.358894652991708,6.865804771082118,3.431444355943234,3.431444355943155,0.0,0.0,0.0
23.435670070003617,28.28770033392249,28.28770033392206,1.554312234475219e-14,7.149836278586008e-13,6.901146321069973e-13,0.0,0.0,0.0
