Trial,PCM,式1の解の中心の総和,式10の解に対するt_L,式10の解に対するt_U,式1の最適値,式10の最適値,式10の最適値とt_Lの積,式10の最適値とt_Uの積,式2の最適値,式20の最適値,式20のt,,,,,式(1)の最適値が式(10)の最適値のt_L倍より小さい,式(1)の最適値が式(10)の最適値のt_L倍より大きい
307,1,0.916666667,0.966666667,1.035714286,0.333333333,0.344827586,0.333333333,0.357142857,,,,,,,,FALSE,307
307,2,0.946969697,1,1,0.287878788,0.287878788,0.287878788,0.287878788,,,,,,,,FALSE,307
307,3,1,1,1,0.383141762,0.383141762,0.383141762,0.383141762,0.635666269,0.749302505,0.970687829,,,,,FALSE,307
308,1,0.902298851,0.987179487,1.013157895,0.333333333,0.337662338,0.333333333,0.342105263,,,,,,,,FALSE,308
308,2,0.980952381,0.980952381,1.01980198,0.323809524,0.330097087,0.323809524,0.336633663,,,,,,,,FALSE,308
308,3,1,1,1,0.223776224,0.223776224,0.223776224,0.223776224,0.523143063,0.594405289,1.021609293,,,,,FALSE,308
309,1,0.96969697,1,1,0.303030303,0.307692308,0.307692308,0.307692308,,,,,,,,309,FALSE
309,2,0.988888889,0.988888889,1.011363636,0.288888889,0.292134831,0.288888889,0.295454545,,,,,,,,FALSE,309
309,3,1,1,1,0.285714286,0.285714286,0.285714286,0.285714286,0.625684958,0.64152485,1.017018051,,,,,FALSE,309
312,1,0.976190476,1,1,0.238095238,0.238095238,0.238095238,0.238095238,,,,,,,,FALSE,312
312,2,0.920042644,0.983516484,1.017045455,0.33901919,0.346368715,0.340659341,0.352272727,,,,,,,,312,FALSE
312,3,0.971428571,1,1,0.228571429,0.228571429,0.228571429,0.228571429,0.459839989,0.558607673,0.95371182,,,,,FALSE,312
316,1,0.982608696,0.982608696,1.018018018,0.295652174,0.300884956,0.295652174,0.306306306,,,,,,,,FALSE,316
316,2,0.96875,1,1,0.3125,0.321428571,0.321428571,0.321428571,,,,,,,,316,FALSE
316,3,0.956521739,0.956521739,1.047619048,0.260869565,0.272727273,0.260869565,0.285714286,0.586953273,0.606365698,1.017779514,,,,,FALSE,316
317,1,0.985714286,1,1,0.2,0.2,0.2,0.2,,,,,,,,FALSE,317
317,2,0.932954545,1,1,0.338636364,0.347826087,0.347826087,0.347826087,,,,,,,,317,FALSE
317,3,0.936363636,1,1,0.331818182,0.347826087,0.347826087,0.347826087,0.445454535,0.510474195,0.992156773,,,,,317,FALSE
318,1,0.922885572,0.987179487,1.013157895,0.333333333,0.337662338,0.333333333,0.342105263,,,,,,,,FALSE,318
318,2,0.96875,1,1,0.2125,0.2125,0.2125,0.2125,,,,,,,,FALSE,318
318,3,0.967391304,1,1,0.239130435,0.243902439,0.243902439,0.243902439,0.511412956,0.575410086,0.933067106,,,,,318,FALSE
319,1,1,1,1,0.179487179,0.179487179,0.179487179,0.179487179,,,,,,,,FALSE,319
319,2,0.972222222,1,1,0.203703704,0.208333333,0.208333333,0.208333333,,,,,,,,319,FALSE
319,3,0.954022989,0.985294118,1.015151515,0.32183908,0.328358209,0.323529412,0.333333333,0.470281236,0.485199467,1.004497909,,,,,319,FALSE
321,1,1,1,1,0.196078431,0.196078431,0.196078431,0.196078431,,,,,,,,FALSE,321
321,2,0.97515528,0.97515528,1.026143791,0.310559006,0.318471338,0.310559006,0.326797386,,,,,,,,FALSE,321
321,3,0.974358974,0.974358974,1.027027027,0.205128205,0.210526316,0.205128205,0.216216216,0.59571099,0.595711083,1.045024692,,,,,FALSE,321
322,1,0.97826087,1,1,0.173913043,0.173913043,0.173913043,0.173913043,,,,,,,,FALSE,322
322,2,0.980769231,0.980769231,1.02,0.192307692,0.196078431,0.192307692,0.2,,,,,,,,FALSE,322
322,3,1,1,1,0.16,0.16,0.16,0.16,0.356655399,0.386086726,0.976230954,,,,,FALSE,322
323,1,0.964285714,1,1,0.214285714,0.214285714,0.214285714,0.214285714,,,,,,,,FALSE,323
323,2,1,1,1,0.148148148,0.148148148,0.148148148,0.148148148,,,,,,,,FALSE,323
323,3,0.971428571,1,1,0.207142857,0.207142857,0.207142857,0.207142857,0.417063458,0.44563485,1.004184103,,,,,FALSE,323
325,1,1,1,1,0.186666667,0.186666667,0.186666667,0.186666667,,,,,,,,FALSE,325
325,2,1,1,1,0.25,0.25,0.25,0.25,,,,,,,,FALSE,325
325,3,0.97826087,0.97826087,1.022727273,0.304347826,0.311111111,0.304347826,0.318181818,0.430941525,0.430941867,1.01474324,,,,,FALSE,325
326,1,1,1,1,0.206349206,0.206349206,0.206349206,0.206349206,,,,,,,,FALSE,326
326,2,1,1,1,0.215189873,0.215189873,0.215189873,0.215189873,,,,,,,,FALSE,326
326,3,0.988095238,1,1,0.261904762,0.261904762,0.261904762,0.261904762,0.448864553,0.460769451,1.001786402,,,,,FALSE,326
327,1,0.971428571,1,1,0.228571429,0.228571429,0.228571429,0.228571429,,,,,,,,FALSE,327
327,2,0.987804878,1,1,0.317073171,0.32,0.32,0.32,,,,,,,,327,FALSE
327,3,0.979166667,0.979166667,1.02173913,0.291666667,0.29787234,0.291666667,0.304347826,0.600086982,0.613571257,0.971884733,,,,,FALSE,327
329,1,0.992307692,0.992307692,1.0078125,0.169230769,0.170542636,0.169230769,0.171875,,,,,,,,FALSE,329
329,2,0.975,1,1,0.2,0.2,0.2,0.2,,,,,,,,FALSE,329
329,3,0.958333333,0.958333333,1.045454545,0.283333333,0.295652174,0.283333333,0.309090909,0.536538362,0.562820271,1.008403255,,,,,FALSE,329
333,1,0.902298851,0.987179487,1.013157895,0.333333333,0.337662338,0.333333333,0.342105263,,,,,,,,FALSE,333
333,2,1,1,1,0.186666667,0.186666667,0.186666667,0.186666667,,,,,,,,FALSE,333
333,3,1,1,1,0.229166667,0.229166667,0.229166667,0.229166667,0.590833225,0.785704835,0.985595159,,,,,FALSE,333
336,1,0.983870968,0.983870968,1.016666667,0.161290323,0.163934426,0.161290323,0.166666667,,,,,,,,FALSE,336
336,2,0.97826087,1,1,0.173913043,0.173913043,0.173913043,0.173913043,,,,,,,,FALSE,336
336,3,1,1,1,0.257575758,0.257575758,0.257575758,0.257575758,0.476454496,0.495388557,0.97152005,,,,,FALSE,336
338,1,0.97826087,0.97826087,1.022727273,0.304347826,0.311111111,0.304347826,0.318181818,,,,,,,,FALSE,338
338,2,1,1,1,0.179487179,0.179487179,0.179487179,0.179487179,,,,,,,,FALSE,338
338,3,0.970588235,1,1,0.37254902,0.37254902,0.37254902,0.37254902,0.632139401,0.637254946,0.999622854,,,,,FALSE,338
344,1,0.902298851,0.987179487,1.013157895,0.333333333,0.337662338,0.333333333,0.342105263,,,,,,,,FALSE,344
344,2,0.919354839,0.97826087,1.022727273,0.376344086,0.4,0.391304348,0.409090909,,,,,,,,344,FALSE
344,3,0.979166667,0.979166667,1.02173913,0.291666667,0.29787234,0.291666667,0.304347826,0.494623258,0.615384333,0.993355539,,,,,FALSE,344
347,1,1,1,1,0.233766234,0.233766234,0.233766234,0.233766234,,,,,,,,FALSE,347
347,2,0.980519481,1,1,0.220779221,0.220779221,0.220779221,0.220779221,,,,,,,,FALSE,347
347,3,1,1,1,0.169934641,0.169934641,0.169934641,0.169934641,0.532467447,0.538960978,0.976319228,,,,,FALSE,347
348,1,0.914035088,0.993333333,1.006756757,0.38245614,0.416107383,0.413333333,0.418918919,,,,,,,,348,FALSE
348,2,1,1,1,0.187192118,0.187192118,0.187192118,0.187192118,,,,,,,,FALSE,348
348,3,1,1,1,0.179487179,0.179487179,0.179487179,0.179487179,0.60731202,0.744572294,0.98886832,,,,,FALSE,348
351,1,0.914035088,0.993333333,1.006756757,0.38245614,0.416107383,0.413333333,0.418918919,,,,,,,,351,FALSE
351,2,0.921052632,1,1,0.368421053,0.4,0.4,0.4,,,,,,,,351,FALSE
351,3,0.988888889,0.988888889,1.011363636,0.288888889,0.292134831,0.288888889,0.295454545,0.571929693,0.645044656,0.978835735,,,,,FALSE,351
352,1,0.982142857,1,1,0.25,0.25,0.25,0.25,,,,,,,,FALSE,352
352,2,0.95,1,1,0.3,0.3125,0.3125,0.3125,,,,,,,,352,FALSE
352,3,0.976190476,1,1,0.238095238,0.238095238,0.238095238,0.238095238,0.42857121,0.540178222,0.984615458,,,,,FALSE,352
353,1,1,1,1,0.206349206,0.206349206,0.206349206,0.206349206,,,,,,,,FALSE,353
353,2,0.96875,1,1,0.2125,0.2125,0.2125,0.2125,,,,,,,,FALSE,353
353,3,0.96875,0.96875,1.033333333,0.3125,0.322580645,0.3125,0.333333333,0.461309393,0.470684446,0.99474505,,,,,FALSE,353
357,1,0.993333333,0.993333333,1.006756757,0.28,0.281879195,0.28,0.283783784,,,,,,,,FALSE,357
357,2,0.932954545,1,1,0.338636364,0.347826087,0.347826087,0.347826087,,,,,,,,357,FALSE
357,3,0.984615385,1,1,0.184615385,0.18579235,0.18579235,0.18579235,0.53956818,0.562647086,0.96703577,,,,,357,FALSE
358,1,0.97826087,0.97826087,1.022727273,0.217391304,0.222222222,0.217391304,0.227272727,,,,,,,,FALSE,358
358,2,0.976190476,1,1,0.238095238,0.238095238,0.238095238,0.238095238,,,,,,,,FALSE,358
358,3,0.902298851,0.987179487,1.013157895,0.333333333,0.337662338,0.333333333,0.342105263,0.507246307,0.618888103,1.030357726,,,,,FALSE,358
359,1,0.97515528,1,1,0.180124224,0.180124224,0.180124224,0.180124224,,,,,,,,FALSE,359
359,2,0.98,1,1,0.19,0.19,0.19,0.19,,,,,,,,FALSE,359
359,3,0.962962963,0.970588235,1.03125,0.37037037,0.383838384,0.37254902,0.395833333,0.558787533,0.602768758,0.97057379,,,,,359,FALSE
361,1,1,1,1,0.206349206,0.206349206,0.206349206,0.206349206,,,,,,,,FALSE,361
361,2,1,1,1,0.194444444,0.194444444,0.194444444,0.194444444,,,,,,,,FALSE,361
361,3,0.974358974,1,1,0.205128205,0.208494208,0.208494208,0.208494208,0.455128133,0.489382095,0.983233101,,,,,361,FALSE
364,1,0.927230047,0.941666667,1.066037736,0.314553991,0.336283186,0.316666667,0.358490566,,,,,,,,364,FALSE
364,2,0.971544715,1,1,0.349593496,0.35862069,0.35862069,0.35862069,,,,,,,,364,FALSE
364,3,0.942307692,0.982758621,1.017857143,0.307692308,0.315789474,0.310344828,0.321428571,0.56670056,0.606896244,0.979729649,,,,,364,FALSE
365,1,1,1,1,0.207692308,0.207692308,0.207692308,0.207692308,,,,,,,,FALSE,365
365,2,0.96969697,1,1,0.303030303,0.307692308,0.307692308,0.307692308,,,,,,,,365,FALSE
365,3,0.982608696,0.982608696,1.018018018,0.295652174,0.300884956,0.295652174,0.306306306,0.567176148,0.573076572,0.993237346,,,,,FALSE,365
366,1,0.96039604,1,1,0.277227723,0.283870968,0.283870968,0.283870968,,,,,,,,366,FALSE
366,2,0.958333333,1,1,0.283333333,0.294736842,0.294736842,0.294736842,,,,,,,,366,FALSE
366,3,0.967391304,1,1,0.239130435,0.243902439,0.243902439,0.243902439,0.536698079,0.645202202,0.967201993,,,,,366,FALSE
367,1,1,1,1,0.350626118,0.350626118,0.350626118,0.350626118,,,,,,,,FALSE,367
367,2,0.97826087,1,1,0.217391304,0.218181818,0.218181818,0.218181818,,,,,,,,367,FALSE
367,3,1,1,1,0.233766234,0.233766234,0.233766234,0.233766234,0.611739776,0.625969235,0.974061577,,,,,FALSE,367
369,1,0.960606061,0.992307692,1.0078125,0.321212121,0.325581395,0.323076923,0.328125,,,,,,,,369,FALSE
369,2,1,1,1,0.196078431,0.196078431,0.196078431,0.196078431,,,,,,,,FALSE,369
369,3,0.975,1,1,0.2,0.2,0.2,0.2,0.53342163,0.54962266,0.998794834,,,,,FALSE,369
370,1,0.979166667,0.979166667,1.02173913,0.291666667,0.29787234,0.291666667,0.304347826,,,,,,,,FALSE,370
370,2,0.965909091,1,1,0.340909091,0.340909091,0.340909091,0.340909091,,,,,,,,FALSE,370
370,3,0.992307692,1,1,0.169230769,0.169230769,0.169230769,0.169230769,0.497202697,0.497696794,0.96987391,,,,,FALSE,370
371,1,1,1,1,0.213333333,0.213333333,0.213333333,0.213333333,,,,,,,,FALSE,371
371,2,0.952380952,1,1,0.285714286,0.285714286,0.285714286,0.285714286,,,,,,,,FALSE,371
371,3,0.958333333,0.958333333,1.045454545,0.333333333,0.347826087,0.333333333,0.363636364,0.47404744,0.509761799,1.004904923,,,,,FALSE,371
373,1,0.99,1,1,0.32,0.32,0.32,0.32,,,,,,,,FALSE,373
373,2,1,1,1,0.218390805,0.218390805,0.218390805,0.218390805,,,,,,,,FALSE,373
373,3,0.976190476,1,1,0.238095238,0.238095238,0.238095238,0.238095238,0.61190433,0.642430006,0.971570845,,,,,FALSE,373
374,1,1,1,1,0.17989418,0.17989418,0.17989418,0.17989418,,,,,,,,FALSE,374
374,2,0.9875,1,1,0.175,0.175,0.175,0.175,,,,,,,,FALSE,374
374,3,0.902298851,0.987179487,1.013157895,0.333333333,0.337662338,0.333333333,0.342105263,0.408355326,0.524058507,1.000858009,,,,,FALSE,374
375,1,1,1,1,0.179487179,0.179487179,0.179487179,0.179487179,,,,,,,,FALSE,375
375,2,0.962962963,1,1,0.222222222,0.224,0.224,0.224,,,,,,,,375,FALSE
375,3,1,1,1,0.218390805,0.218390805,0.218390805,0.218390805,0.435356981,0.496986596,1.005070703,,,,,FALSE,375
377,1,1,1,1,0.181818182,0.181818182,0.181818182,0.181818182,,,,,,,,FALSE,377
377,2,0.9625,0.9625,1.040540541,0.325,0.337662338,0.325,0.351351351,,,,,,,,FALSE,377
377,3,1,1,1,0.137931034,0.137931034,0.137931034,0.137931034,0.494904985,0.505040551,1.02979526,,,,,FALSE,377
382,1,0.964285714,1,1,0.214285714,0.214285714,0.214285714,0.214285714,,,,,,,,FALSE,382
382,2,1,1,1,0.213333333,0.213333333,0.213333333,0.213333333,,,,,,,,FALSE,382
382,3,1,1,1,0.229166667,0.229166667,0.229166667,0.229166667,0.667857061,0.677857059,1.011256269,,,,,FALSE,382
383,1,0.975,1,1,0.2,0.2,0.2,0.2,,,,,,,,FALSE,383
383,2,0.976923077,1,1,0.353846154,0.35483871,0.35483871,0.35483871,,,,,,,,383,FALSE
383,3,0.962962963,0.99122807,1.008928571,0.222222222,0.230088496,0.228070175,0.232142857,0.481979514,0.527503909,0.95015336,,,,,383,FALSE
384,1,1,1,1,0.126984127,0.126984127,0.126984127,0.126984127,,,,,,,,FALSE,384
384,2,0.95,1,1,0.3,0.3125,0.3125,0.3125,,,,,,,,384,FALSE
384,3,1,1,1,0.179487179,0.179487179,0.179487179,0.179487179,0.457081537,0.542200439,1.006722111,,,,,FALSE,384
385,1,1,1,1,0.206349206,0.206349206,0.206349206,0.206349206,,,,,,,,FALSE,385
385,2,0.982608696,0.982608696,1.018018018,0.295652174,0.300884956,0.295652174,0.306306306,,,,,,,,FALSE,385
385,3,0.966666667,1,1,0.220512821,0.220512821,0.220512821,0.220512821,0.499360886,0.502595425,0.991958951,,,,,FALSE,385
388,1,0.978947368,1,1,0.252631579,0.252631579,0.252631579,0.252631579,,,,,,,,FALSE,388
388,2,0.922885572,0.976190476,1.025,0.333333333,0.341463415,0.333333333,0.35,,,,,,,,FALSE,388
388,3,0.96875,0.96875,1.033333333,0.3125,0.322580645,0.3125,0.333333333,0.609649084,0.709648961,1.023798791,,,,,FALSE,388
389,1,0.982608696,0.982608696,1.018018018,0.295652174,0.300884956,0.295652174,0.306306306,,,,,,,,FALSE,389
389,2,1,1,1,0.252873563,0.252873563,0.252873563,0.252873563,,,,,,,,FALSE,389
389,3,1,1,1,0.25,0.25,0.25,0.25,0.46489076,0.464892459,0.983352815,,,,,FALSE,389
390,1,0.958823529,1,1,0.270588235,0.276923077,0.276923077,0.276923077,,,,,,,,390,FALSE
390,2,0.965,1,1,0.23,0.232258065,0.232258065,0.232258065,,,,,,,,390,FALSE
390,3,0.9375,1,1,0.347222222,0.349206349,0.349206349,0.349206349,0.52562067,0.581149197,0.969119784,,,,,390,FALSE
391,1,0.935028249,1,1,0.333333333,0.333333333,0.333333333,0.333333333,,,,,,,,FALSE,391
391,2,0.981481481,0.981481481,1.019230769,0.185185185,0.188679245,0.185185185,0.192307692,,,,,,,,FALSE,391
391,3,0.964285714,1,1,0.214285714,0.214285714,0.214285714,0.214285714,0.481481459,0.536092112,0.945929047,,,,,FALSE,391
392,1,0.982142857,1,1,0.25,0.25,0.25,0.25,,,,,,,,FALSE,392
392,2,0.974576271,1,1,0.355932203,0.362416107,0.362416107,0.362416107,,,,,,,,392,FALSE
392,3,1,1,1,0.191570881,0.191570881,0.191570881,0.191570881,0.616368445,0.661185248,0.952018665,,,,,FALSE,392
393,1,0.982142857,1,1,0.25,0.25,0.25,0.25,,,,,,,,FALSE,393
393,2,1,1,1,0.25,0.25,0.25,0.25,,,,,,,,FALSE,393
393,3,0.979166667,0.979166667,1.02173913,0.291666667,0.29787234,0.291666667,0.304347826,0.687499946,0.69992229,0.973728995,,,,,FALSE,393
395,1,1,1,1,0.273809524,0.273809524,0.273809524,0.273809524,,,,,,,,FALSE,395
395,2,0.99,1,1,0.32,0.32,0.32,0.32,,,,,,,,FALSE,395
395,3,0.979166667,0.979166667,1.02173913,0.291666667,0.29787234,0.291666667,0.304347826,0.588094834,0.59809506,1.014247819,,,,,FALSE,395
396,1,0.97826087,1,1,0.173913043,0.173913043,0.173913043,0.173913043,,,,,,,,FALSE,396
396,2,0.989130435,0.989130435,1.011111111,0.369565217,0.373626374,0.369565217,0.377777778,,,,,,,,FALSE,396
396,3,0.920042644,0.983516484,1.017045455,0.33901919,0.346368715,0.340659341,0.352272727,0.512279428,0.638795644,1.005042006,,,,,396,FALSE
404,1,0.927230047,0.941666667,1.066037736,0.314553991,0.336283186,0.316666667,0.358490566,,,,,,,,404,FALSE
404,2,1,1,1,0.264705882,0.264705882,0.264705882,0.264705882,,,,,,,,FALSE,404
404,3,0.964285714,1,1,0.214285714,0.214285714,0.214285714,0.214285714,0.494160983,0.524509674,1.016731901,,,,,FALSE,404
405,1,1,1,1,0.259259259,0.259259259,0.259259259,0.259259259,,,,,,,,FALSE,405
405,2,1,1,1,0.206349206,0.206349206,0.206349206,0.206349206,,,,,,,,FALSE,405
405,3,0.940740741,0.97826087,1.022727273,0.385185185,0.4,0.391304348,0.409090909,0.518518402,0.532226957,1.002652518,,,,,405,FALSE
407,1,0.975,1,1,0.2,0.2,0.2,0.2,,,,,,,,FALSE,407
407,2,1,1,1,0.179487179,0.179487179,0.179487179,0.179487179,,,,,,,,FALSE,407
407,3,0.956790123,0.986842105,1.013513514,0.234567901,0.24,0.236842105,0.243243243,0.454225966,0.492931316,0.992110537,,,,,407,FALSE
409,1,0.981818182,1,1,0.218181818,0.219354839,0.219354839,0.219354839,,,,,,,,409,FALSE
409,2,1,1,1,0.17989418,0.17989418,0.17989418,0.17989418,,,,,,,,FALSE,409
409,3,1,1,1,0.141414141,0.141414141,0.141414141,0.141414141,0.496873462,0.499219439,0.99233372,,,,,FALSE,409
412,1,0.96969697,1,1,0.303030303,0.307692308,0.307692308,0.307692308,,,,,,,,412,FALSE
412,2,1,1,1,0.363636364,0.363636364,0.363636364,0.363636364,,,,,,,,FALSE,412
412,3,0.983333333,1,1,0.333333333,0.333333333,0.333333333,0.333333333,0.481817422,0.583449448,0.976887245,,,,,FALSE,412
416,1,0.942307692,0.982758621,1.017857143,0.307692308,0.315789474,0.310344828,0.321428571,,,,,,,,416,FALSE
416,2,1,1,1,0.111111111,0.111111111,0.111111111,0.111111111,,,,,,,,FALSE,416
416,3,1,1,1,0.191570881,0.191570881,0.191570881,0.191570881,0.407308844,0.458401402,1.014295659,,,,,FALSE,416
417,1,0.978947368,1,1,0.252631579,0.252631579,0.252631579,0.252631579,,,,,,,,FALSE,417
417,2,1,1,1,0.088888889,0.088888889,0.088888889,0.088888889,,,,,,,,FALSE,417
417,3,0.942307692,0.982758621,1.017857143,0.307692308,0.315789474,0.310344828,0.321428571,0.471704652,0.512196962,0.996130353,,,,,417,FALSE
418,1,0.971544715,1,1,0.349593496,0.35862069,0.35862069,0.35862069,,,,,,,,418,FALSE
418,2,0.93,1,1,0.34,0.34,0.34,0.34,,,,,,,,FALSE,418
418,3,0.976190476,1,1,0.238095238,0.238095238,0.238095238,0.238095238,0.638036979,0.679277467,0.972159966,,,,,FALSE,418
420,1,0.940740741,0.97826087,1.022727273,0.385185185,0.4,0.391304348,0.409090909,,,,,,,,420,FALSE
420,2,0.964285714,1,1,0.214285714,0.214285714,0.214285714,0.214285714,,,,,,,,FALSE,420
420,3,0.962962963,1,1,0.222222222,0.229885057,0.229885057,0.229885057,0.520634763,0.590609663,0.96461375,,,,,420,FALSE
422,1,0.922885572,0.966666667,1.035714286,0.333333333,0.344827586,0.333333333,0.357142857,,,,,,,,FALSE,422
422,2,0.96039604,1,1,0.277227723,0.283870968,0.283870968,0.283870968,,,,,,,,422,FALSE
422,3,0.935028249,1,1,0.333333333,0.333333333,0.333333333,0.333333333,0.528052727,0.641013605,0.966377191,,,,,FALSE,422
424,1,0.962962963,1,1,0.222222222,0.229885057,0.229885057,0.229885057,,,,,,,,424,FALSE
424,2,1,1,1,0.16,0.16,0.16,0.16,,,,,,,,FALSE,424
424,3,0.960606061,0.992307692,1.0078125,0.321212121,0.325581395,0.323076923,0.328125,0.52875358,0.559079648,1.034390648,,,,,424,FALSE
425,1,0.964285714,1,1,0.214285714,0.214285714,0.214285714,0.214285714,,,,,,,,FALSE,425
425,2,0.986842105,1,1,0.236842105,0.236842105,0.236842105,0.236842105,,,,,,,,FALSE,425
425,3,0.95,1,1,0.3,0.3,0.3,0.3,0.360902213,0.38721796,1.004152503,,,,,FALSE,425
427,1,1,1,1,0.206349206,0.206349206,0.206349206,0.206349206,,,,,,,,FALSE,427
427,2,1,1,1,0.213333333,0.213333333,0.213333333,0.213333333,,,,,,,,FALSE,427
427,3,1,1,1,0.310344828,0.310344828,0.310344828,0.310344828,0.506918264,0.50691839,0.953474439,,,,,FALSE,427
429,1,1,1,1,0.186666667,0.186666667,0.186666667,0.186666667,,,,,,,,FALSE,429
429,2,0.942307692,0.982758621,1.017857143,0.307692308,0.315789474,0.310344828,0.321428571,,,,,,,,429,FALSE
429,3,1,1,1,0.213333333,0.213333333,0.213333333,0.213333333,0.397435536,0.446896275,1.018735483,,,,,FALSE,429
430,1,0.963157895,1,1,0.284210526,0.290909091,0.290909091,0.290909091,,,,,,,,430,FALSE
430,2,0.989130435,0.989130435,1.011111111,0.282608696,0.285714286,0.282608696,0.288888889,,,,,,,,FALSE,430
430,3,0.976190476,1,1,0.238095238,0.238095238,0.238095238,0.238095238,0.557502379,0.614826671,0.95184141,,,,,FALSE,430
433,1,0.979166667,0.979166667,1.02173913,0.291666667,0.29787234,0.291666667,0.304347826,,,,,,,,FALSE,433
433,2,0.970588235,1,1,0.37254902,0.37254902,0.37254902,0.37254902,,,,,,,,FALSE,433
433,3,1,1,1,0.047619048,0.047619048,0.047619048,0.047619048,0.605742153,0.620448065,1.029189179,,,,,FALSE,433
434,1,0.93,1,1,0.34,0.34,0.34,0.34,,,,,,,,FALSE,434
434,2,1,1,1,0.125,0.125,0.125,0.125,,,,,,,,FALSE,434
434,3,0.977272727,0.977272727,1.023809524,0.227272727,0.23255814,0.227272727,0.238095238,0.659090854,0.679090868,0.983459993,,,,,FALSE,434
438,1,1,1,1,0.27027027,0.27027027,0.27027027,0.27027027,,,,,,,,FALSE,438
438,2,0.977966102,1,1,0.349152542,0.35483871,0.35483871,0.35483871,,,,,,,,438,FALSE
438,3,0.990909091,1,1,0.2,0.2,0.2,0.2,0.597392772,0.589973716,0.977192785,,,,,FALSE,438
439,1,0.97826087,1,1,0.217391304,0.218181818,0.218181818,0.218181818,,,,,,,,439,FALSE
439,2,1,1,1,0.179487179,0.179487179,0.179487179,0.179487179,,,,,,,,FALSE,439
439,3,0.976190476,1,1,0.238095238,0.238095238,0.238095238,0.238095238,0.531851951,0.540792446,0.985721389,,,,,FALSE,439
441,1,1,1,1,0.233766234,0.233766234,0.233766234,0.233766234,,,,,,,,FALSE,441
441,2,1,1,1,0.27027027,0.27027027,0.27027027,0.27027027,,,,,,,,FALSE,441
441,3,0.969135802,1,1,0.209876543,0.210526316,0.210526316,0.210526316,0.463844716,0.511961581,0.944290859,,,,,441,FALSE
443,1,0.942307692,0.982758621,1.017857143,0.307692308,0.315789474,0.310344828,0.321428571,,,,,,,,443,FALSE
443,2,0.970588235,1,1,0.37254902,0.37254902,0.37254902,0.37254902,,,,,,,,FALSE,443
443,3,1,1,1,0.204204204,0.204204204,0.204204204,0.204204204,0.598106899,0.614308722,0.98966301,,,,,FALSE,443
445,1,0.96969697,1,1,0.303030303,0.307692308,0.307692308,0.307692308,,,,,,,,445,FALSE
445,2,0.96875,1,1,0.2125,0.2125,0.2125,0.2125,,,,,,,,FALSE,445
445,3,0.985714286,1,1,0.2,0.2,0.2,0.2,0.529815674,0.563548676,1.004169437,,,,,FALSE,445
446,1,1,1,1,0.3,0.3,0.3,0.3,,,,,,,,FALSE,446
446,2,1,1,1,0.206896552,0.206896552,0.206896552,0.206896552,,,,,,,,FALSE,446
446,3,0.988888889,0.988888889,1.011363636,0.288888889,0.292134831,0.288888889,0.295454545,0.595976498,0.595976819,0.984441299,,,,,FALSE,446
447,1,0.964285714,1,1,0.214285714,0.214285714,0.214285714,0.214285714,,,,,,,,FALSE,447
447,2,0.955357143,0.955357143,1.049019608,0.339285714,0.355140187,0.339285714,0.37254902,,,,,,,,FALSE,447
447,3,1,1,1,0.273809524,0.273809524,0.273809524,0.273809524,0.494047394,0.494047533,1.015105774,,,,,FALSE,447
448,1,0.97826087,1,1,0.217391304,0.218181818,0.218181818,0.218181818,,,,,,,,448,FALSE
448,2,0.976190476,1,1,0.238095238,0.238095238,0.238095238,0.238095238,,,,,,,,FALSE,448
448,3,1,1,1,0.186666667,0.186666667,0.186666667,0.186666667,0.516769791,0.546579863,0.979602217,,,,,FALSE,448
449,1,0.971544715,1,1,0.349593496,0.35862069,0.35862069,0.35862069,,,,,,,,449,FALSE
449,2,1,1,1,0.194444444,0.194444444,0.194444444,0.194444444,,,,,,,,FALSE,449
449,3,1,1,1,0.205128205,0.205128205,0.205128205,0.205128205,0.510631462,0.52829338,0.97546255,,,,,FALSE,449
450,1,1,1,1,0.2,0.2,0.2,0.2,,,,,,,,FALSE,450
450,2,1,1,1,0.208955224,0.208955224,0.208955224,0.208955224,,,,,,,,FALSE,450
450,3,0.964285714,1,1,0.214285714,0.214285714,0.214285714,0.214285714,0.432089474,0.43208949,0.984621827,,,,,FALSE,450
451,1,1,1,1,0.186666667,0.186666667,0.186666667,0.186666667,,,,,,,,FALSE,451
451,2,0.97826087,1,1,0.217391304,0.218181818,0.218181818,0.218181818,,,,,,,,451,FALSE
451,3,0.964285714,1,1,0.214285714,0.214285714,0.214285714,0.214285714,0.537639497,0.549220596,0.978336937,,,,,FALSE,451
453,1,0.902298851,0.987179487,1.013157895,0.333333333,0.337662338,0.333333333,0.342105263,,,,,,,,FALSE,453
453,2,1,1,1,0.088235294,0.088235294,0.088235294,0.088235294,,,,,,,,FALSE,453
453,3,0.981481481,0.981481481,1.019230769,0.185185185,0.188679245,0.185185185,0.192307692,0.468772665,0.496229013,0.935779779,,,,,FALSE,453
456,1,0.931034483,0.96875,1.033333333,0.310344828,0.322580645,0.3125,0.333333333,,,,,,,,456,FALSE
456,2,0.930769231,0.9625,1.040540541,0.323076923,0.337662338,0.325,0.351351351,,,,,,,,456,FALSE
456,3,0.967391304,1,1,0.239130435,0.243902439,0.243902439,0.243902439,0.530941776,0.556422447,0.965614668,,,,,456,FALSE
460,1,1,1,1,0.196078431,0.196078431,0.196078431,0.196078431,,,,,,,,FALSE,460
