Trial,PCM,式1の解の中心の総和,式10の解に対するt_L,式10の解に対するt_U,式1の最適値,式10の最適値,式10の最適値とt_Lの積,式10の最適値とt_Uの積,式2の最適値,式20の最適値,式20のt,,,,,式(1)の最適値が式(10)の最適値のt_L倍より小さい,式(1)の最適値が式(10)の最適値のt_L倍より大きい
140,3,0.97826087,0.97826087,1.022727273,0.304347826,0.311111111,0.304347826,0.318181818,0.491466079,0.547917857,0.98780623,,,,,FALSE,140
143,1,0.985714286,1,1,0.257142857,0.257142857,0.257142857,0.257142857,,,,,,,,FALSE,143
143,2,1,1,1,0.111111111,0.111111111,0.111111111,0.111111111,,,,,,,,FALSE,143
143,3,1,1,1,0.205128205,0.205128205,0.205128205,0.205128205,0.672405298,0.686691009,0.981308446,,,,,FALSE,143
149,1,1,1,1,0.232804233,0.232804233,0.232804233,0.232804233,,,,,,,,FALSE,149
149,2,1,1,1,0.205128205,0.205128205,0.205128205,0.205128205,,,,,,,,FALSE,149
149,3,0.992307692,0.992307692,1.0078125,0.323076923,0.325581395,0.323076923,0.328125,0.639600306,0.64200483,0.956991149,,,,,FALSE,149
150,1,0.971544715,1,1,0.349593496,0.35862069,0.35862069,0.35862069,,,,,,,,150,FALSE
150,2,1,1,1,0.235294118,0.235294118,0.235294118,0.235294118,,,,,,,,FALSE,150
150,3,0.979166667,0.979166667,1.02173913,0.291666667,0.29787234,0.291666667,0.304347826,0.614956749,0.642038292,0.981118844,,,,,FALSE,150
151,1,0.955882353,0.9625,1.040540541,0.323529412,0.337662338,0.325,0.351351351,,,,,,,,151,FALSE
151,2,1,1,1,0.311111111,0.311111111,0.311111111,0.311111111,,,,,,,,FALSE,151
151,3,0.935028249,1,1,0.333333333,0.333333333,0.333333333,0.333333333,0.512137829,0.579999415,0.958466147,,,,,FALSE,151
154,1,1,1,1,0.213333333,0.213333333,0.213333333,0.213333333,,,,,,,,FALSE,154
154,2,0.982142857,1,1,0.25,0.25,0.25,0.25,,,,,,,,FALSE,154
154,3,1,1,1,0.347826087,0.347826087,0.347826087,0.347826087,0.60958584,0.616573427,1.069832611,,,,,FALSE,154
155,1,0.927230047,0.941666667,1.066037736,0.314553991,0.336283186,0.316666667,0.358490566,,,,,,,,155,FALSE
155,2,1,1,1,0.213333333,0.213333333,0.213333333,0.213333333,,,,,,,,FALSE,155
155,3,1,1,1,0.213333333,0.213333333,0.213333333,0.213333333,0.489295678,0.493333187,1.030927781,,,,,FALSE,155
156,1,0.992307692,1,1,0.169230769,0.169230769,0.169230769,0.169230769,,,,,,,,FALSE,156
156,2,0.964285714,1,1,0.214285714,0.214285714,0.214285714,0.214285714,,,,,,,,FALSE,156
156,3,1,1,1,0.196078431,0.196078431,0.196078431,0.196078431,0.419306151,0.434011996,0.974155819,,,,,FALSE,156
157,1,1,1,1,0.218390805,0.218390805,0.218390805,0.218390805,,,,,,,,FALSE,157
157,2,1,1,1,0.153153153,0.153153153,0.153153153,0.153153153,,,,,,,,FALSE,157
157,3,0.964285714,1,1,0.214285714,0.214285714,0.214285714,0.214285714,0.56918734,0.577808043,0.990662949,,,,,FALSE,157
161,1,1,1,1,0.17989418,0.17989418,0.17989418,0.17989418,,,,,,,,FALSE,161
161,2,0.941176471,0.983870968,1.016666667,0.352941176,0.360655738,0.35483871,0.366666667,,,,,,,,161,FALSE
161,3,1,1,1,0.275,0.275,0.275,0.275,0.606753349,0.624988804,1.003656171,,,,,FALSE,161
169,1,1,1,1,0.170940171,0.170940171,0.170940171,0.170940171,,,,,,,,FALSE,169
169,2,0.979166667,1,1,0.166666667,0.166666667,0.166666667,0.166666667,,,,,,,,FALSE,169
169,3,0.976190476,1,1,0.238095238,0.238095238,0.238095238,0.238095238,0.390949271,0.423687285,0.983636104,,,,,FALSE,169
173,1,0.992307692,0.992307692,1.0078125,0.323076923,0.325581395,0.323076923,0.328125,,,,,,,,FALSE,173
173,2,1,1,1,0.269230769,0.269230769,0.269230769,0.269230769,,,,,,,,FALSE,173
173,3,0.976190476,1,1,0.238095238,0.238095238,0.238095238,0.238095238,0.741757018,0.741757932,1.005524896,,,,,FALSE,173
174,1,0.96875,1,1,0.2125,0.2125,0.2125,0.2125,,,,,,,,FALSE,174
174,2,1,1,1,0.235294118,0.235294118,0.235294118,0.235294118,,,,,,,,FALSE,174
174,3,1,1,1,0.19047619,0.19047619,0.19047619,0.19047619,0.505567064,0.536817035,0.965492792,,,,,FALSE,174
175,1,0.980952381,0.980952381,1.01980198,0.323809524,0.330097087,0.323809524,0.336633663,,,,,,,,FALSE,175
175,2,1,1,1,0.088888889,0.088888889,0.088888889,0.088888889,,,,,,,,FALSE,175
175,3,1,1,1,0.232804233,0.232804233,0.232804233,0.232804233,0.640210667,0.649640999,0.96484621,,,,,FALSE,175
176,1,0.945,1,1,0.31,0.322981366,0.322981366,0.322981366,,,,,,,,176,FALSE
176,2,0.960606061,0.992307692,1.0078125,0.321212121,0.325581395,0.323076923,0.328125,,,,,,,,176,FALSE
176,3,0.960606061,0.992307692,1.0078125,0.321212121,0.325581395,0.323076923,0.328125,0.776665482,0.814634653,0.993539712,,,,,176,FALSE
178,1,0.927230047,0.941666667,1.066037736,0.314553991,0.336283186,0.316666667,0.358490566,,,,,,,,178,FALSE
178,2,0.96969697,1,1,0.242424242,0.242424242,0.242424242,0.242424242,,,,,,,,FALSE,178
178,3,0.962962963,0.993421053,1.006666667,0.222222222,0.225165563,0.223684211,0.226666667,0.536254468,0.545986037,0.983529359,,,,,178,FALSE
181,1,0.974576271,1,1,0.355932203,0.362416107,0.362416107,0.362416107,,,,,,,,181,FALSE
181,2,0.930769231,0.9625,1.040540541,0.323076923,0.337662338,0.325,0.351351351,,,,,,,,181,FALSE
181,3,0.9625,0.9625,1.040540541,0.325,0.337662338,0.325,0.351351351,0.606648401,0.619263434,0.951830136,,,,,FALSE,181
182,1,0.940740741,0.97826087,1.022727273,0.385185185,0.4,0.391304348,0.409090909,,,,,,,,182,FALSE
182,2,0.982608696,0.982608696,1.018018018,0.295652174,0.300884956,0.295652174,0.306306306,,,,,,,,FALSE,182
182,3,0.902298851,0.987179487,1.013157895,0.333333333,0.337662338,0.333333333,0.342105263,0.459095808,0.634095227,0.988694583,,,,,FALSE,182
183,1,0.987179487,1,1,0.179487179,0.179487179,0.179487179,0.179487179,,,,,,,,FALSE,183
183,2,1,1,1,0.266666667,0.266666667,0.266666667,0.266666667,,,,,,,,FALSE,183
183,3,1,1,1,0.307692308,0.307692308,0.307692308,0.307692308,0.551281779,0.551281926,1.009055603,,,,,FALSE,183
184,1,1,1,1,0.148148148,0.148148148,0.148148148,0.148148148,,,,,,,,FALSE,184
184,2,1,1,1,0.148148148,0.148148148,0.148148148,0.148148148,,,,,,,,FALSE,184
184,3,1,1,1,0.150943396,0.150943396,0.150943396,0.150943396,0.430468149,0.43046819,1.059215386,,,,,FALSE,184
186,1,1,1,1,0.206349206,0.206349206,0.206349206,0.206349206,,,,,,,,FALSE,186
186,2,0.976190476,1,1,0.238095238,0.238095238,0.238095238,0.238095238,,,,,,,,FALSE,186
186,3,0.979166667,1,1,0.208333333,0.208333333,0.208333333,0.208333333,0.425595193,0.437499926,1.004484315,,,,,FALSE,186
187,1,0.975,1,1,0.2,0.2,0.2,0.2,,,,,,,,FALSE,187
187,2,0.936363636,1,1,0.331818182,0.347826087,0.347826087,0.347826087,,,,,,,,187,FALSE
187,3,0.96,1,1,0.28,0.285714286,0.285714286,0.285714286,0.501818148,0.556521581,0.995670957,,,,,187,FALSE
194,1,1,1,1,0.179487179,0.179487179,0.179487179,0.179487179,,,,,,,,FALSE,194
194,2,0.977272727,1,1,0.227272727,0.227272727,0.227272727,0.227272727,,,,,,,,FALSE,194
194,3,1,1,1,0.196078431,0.196078431,0.196078431,0.196078431,0.456807804,0.470211079,0.987926946,,,,,FALSE,194
196,1,0.96969697,1,1,0.303030303,0.307692308,0.307692308,0.307692308,,,,,,,,196,FALSE
196,2,0.964285714,1,1,0.214285714,0.214285714,0.214285714,0.214285714,,,,,,,,FALSE,196
196,3,0.965,1,1,0.23,0.232258065,0.232258065,0.232258065,0.550605796,0.588177597,0.950912288,,,,,196,FALSE
198,1,0.982608696,0.982608696,1.018018018,0.295652174,0.300884956,0.295652174,0.306306306,,,,,,,,FALSE,198
198,2,1,1,1,0.347826087,0.347826087,0.347826087,0.347826087,,,,,,,,FALSE,198
198,3,0.971544715,1,1,0.349593496,0.35862069,0.35862069,0.35862069,0.659384771,0.692353574,1.019721665,,,,,198,FALSE
201,1,1,1,1,0.213333333,0.213333333,0.213333333,0.213333333,,,,,,,,FALSE,201
201,2,0.982608696,0.982608696,1.018018018,0.295652174,0.300884956,0.295652174,0.306306306,,,,,,,,FALSE,201
201,3,0.990909091,1,1,0.2,0.2,0.2,0.2,0.555413252,0.564505701,0.995083629,,,,,FALSE,201
202,1,1,1,1,0.136842105,0.136842105,0.136842105,0.136842105,,,,,,,,FALSE,202
202,2,0.962962963,0.993421053,1.006666667,0.222222222,0.225165563,0.223684211,0.226666667,,,,,,,,202,FALSE
202,3,0.94,1,1,0.28,0.290909091,0.290909091,0.290909091,0.401851709,0.491195982,1.009198745,,,,,202,FALSE
204,1,0.9625,0.9625,1.040540541,0.325,0.337662338,0.325,0.351351351,,,,,,,,FALSE,204
204,2,1,1,1,0.206349206,0.206349206,0.206349206,0.206349206,,,,,,,,FALSE,204
204,3,0.916393443,1,1,0.363934426,0.370786517,0.370786517,0.370786517,0.525819291,0.606139519,0.999699139,,,,,204,FALSE
205,1,0.976190476,1,1,0.238095238,0.238095238,0.238095238,0.238095238,,,,,,,,FALSE,205
205,2,0.979166667,0.979166667,1.02173913,0.291666667,0.29787234,0.291666667,0.304347826,,,,,,,,FALSE,205
205,3,1,1,1,0.25,0.25,0.25,0.25,0.675595184,0.682065145,0.97091528,,,,,FALSE,205
206,1,1,1,1,0.196078431,0.196078431,0.196078431,0.196078431,,,,,,,,FALSE,206
206,2,0.983516484,1,1,0.186813187,0.186813187,0.186813187,0.186813187,,,,,,,,FALSE,206
206,3,0.902298851,0.987179487,1.013157895,0.333333333,0.337662338,0.333333333,0.342105263,0.4243697,0.551820579,0.999892213,,,,,FALSE,206
207,1,1,1,1,0.264705882,0.264705882,0.264705882,0.264705882,,,,,,,,FALSE,207
207,2,0.949838188,1,1,0.25566343,0.263157895,0.263157895,0.263157895,,,,,,,,207,FALSE
207,3,1,1,1,0.252252252,0.252252252,0.252252252,0.252252252,0.614086508,0.643620936,0.99691021,,,,,FALSE,207
209,1,0.981481481,0.981481481,1.019230769,0.185185185,0.188679245,0.185185185,0.192307692,,,,,,,,FALSE,209
209,2,0.981481481,1,1,0.185185185,0.186046512,0.186046512,0.186046512,,,,,,,,209,FALSE
209,3,1,1,1,0.206349206,0.206349206,0.206349206,0.206349206,0.412698305,0.410975638,1.017974547,,,,,FALSE,209
211,1,0.958333333,0.958333333,1.045454545,0.283333333,0.295652174,0.283333333,0.309090909,,,,,,,,FALSE,211
211,2,1,1,1,0.222222222,0.222222222,0.222222222,0.222222222,,,,,,,,FALSE,211
211,3,1,1,1,0.153846154,0.153846154,0.153846154,0.153846154,0.516178171,0.516178218,0.999847401,,,,,FALSE,211
214,1,0.976923077,1,1,0.2,0.2,0.2,0.2,,,,,,,,FALSE,214
214,2,1,1,1,0.19047619,0.19047619,0.19047619,0.19047619,,,,,,,,FALSE,214
214,3,0.982142857,1,1,0.25,0.25,0.25,0.25,0.479303938,0.497161066,0.960379959,,,,,FALSE,214
215,1,1,1,1,0.222222222,0.222222222,0.222222222,0.222222222,,,,,,,,FALSE,215
215,2,0.935028249,1,1,0.333333333,0.333333333,0.333333333,0.333333333,,,,,,,,FALSE,215
215,3,1,1,1,0.187192118,0.187192118,0.187192118,0.187192118,0.593869285,0.593869657,0.956294141,,,,,FALSE,215
216,1,1,1,1,0.178217822,0.178217822,0.178217822,0.178217822,,,,,,,,FALSE,216
216,2,0.98828125,1,1,0.1796875,0.1796875,0.1796875,0.1796875,,,,,,,,FALSE,216
216,3,1,1,1,0.179487179,0.179487179,0.179487179,0.179487179,0.425490505,0.433960569,0.992928593,,,,,FALSE,216
218,1,0.977966102,1,1,0.349152542,0.35483871,0.35483871,0.35483871,,,,,,,,218,FALSE
218,2,0.920042644,0.983516484,1.017045455,0.33901919,0.346368715,0.340659341,0.352272727,,,,,,,,218,FALSE
218,3,1,1,1,0.186046512,0.186046512,0.186046512,0.186046512,0.683241012,0.76791897,0.95149412,,,,,FALSE,218
219,1,0.980769231,1,1,0.192307692,0.192307692,0.192307692,0.192307692,,,,,,,,FALSE,219
219,2,1,1,1,0.214876033,0.214876033,0.214876033,0.214876033,,,,,,,,FALSE,219
219,3,0.964285714,1,1,0.214285714,0.214285714,0.214285714,0.214285714,0.542502864,0.561733621,0.932335595,,,,,FALSE,219
222,1,0.965909091,1,1,0.340909091,0.340909091,0.340909091,0.340909091,,,,,,,,FALSE,222
222,2,0.987179487,1,1,0.333333333,0.336633663,0.336633663,0.336633663,,,,,,,,222,FALSE
222,3,0.964285714,1,1,0.214285714,0.214285714,0.214285714,0.214285714,0.588078458,0.626992978,0.979031764,,,,,FALSE,222
223,1,0.976923077,1,1,0.2,0.202764977,0.202764977,0.202764977,,,,,,,,223,FALSE
223,2,0.942307692,0.982758621,1.017857143,0.307692308,0.315789474,0.310344828,0.321428571,,,,,,,,223,FALSE
223,3,1,1,1,0.153846154,0.153846154,0.153846154,0.153846154,0.430769148,0.498847673,0.997128076,,,,,FALSE,223
224,1,1,1,1,0.137931034,0.137931034,0.137931034,0.137931034,,,,,,,,FALSE,224
224,2,0.9625,1,1,0.225,0.225,0.225,0.225,,,,,,,,FALSE,224
224,3,1,1,1,0.188034188,0.188034188,0.188034188,0.188034188,0.613600833,0.634721729,1.000661723,,,,,FALSE,224
225,1,0.965,1,1,0.23,0.232258065,0.232258065,0.232258065,,,,,,,,225,FALSE
225,2,0.99382716,1,1,0.160493827,0.161290323,0.161290323,0.161290323,,,,,,,,225,FALSE
225,3,0.962962963,0.993421053,1.006666667,0.222222222,0.225165563,0.223684211,0.226666667,0.38703689,0.439999595,1.01043022,,,,,225,FALSE
226,1,0.902298851,0.987179487,1.013157895,0.333333333,0.337662338,0.333333333,0.342105263,,,,,,,,FALSE,226
226,2,0.963768116,1,1,0.246376812,0.25,0.25,0.25,,,,,,,,226,FALSE
226,3,0.979166667,0.979166667,1.02173913,0.291666667,0.29787234,0.291666667,0.304347826,0.523550486,0.728190899,0.982710811,,,,,FALSE,226
228,1,0.97826087,1,1,0.217391304,0.218181818,0.218181818,0.218181818,,,,,,,,228,FALSE
228,2,1,1,1,0.150943396,0.150943396,0.150943396,0.150943396,,,,,,,,FALSE,228
228,3,0.987179487,1,1,0.179487179,0.179487179,0.179487179,0.179487179,0.481815113,0.48989291,1.000354234,,,,,FALSE,228
229,1,0.982608696,0.982608696,1.018018018,0.295652174,0.300884956,0.295652174,0.306306306,,,,,,,,FALSE,229
229,2,1,1,1,0.204545455,0.204545455,0.204545455,0.204545455,,,,,,,,FALSE,229
229,3,0.979166667,0.979166667,1.02173913,0.291666667,0.29787234,0.291666667,0.304347826,0.373022446,0.37302364,1.012759585,,,,,FALSE,229
233,1,0.936363636,1,1,0.272727273,0.282828283,0.282828283,0.282828283,,,,,,,,233,FALSE
233,2,0.979166667,1,1,0.208333333,0.208333333,0.208333333,0.208333333,,,,,,,,FALSE,233
233,3,0.969135802,1,1,0.209876543,0.210526316,0.210526316,0.210526316,0.501599164,0.562965018,0.997894271,,,,,233,FALSE
234,1,1,1,1,0.088235294,0.088235294,0.088235294,0.088235294,,,,,,,,FALSE,234
234,2,0.941176471,1,1,0.352941176,0.373333333,0.373333333,0.373333333,,,,,,,,234,FALSE
234,3,0.955357143,1,1,0.339285714,0.347150259,0.347150259,0.347150259,0.438549869,0.555343995,0.992891762,,,,,234,FALSE
238,1,0.960606061,0.992307692,1.0078125,0.321212121,0.325581395,0.323076923,0.328125,,,,,,,,238,FALSE
238,2,0.964285714,1,1,0.214285714,0.214285714,0.214285714,0.214285714,,,,,,,,FALSE,238
238,3,0.980769231,1,1,0.192307692,0.194285714,0.194285714,0.194285714,0.560605435,0.575274381,0.949746942,,,,,238,FALSE
240,1,0.945,1,1,0.31,0.322981366,0.322981366,0.322981366,,,,,,,,240,FALSE
240,2,0.981481481,0.981481481,1.019230769,0.185185185,0.188679245,0.185185185,0.192307692,,,,,,,,FALSE,240
240,3,1,1,1,0.285714286,0.285714286,0.285714286,0.285714286,0.574550089,0.655854406,0.942643502,,,,,FALSE,240
241,1,0.992307692,1,1,0.169230769,0.169230769,0.169230769,0.169230769,,,,,,,,FALSE,241
241,2,1,1,1,0.142857143,0.142857143,0.142857143,0.142857143,,,,,,,,FALSE,241
241,3,0.972527473,1,1,0.208791209,0.212624585,0.212624585,0.212624585,0.426373499,0.450676959,0.989968875,,,,,241,FALSE
244,1,1,1,1,0.229166667,0.229166667,0.229166667,0.229166667,,,,,,,,FALSE,244
244,2,0.942307692,0.982758621,1.017857143,0.307692308,0.315789474,0.310344828,0.321428571,,,,,,,,244,FALSE
244,3,0.971428571,1,1,0.228571429,0.228571429,0.228571429,0.228571429,0.587316689,0.613690384,0.931263857,,,,,FALSE,244
245,1,0.964285714,1,1,0.214285714,0.214285714,0.214285714,0.214285714,,,,,,,,FALSE,245
245,2,0.985714286,1,1,0.257142857,0.257142857,0.257142857,0.257142857,,,,,,,,FALSE,245
245,3,1,1,1,0.166666667,0.166666667,0.166666667,0.166666667,0.44285709,0.457142809,1.004784664,,,,,FALSE,245
246,1,0.987179487,1,1,0.333333333,0.336633663,0.336633663,0.336633663,,,,,,,,246,FALSE
246,2,0.988095238,1,1,0.261904762,0.261904762,0.261904762,0.261904762,,,,,,,,FALSE,246
246,3,0.97826087,1,1,0.173913043,0.173913043,0.173913043,0.173913043,0.616021527,0.630972764,0.969111228,,,,,FALSE,246
247,1,0.99122807,1,1,0.333333333,0.33463035,0.33463035,0.33463035,,,,,,,,247,FALSE
247,2,0.944827586,0.972222222,1.029411765,0.317241379,0.331428571,0.322222222,0.341176471,,,,,,,,247,FALSE
247,3,1,1,1,0.196078431,0.196078431,0.196078431,0.196078431,0.66332132,0.693522466,0.953305706,,,,,FALSE,247
250,1,0.965,1,1,0.23,0.232258065,0.232258065,0.232258065,,,,,,,,250,FALSE
250,2,1,1,1,0.222222222,0.222222222,0.222222222,0.222222222,,,,,,,,FALSE,250
250,3,0.958823529,1,1,0.270588235,0.276923077,0.276923077,0.276923077,0.47522866,0.539895113,0.974296575,,,,,250,FALSE
251,1,0.984375,1,1,0.21875,0.21875,0.21875,0.21875,,,,,,,,FALSE,251
251,2,0.981481481,0.981481481,1.019230769,0.185185185,0.188679245,0.185185185,0.192307692,,,,,,,,FALSE,251
251,3,1,1,1,0.260869565,0.260869565,0.260869565,0.260869565,0.474889123,0.47503381,0.981906137,,,,,FALSE,251
253,1,0.9625,0.9625,1.040540541,0.325,0.337662338,0.325,0.351351351,,,,,,,,FALSE,253
253,2,1,1,1,0.196078431,0.196078431,0.196078431,0.196078431,,,,,,,,FALSE,253
253,3,0.984848485,0.984848485,1.015625,0.212121212,0.215384615,0.212121212,0.21875,0.544251132,0.544251233,1.010879128,,,,,FALSE,253
257,1,0.979166667,0.979166667,1.02173913,0.291666667,0.29787234,0.291666667,0.304347826,,,,,,,,FALSE,257
257,2,0.969767442,1,1,0.339534884,0.339534884,0.339534884,0.339534884,,,,,,,,FALSE,257
257,3,0.992307692,0.992307692,1.0078125,0.169230769,0.170542636,0.169230769,0.171875,0.514847849,0.516768941,0.971538449,,,,,FALSE,257
258,1,1,1,1,0.196078431,0.196078431,0.196078431,0.196078431,,,,,,,,FALSE,258
258,2,0.99122807,1,1,0.333333333,0.33463035,0.33463035,0.33463035,,,,,,,,258,FALSE
258,3,0.982608696,0.982608696,1.018018018,0.295652174,0.300884956,0.295652174,0.306306306,0.606990293,0.616069645,0.976602267,,,,,FALSE,258
259,1,1,1,1,0.088888889,0.088888889,0.088888889,0.088888889,,,,,,,,FALSE,259
259,2,1,1,1,0.218390805,0.218390805,0.218390805,0.218390805,,,,,,,,FALSE,259
259,3,0.936781609,1,1,0.333333333,0.333333333,0.333333333,0.333333333,0.484291072,0.538697195,0.974607923,,,,,FALSE,259
262,1,1,1,1,0.206349206,0.206349206,0.206349206,0.206349206,,,,,,,,FALSE,262
262,2,0.96875,0.96875,1.033333333,0.3125,0.322580645,0.3125,0.333333333,,,,,,,,FALSE,262
262,3,1,1,1,0.206349206,0.206349206,0.206349206,0.206349206,0.390872897,0.390872953,1.031729819,,,,,FALSE,262
266,1,1,1,1,0.196078431,0.196078431,0.196078431,0.196078431,,,,,,,,FALSE,266
266,2,0.977966102,1,1,0.349152542,0.35483871,0.35483871,0.35483871,,,,,,,,266,FALSE
266,3,1,1,1,0.2,0.2,0.2,0.2,0.566198697,0.586633549,1.012869105,,,,,FALSE,266
267,1,1,1,1,0.141414141,0.141414141,0.141414141,0.141414141,,,,,,,,FALSE,267
267,2,0.96,1,1,0.28,0.285714286,0.285714286,0.285714286,,,,,,,,267,FALSE
267,3,0.99382716,1,1,0.160493827,0.161290323,0.161290323,0.161290323,0.443770968,0.460951202,1.026301193,,,,,267,FALSE
268,1,0.982142857,1,1,0.25,0.25,0.25,0.25,,,,,,,,FALSE,268
268,2,0.969767442,1,1,0.339534884,0.339534884,0.339534884,0.339534884,,,,,,,,FALSE,268
268,3,0.970967742,1,1,0.187096774,0.191616766,0.191616766,0.191616766,0.506028129,0.540375591,1.014241635,,,,,268,FALSE
269,1,0.980769231,1,1,0.192307692,0.192307692,0.192307692,0.192307692,,,,,,,,FALSE,269
269,2,1,1,1,0.179487179,0.179487179,0.179487179,0.179487179,,,,,,,,FALSE,269
269,3,1,1,1,0.047619048,0.047619048,0.047619048,0.047619048,0.428571384,0.440476107,1.001375534,,,,,FALSE,269
270,1,0.944067797,1,1,0.416949153,0.429708223,0.429708223,0.429708223,,,,,,,,270,FALSE
270,2,1,1,1,0.215189873,0.215189873,0.215189873,0.215189873,,,,,,,,FALSE,270
270,3,1,1,1,0.181818182,0.181818182,0.181818182,0.181818182,0.662362679,0.716514536,0.959608578,,,,,FALSE,270
271,1,0.975,1,1,0.35,0.35,0.35,0.35,,,,,,,,FALSE,271
271,2,0.97826087,0.97826087,1.022727273,0.304347826,0.311111111,0.304347826,0.318181818,,,,,,,,FALSE,271
271,3,1,1,1,0.206349206,0.206349206,0.206349206,0.206349206,0.589647896,0.603778376,0.986292986,,,,,FALSE,271
272,1,1,1,1,0.17989418,0.17989418,0.17989418,0.17989418,,,,,,,,FALSE,272
272,2,1,1,1,0.213333333,0.213333333,0.213333333,0.213333333,,,,,,,,FALSE,272
272,3,0.96875,0.96875,1.033333333,0.3125,0.322580645,0.3125,0.333333333,0.421772336,0.421772389,1.023461113,,,,,FALSE,272
280,1,0.96875,0.96875,1.033333333,0.3125,0.322580645,0.3125,0.333333333,,,,,,,,FALSE,280
280,2,0.969135802,1,1,0.209876543,0.210526316,0.210526316,0.210526316,,,,,,,,280,FALSE
280,3,0.979166667,0.979166667,1.02173913,0.291666667,0.29787234,0.291666667,0.304347826,0.445987572,0.498855731,0.966814181,,,,,FALSE,280
281,1,0.989104116,1,1,0.157384988,0.158163265,0.158163265,0.158163265,,,,,,,,281,FALSE
281,2,1,1,1,0.169934641,0.169934641,0.169934641,0.169934641,,,,,,,,FALSE,281
281,3,0.920042644,0.983516484,1.017045455,0.33901919,0.346368715,0.340659341,0.352272727,0.485327383,0.566632724,1.011531575,,,,,281,FALSE
282,1,0.963414634,1,1,0.365853659,0.378947368,0.378947368,0.378947368,,,,,,,,282,FALSE
282,2,0.984848485,1,1,0.212121212,0.212121212,0.212121212,0.212121212,,,,,,,,FALSE,282
282,3,0.979166667,0.979166667,1.02173913,0.291666667,0.29787234,0.291666667,0.304347826,0.590908778,0.637639093,0.985113138,,,,,FALSE,282
283,1,0.962962963,1,1,0.222222222,0.229885057,0.229885057,0.229885057,,,,,,,,283,FALSE
283,2,0.96969697,0.96969697,1.032258065,0.242424242,0.25,0.242424242,0.258064516,,,,,,,,FALSE,283
283,3,0.94047619,1,1,0.261904762,0.261904762,0.261904762,0.261904762,0.483886418,0.563901942,0.972779127,,,,,FALSE,283
287,1,1,1,1,0.223776224,0.223776224,0.223776224,0.223776224,,,,,,,,FALSE,287
287,2,1,1,1,0.186666667,0.186666667,0.186666667,0.186666667,,,,,,,,FALSE,287
287,3,0.958333333,0.958333333,1.045454545,0.333333333,0.347826087,0.333333333,0.363636364,0.570524318,0.5705244,1.002928142,,,,,FALSE,287
288,1,0.964285714,1,1,0.214285714,0.214285714,0.214285714,0.214285714,,,,,,,,FALSE,288
288,2,0.948275862,0.96875,1.033333333,0.310344828,0.322580645,0.3125,0.333333333,,,,,,,,288,FALSE
288,3,0.992307692,1,1,0.169230769,0.169230769,0.169230769,0.169230769,0.519363243,0.553846053,0.985559522,,,,,FALSE,288
294,1,0.975,1,1,0.25,0.25,0.25,0.25,,,,,,,,FALSE,294
294,2,0.988095238,1,1,0.261904762,0.261904762,0.261904762,0.261904762,,,,,,,,FALSE,294
294,3,1,1,1,0.213333333,0.213333333,0.213333333,0.213333333,0.498095187,0.511190413,0.997743219,,,,,FALSE,294
296,1,0.938271605,1,1,0.271604938,0.285714286,0.285714286,0.285714286,,,,,,,,296,FALSE
296,2,0.97826087,1,1,0.304347826,0.307692308,0.307692308,0.307692308,,,,,,,,296,FALSE
296,3,0.969135802,1,1,0.209876543,0.210526316,0.210526316,0.210526316,0.519591749,0.642567318,0.955512592,,,,,296,FALSE
297,1,0.975,1,1,0.35,0.35,0.35,0.35,,,,,,,,FALSE,297
297,2,0.96039604,1,1,0.277227723,0.283870968,0.283870968,0.283870968,,,,,,,,297,FALSE
297,3,0.974358974,1,1,0.205128205,0.205128205,0.205128205,0.205128205,0.609469327,0.643486236,0.961593895,,,,,FALSE,297
298,1,0.941176471,0.983870968,1.016666667,0.352941176,0.360655738,0.35483871,0.366666667,,,,,,,,298,FALSE
298,2,0.97515528,0.97515528,1.026143791,0.310559006,0.318471338,0.310559006,0.326797386,,,,,,,,FALSE,298
298,3,0.982142857,1,1,0.25,0.25,0.25,0.25,0.607690677,0.627380798,0.95292119,,,,,FALSE,298
299,1,1,1,1,0.218390805,0.218390805,0.218390805,0.218390805,,,,,,,,FALSE,299
299,2,1,1,1,0.260869565,0.260869565,0.260869565,0.260869565,,,,,,,,FALSE,299
299,3,0.96969697,1,1,0.242424242,0.242424242,0.242424242,0.242424242,0.564422236,0.594725293,0.988403314,,,,,FALSE,299
300,1,1,1,1,0.186666667,0.186666667,0.186666667,0.186666667,,,,,,,,FALSE,300
300,2,0.979166667,0.979166667,1.02173913,0.291666667,0.29787234,0.291666667,0.304347826,,,,,,,,FALSE,300
300,3,0.952380952,1,1,0.285714286,0.285714286,0.285714286,0.285714286,0.481666545,0.517380861,1.001072605,,,,,FALSE,300
302,1,0.996753247,0.996753247,1.003267974,0.188311688,0.188925081,0.188311688,0.189542484,,,,,,,,FALSE,302
302,2,0.971544715,1,1,0.349593496,0.35862069,0.35862069,0.35862069,,,,,,,,302,FALSE
302,3,0.96875,0.96875,1.033333333,0.3125,0.322580645,0.3125,0.333333333,0.623455003,0.6505371,0.991100873,,,,,FALSE,302
304,1,1,1,1,0.205128205,0.205128205,0.205128205,0.205128205,,,,,,,,FALSE,304
304,2,0.982608696,0.982608696,1.018018018,0.295652174,0.300884956,0.295652174,0.306306306,,,,,,,,FALSE,304
304,3,1,1,1,0.17989418,0.17989418,0.17989418,0.17989418,0.613939493,0.613942012,0.964594336,,,,,FALSE,304
