Trial-1_PCM-1
1.0,1.0,2.0,1.0,[0.28571428571428564, 0.28571428571428564]
0.5,0.5,1.0,1.0,[0.1428571428571428, 0.2142857142857143]
1.0,1.0,1.0,1.0,[0.21428571428571452, 0.2857142857142857]

Trial-7_PCM-1
1.0,1.0,2.0,1.0,[0.3076923076923076, 0.30769230769230765]
1.0,1.0,4.0,1.0,[0.30769230769230765, 0.30769230769230776]
0.5,0.25,1.0,1.0,[0.07692307692307698, 0.19230769230769237]
1.0,1.0,1.0,1.0,[0.19230769230769235, 0.3076923076923076]

Trial-7_PCM-2
1.0,1.0,2.0,1.0,[0.2857142857142857, 0.2857142857142857]
1.0,1.0,2.0,1.0,[0.28571428571428564, 0.28571428571428564]
0.5,0.5,1.0,1.0,[0.1428571428571428, 0.2142857142857143]
1.0,1.0,1.0,1.0,[0.21428571428571452, 0.2857142857142857]

Trial-7_PCM-3
1.0,1.0,2.0,1.0,[0.2857142857142857, 0.2857142857142857]
1.0,1.0,2.0,1.0,[0.28571428571428564, 0.28571428571428564]
0.5,0.5,1.0,1.0,[0.1428571428571428, 0.2142857142857143]
1.0,1.0,1.0,1.0,[0.21428571428571452, 0.2857142857142857]

Trial-8_PCM-1
1.0,1.0,2.0,1.0,[0.30000000000000004, 0.30000000000000004]
1.0,1.0,3.0,1.0,[0.29999999999999993, 0.29999999999999993]
0.5,0.3333333333333333,1.0,1.0,[0.10000000000000031, 0.19999999999999984]
1.0,1.0,1.0,1.0,[0.19999999999999973, 0.30000000000000004]

Trial-8_PCM-2
1.0,1.0,2.0,1.0,[0.3076923076923076, 0.30769230769230765]
1.0,1.0,4.0,1.0,[0.30769230769230765, 0.30769230769230776]
0.5,0.25,1.0,1.0,[0.07692307692307698, 0.19230769230769237]
1.0,1.0,1.0,1.0,[0.19230769230769235, 0.3076923076923076]

Trial-8_PCM-3
1.0,1.0,2.0,1.0,[0.2857142857142857, 0.2857142857142857]
1.0,1.0,2.0,1.0,[0.28571428571428564, 0.28571428571428564]
0.5,0.5,1.0,1.0,[0.1428571428571428, 0.2142857142857143]
1.0,1.0,1.0,1.0,[0.21428571428571452, 0.2857142857142857]

Trial-9_PCM-1
1.0,1.0,1.0,1.0,[0.25000000000000006, 0.25000000000000006]
1.0,1.0,2.0,1.0,[0.25000000000000006, 0.3333333333333333]
1.0,0.5,1.0,1.0,[0.16666666666666663, 0.25]
1.0,1.0,1.0,1.0,[0.24999999999999994, 0.24999999999999997]

Trial-9_PCM-2
1.0,1.0,1.0,1.0,[0.25000000000000006, 0.25000000000000006]
1.0,1.0,2.0,1.0,[0.25000000000000006, 0.3333333333333333]
1.0,0.5,1.0,1.0,[0.16666666666666663, 0.25]
1.0,1.0,1.0,1.0,[0.24999999999999994, 0.24999999999999997]

Trial-9_PCM-3
1.0,1.0,1.0,1.0,[0.25000000000000006, 0.25000000000000006]
1.0,1.0,2.0,1.0,[0.25000000000000006, 0.3333333333333333]
1.0,0.5,1.0,1.0,[0.16666666666666663, 0.25]
1.0,1.0,1.0,1.0,[0.24999999999999994, 0.24999999999999997]

Trial-10_PCM-1
1.0,1.0,2.0,1.0,[0.2857142857142857, 0.2857142857142857]
1.0,1.0,2.0,1.0,[0.28571428571428564, 0.28571428571428564]
0.5,0.5,1.0,1.0,[0.1428571428571428, 0.2142857142857143]
1.0,1.0,1.0,1.0,[0.21428571428571452, 0.2857142857142857]

Trial-10_PCM-2
1.0,1.0,2.0,1.0,[0.2857142857142857, 0.2857142857142857]
1.0,1.0,2.0,1.0,[0.28571428571428564, 0.28571428571428564]
0.5,0.5,1.0,1.0,[0.1428571428571428, 0.2142857142857143]
1.0,1.0,1.0,1.0,[0.21428571428571452, 0.2857142857142857]

Trial-10_PCM-3
1.0,1.0,2.0,1.0,[0.30000000000000004, 0.30000000000000004]
1.0,1.0,3.0,1.0,[0.29999999999999993, 0.29999999999999993]
0.5,0.3333333333333333,1.0,1.0,[0.10000000000000031, 0.19999999999999984]
1.0,1.0,1.0,1.0,[0.19999999999999973, 0.30000000000000004]

