Trial,PCM,pcm_1,pcm_2,pcm_3,pcm_4,pcm_5,,w_L,w_U
16,2,0.5,1.0,1.0,1.0,1.0,,0.1333333333333333,0.19999999999999962
16,2,1.0,1.0,1.0,1.0,1.0,,0.19999999999999996,0.19999999999999996

17,1,1.0,1.0,1.0,3.0,1.0,,0.2307692307692305,0.2307692307692305
17,1,1.0,1.0,2.0,2.0,1.0,,0.2307692307692306,0.2307692307692306
17,1,1.0,0.5,1.0,1.0,1.0,,0.1153846153846155,0.2307692307692312
17,1,0.3333333333333333,0.5,1.0,1.0,1.0,,0.07692307692307679,0.19230769230769193
17,1,1.0,1.0,1.0,1.0,1.0,,0.19230769230769265,0.23076923076923092

17,2,1.0,1.0,1.0,1.0,2.0,,0.22222222222222224,0.22222222222222232
17,2,1.0,1.0,2.0,2.0,1.0,,0.22222222222222224,0.22222222222222224
17,2,1.0,0.5,1.0,2.0,1.0,,0.11111111111111119,0.22222222222222252
17,2,1.0,0.5,0.5,1.0,1.0,,0.11111111111111127,0.2222222222222219
17,2,0.5,1.0,1.0,1.0,1.0,,0.11111111111111102,0.22222222222222232

18,1,1.0,1.0,1.0,1.0,1.0,,0.19999999999999996,0.19999999999999996
18,1,1.0,1.0,2.0,2.0,1.0,,0.2,0.2666666666666667
18,1,1.0,0.5,1.0,1.0,1.0,,0.13333333333333344,0.20000000000000004
18,1,1.0,0.5,1.0,1.0,1.0,,0.1333333333333333,0.2000000000000001
18,1,1.0,1.0,1.0,1.0,1.0,,0.19999999999999996,0.19999999999999996

18,2,1.0,1.0,2.0,2.0,1.0,,0.22222222222222157,0.22222222222222157
18,2,1.0,1.0,1.0,1.0,1.0,,0.22222222222222146,0.22222222222222146
18,2,0.5,1.0,1.0,2.0,1.0,,0.11111111111111058,0.22222222222222157
18,2,0.5,1.0,0.5,1.0,1.0,,0.11111111111111077,0.22222222222221968
18,2,1.0,1.0,1.0,1.0,1.0,,0.22222222222222185,0.2222222222222246

19,1,1.0,1.0,1.0,1.0,1.0,,0.18518518518518565,0.222222222222222
19,1,1.0,1.0,1.0,2.0,1.0,,0.22222222222222085,0.22222222222222174
19,1,1.0,1.0,1.0,2.0,1.0,,0.2222222222222214,0.2222222222222228
19,1,1.0,0.5,0.5,1.0,1.0,,0.11111111111111127,0.18518518518518542
19,1,1.0,1.0,1.0,1.0,1.0,,0.18518518518518637,0.2222222222222222

19,2,1.0,1.0,1.0,2.0,1.0,,0.23529411764705854,0.23529411764705882
19,2,1.0,1.0,1.0,1.0,1.0,,0.17647058823529466,0.2352941176470588
19,2,1.0,1.0,1.0,4.0,1.0,,0.2352941176470586,0.23529411764705888
19,2,0.5,1.0,0.25,1.0,1.0,,0.05882352941176472,0.17647058823529435
19,2,1.0,1.0,1.0,1.0,1.0,,0.17647058823529388,0.23529411764705888

20,1,1.0,1.0,1.0,2.0,1.0,,0.22222222222222027,0.22222222222222263
20,1,1.0,1.0,1.0,1.0,1.0,,0.18518518518518584,0.22222222222222238
20,1,1.0,1.0,1.0,2.0,1.0,,0.2222222222222222,0.22222222222222276
20,1,0.5,1.0,0.5,1.0,1.0,,0.11111111111111133,0.18518518518518534
20,1,1.0,1.0,1.0,1.0,1.0,,0.18518518518518562,0.22222222222222088

20,2,1.0,1.0,2.0,2.0,1.0,,0.24999999999999978,0.24999999999999978
20,2,1.0,1.0,3.0,2.0,1.0,,0.25000000000000017,0.25000000000000044
20,2,0.5,0.3333333333333333,1.0,2.0,1.0,,0.08333333333333315,0.16666666666666619
20,2,0.5,0.5,0.5,1.0,1.0,,0.08333333333333337,0.16666666666666707
20,2,1.0,1.0,1.0,1.0,1.0,,0.16666666666666652,0.2500000000000002

21,1,1.0,1.0,1.0,2.0,1.0,,0.1999999999999998,0.1999999999999998
21,1,1.0,1.0,2.0,3.0,1.0,,0.19999999999999984,0.2999999999999998
21,1,1.0,0.5,1.0,1.0,1.0,,0.1499999999999999,0.20000000000000018
21,1,0.5,0.3333333333333333,1.0,1.0,1.0,,0.09999999999999992,0.19999999999999984
21,1,1.0,1.0,1.0,1.0,1.0,,0.19999999999999962,0.2000000000000003

21,2,1.0,1.0,1.0,2.0,1.0,,0.2222222222222209,0.22222222222222227
21,2,1.0,1.0,2.0,2.0,1.0,,0.22222222222222185,0.22222222222222185
21,2,1.0,0.5,1.0,2.0,1.0,,0.11111111111111108,0.2222222222222244
21,2,0.5,0.5,0.5,1.0,1.0,,0.1111111111111111,0.22222222222222246
21,2,1.0,1.0,1.0,1.0,1.0,,0.22222222222222054,0.22222222222222054

22,1,1.0,1.0,1.0,2.0,1.0,,0.22222222222222238,0.22222222222222238
22,1,1.0,1.0,2.0,1.0,1.0,,0.22222222222222193,0.22222222222222213
22,1,1.0,0.5,1.0,2.0,1.0,,0.11111111111111124,0.22222222222222246
22,1,0.5,1.0,0.5,1.0,1.0,,0.11111111111111122,0.22222222222222218
22,1,1.0,1.0,1.0,1.0,1.0,,0.22222222222222188,0.22222222222222188

22,2,1.0,1.0,1.0,6.0,1.0,,0.23999999999999858,0.24000000000000243
22,2,1.0,1.0,2.0,2.0,1.0,,0.23999999999999866,0.23999999999999866
22,2,1.0,0.5,1.0,2.0,1.0,,0.11999999999999951,0.2399999999999996
22,2,0.16666666666666666,0.5,0.5,1.0,1.0,,0.040000000000000396,0.16000000000000006
22,2,1.0,1.0,1.0,1.0,1.0,,0.16000000000000023,0.23999999999999896

23,1,1.0,1.0,1.0,2.0,1.0,,0.2222222222222209,0.22222222222222227
23,1,1.0,1.0,2.0,2.0,1.0,,0.22222222222222185,0.22222222222222185
23,1,1.0,0.5,1.0,2.0,1.0,,0.11111111111111108,0.2222222222222244
23,1,0.5,0.5,0.5,1.0,1.0,,0.1111111111111111,0.22222222222222246
23,1,1.0,1.0,1.0,1.0,1.0,,0.22222222222222054,0.22222222222222054

23,2,1.0,1.0,2.0,5.0,1.0,,0.2000000000000003,0.3333333333333339
23,2,1.0,1.0,1.0,2.0,1.0,,0.20000000000000018,0.2000000000000003
23,2,0.5,1.0,1.0,2.0,1.0,,0.1666666666666673,0.19999999999999898
23,2,0.2,0.5,0.5,1.0,1.0,,0.06666666666666679,0.20000000000000023
23,2,1.0,1.0,1.0,1.0,1.0,,0.20000000000000018,0.2000000000000003

24,1,1.0,1.0,1.0,2.0,1.0,,0.22222222222222238,0.22222222222222238
24,1,1.0,1.0,2.0,1.0,1.0,,0.22222222222222157,0.22222222222222238
24,1,1.0,0.5,1.0,1.0,1.0,,0.11111111111111133,0.22222222222222188
24,1,0.5,1.0,1.0,1.0,1.0,,0.11111111111111122,0.22222222222222288
24,1,1.0,1.0,1.0,1.0,1.0,,0.22222222222222193,0.2222222222222222

24,2,1.0,1.0,1.0,1.0,1.0,,0.2222222222222223,0.2222222222222223
24,2,1.0,1.0,1.0,2.0,2.0,,0.22222222222222174,0.2222222222222218
24,2,1.0,1.0,1.0,2.0,1.0,,0.22222222222222196,0.22222222222222363
24,2,1.0,0.5,0.5,1.0,1.0,,0.11111111111111105,0.2222222222222214
24,2,1.0,0.5,1.0,1.0,1.0,,0.11111111111111086,0.22222222222222116

25,1,1.0,1.0,1.0,2.0,1.0,,0.1999999999999995,0.2666666666666667
25,1,1.0,1.0,1.0,1.0,1.0,,0.19999999999999962,0.19999999999999962
25,1,1.0,1.0,1.0,1.0,1.0,,0.19999999999999973,0.2000000000000004
25,1,0.5,1.0,1.0,1.0,1.0,,0.1333333333333333,0.19999999999999962
25,1,1.0,1.0,1.0,1.0,1.0,,0.19999999999999996,0.19999999999999996

25,2,1.0,1.0,1.0,2.0,1.0,,0.2307692307692309,0.2307692307692309
25,2,1.0,1.0,1.0,3.0,1.0,,0.2307692307692307,0.23076923076923075
25,2,1.0,1.0,1.0,2.0,1.0,,0.2307692307692306,0.2307692307692318
25,2,0.5,0.3333333333333333,0.5,1.0,1.0,,0.07692307692307676,0.15384615384615333
25,2,1.0,1.0,1.0,1.0,1.0,,0.15384615384615327,0.23076923076922984

26,1,1.0,1.0,1.0,1.0,1.0,,0.19999999999999996,0.19999999999999996
26,1,1.0,1.0,2.0,2.0,1.0,,0.2,0.2666666666666667
26,1,1.0,0.5,1.0,1.0,1.0,,0.13333333333333344,0.20000000000000004
26,1,1.0,0.5,1.0,1.0,1.0,,0.1333333333333333,0.2000000000000001
26,1,1.0,1.0,1.0,1.0,1.0,,0.19999999999999996,0.19999999999999996

26,2,1.0,1.0,1.0,2.0,1.0,,0.2142857142857147,0.2142857142857147
26,2,1.0,1.0,2.0,4.0,1.0,,0.2142857142857147,0.2857142857142854
26,2,1.0,0.5,1.0,3.0,1.0,,0.14285714285714202,0.21428571428571383
26,2,0.5,0.25,0.3333333333333333,1.0,1.0,,0.07142857142857136,0.14285714285714216
26,2,1.0,1.0,1.0,1.0,1.0,,0.14285714285714246,0.21428571428571466

27,1,1.0,1.0,1.0,1.0,1.0,,0.22222222222222207,0.22222222222222232
27,1,1.0,1.0,2.0,1.0,1.0,,0.22222222222222218,0.22222222222222218
27,1,1.0,0.5,1.0,2.0,1.0,,0.11111111111111091,0.22222222222222202
27,1,1.0,1.0,0.5,1.0,1.0,,0.11111111111111116,0.22222222222222218
27,1,1.0,1.0,1.0,1.0,1.0,,0.22222222222222232,0.22222222222222232

27,2,1.0,1.0,1.0,3.0,1.0,,0.2307692307692305,0.2307692307692305
27,2,1.0,1.0,2.0,3.0,1.0,,0.2307692307692306,0.2307692307692306
27,2,1.0,0.5,1.0,2.0,1.0,,0.1153846153846155,0.2307692307692312
27,2,0.3333333333333333,0.3333333333333333,0.5,1.0,1.0,,0.07692307692307679,0.19230769230769193
27,2,1.0,1.0,1.0,1.0,1.0,,0.19230769230769265,0.23076923076923092

28,1,1.0,1.0,1.0,3.0,1.0,,0.19999999999999948,0.29999999999999966
28,1,1.0,1.0,1.0,2.0,1.0,,0.2000000000000002,0.20000000000000026
28,1,1.0,1.0,1.0,1.0,1.0,,0.2000000000000002,0.2000000000000002
28,1,0.3333333333333333,0.5,1.0,1.0,1.0,,0.09999999999999962,0.20000000000000026
28,1,1.0,1.0,1.0,1.0,1.0,,0.19999999999999998,0.20000000000000032

28,2,1.0,1.0,1.0,2.0,1.0,,0.22222222222222246,0.22222222222222246
28,2,1.0,1.0,2.0,2.0,1.0,,0.22222222222222193,0.22222222222222224
28,2,1.0,0.5,1.0,1.0,1.0,,0.11111111111111097,0.2222222222222234
28,2,0.5,0.5,1.0,1.0,1.0,,0.11111111111111127,0.22222222222222346
28,2,1.0,1.0,1.0,1.0,1.0,,0.2222222222222211,0.2222222222222211

29,1,1.0,1.0,1.0,3.0,1.0,,0.23076923076923084,0.23076923076923084
29,1,1.0,1.0,3.0,1.0,1.0,,0.23076923076923075,0.2307692307692309
29,1,1.0,0.3333333333333333,1.0,2.0,1.0,,0.07692307692307687,0.2307692307692304
29,1,0.3333333333333333,1.0,0.5,1.0,1.0,,0.07692307692307694,0.23076923076923106
29,1,1.0,1.0,1.0,1.0,1.0,,0.23076923076923078,0.23076923076923098

29,2,1.0,1.0,1.0,2.0,1.0,,0.2222222222222221,0.2222222222222221
29,2,1.0,1.0,2.0,3.0,1.0,,0.22222222222222227,0.33333333333333426
29,2,1.0,0.5,1.0,2.0,2.0,,0.16666666666666716,0.22222222222222168
29,2,0.5,0.3333333333333333,0.5,1.0,1.0,,0.11111111111111105,0.11111111111111113
29,2,1.0,1.0,0.5,1.0,1.0,,0.11111111111111086,0.22222222222222254

30,1,1.0,1.0,1.0,1.0,1.0,,0.19999999999999996,0.19999999999999996
30,1,1.0,1.0,2.0,2.0,1.0,,0.2,0.2666666666666667
30,1,1.0,0.5,1.0,1.0,1.0,,0.13333333333333344,0.20000000000000004
30,1,1.0,0.5,1.0,1.0,1.0,,0.1333333333333333,0.2000000000000001
30,1,1.0,1.0,1.0,1.0,1.0,,0.19999999999999996,0.19999999999999996

30,2,1.0,2.0,1.0,2.0,1.0,,0.23684210526315733,0.2368421052631576
30,2,0.5,1.0,2.0,1.0,1.0,,0.11842105263157865,0.21052631578947414
30,2,1.0,0.5,1.0,3.0,1.0,,0.10526315789473698,0.23684210526315794
30,2,0.5,1.0,0.3333333333333333,1.0,1.0,,0.07894736842105243,0.21052631578947315
30,2,1.0,1.0,1.0,1.0,1.0,,0.2105263157894741,0.23684210526315785

31,1,1.0,1.0,1.0,3.0,1.0,,0.23076923076923048,0.23076923076923084
31,1,1.0,1.0,1.0,2.0,1.0,,0.2307692307692307,0.2307692307692307
31,1,1.0,1.0,1.0,2.0,1.0,,0.2307692307692303,0.2307692307692303
31,1,0.3333333333333333,0.5,0.5,1.0,1.0,,0.07692307692307718,0.15384615384615416
31,1,1.0,1.0,1.0,1.0,1.0,,0.153846153846154,0.23076923076923098

31,2,1.0,2.0,1.0,2.0,1.0,,0.22222222222222182,0.22222222222222182
31,2,0.5,1.0,1.0,2.0,1.0,,0.11111111111111037,0.22222222222222174
31,2,1.0,1.0,1.0,2.0,1.0,,0.22222222222222163,0.22222222222222235
31,2,0.5,0.5,0.5,1.0,1.0,,0.11111111111111094,0.22222222222222307
31,2,1.0,1.0,1.0,1.0,1.0,,0.2222222222222219,0.22222222222222243

32,1,1.0,1.0,2.0,1.0,1.0,,0.20512820512820534,0.20512820512820534
32,1,1.0,1.0,4.0,3.0,1.0,,0.20512820512820534,0.30769230769230743
32,1,0.5,0.25,1.0,1.0,1.0,,0.07692307692307686,0.17948717948717882
32,1,1.0,0.3333333333333333,1.0,1.0,1.0,,0.10256410256410309,0.20512820512820515
32,1,1.0,1.0,1.0,1.0,1.0,,0.17948717948717874,0.20512820512820532

32,2,1.0,1.0,3.0,2.0,1.0,,0.2307692307692296,0.230769230769231
32,2,1.0,1.0,1.0,2.0,1.0,,0.23076923076923053,0.23076923076923053
32,2,0.3333333333333333,1.0,1.0,3.0,1.0,,0.07692307692307657,0.23076923076923092
