PCM_Identifiers,entani論文のPerfectIncorporation,中心総和1のPerfectIncorporation,解の非唯一性考慮のPerfectIncorporation,entani論文のCommonGround,中心総和1のCommonGround,解の非唯一性考慮のCommonGround,entani論文のPartialIncorporation,中心総和1のPartialIncorporation,解の非唯一性考慮のPartialIncorporation
"Any[""Trial-88_PCM-1"", ""Trial-88_PCM-2"", ""Trial-88_PCM-3""]",18.25738854226175,18.658782358966263,17.885026941256942,Error,Error,Error,1.7512721717832909,1.6734404549952444,1.7828618518510781
"Any[""Trial-89_PCM-1"", ""Trial-89_PCM-2"", ""Trial-89_PCM-3""]",18.257388671460987,86.43644374915985,19.311728537379174,Error,Error,Error,3.5297138632317684,5.327816159702973,3.671001876138924
"Any[""Trial-90_PCM-1"", ""Trial-90_PCM-2"", ""Trial-90_PCM-3""]",17.84846547048174,16.644481446351673,15.211311872520183,Error,Error,Error,8.543522933929726,9.637879421256693,6.452467818762539
"Any[""Trial-91_PCM-1"", ""Trial-91_PCM-2"", ""Trial-91_PCM-3""]",24.09743552409862,145.6598605414684,24.751768504522857,Error,Error,Error,15.421222160006847,15.835315001509205,13.110001152774698
"Any[""Trial-92_PCM-1"", ""Trial-92_PCM-2"", ""Trial-92_PCM-3""]",19.888130944278647,22.531194616365028,20.417374529636067,Error,Error,Error,4.146026588944339,6.654830530344319,5.476206781694599
"Any[""Trial-93_PCM-1"", ""Trial-93_PCM-2"", ""Trial-93_PCM-3""]",17.311217155054724,140.5267219845891,18.125616043539253,Error,Error,Error,4.008290212268574,5.580822806649568,4.716575042745097
"Any[""Trial-94_PCM-1"", ""Trial-94_PCM-2"", ""Trial-94_PCM-3""]",13.720202705855478,14.098094107433612,14.028047261415892,Error,Error,Error,2.99885520944112,4.777022144028024,2.935757600900428
"Any[""Trial-95_PCM-1"", ""Trial-95_PCM-2"", ""Trial-95_PCM-3""]",17.999228970502173,141.32120029529324,17.723266306194212,Error,Error,Error,4.220102004530053,5.84290831529778,4.868699551649739
"Any[""Trial-96_PCM-1"", ""Trial-96_PCM-2"", ""Trial-96_PCM-3""]",18.615840406539228,80.34964453401867,18.065359749762425,Error,Error,Error,4.215968674643753,5.3025428476580245,4.371957223130111
"Any[""Trial-97_PCM-1"", ""Trial-97_PCM-2"", ""Trial-97_PCM-3""]",16.78546468005417,28.60895718926225,18.795978289759272,Error,Error,Error,3.6778796893043126,4.874632294701977,4.3849169336595795
"Any[""Trial-98_PCM-1"", ""Trial-98_PCM-2"", ""Trial-98_PCM-3""]",19.076548932506597,20.293363180712607,18.969323739443656,Error,Error,Error,1.2206221084724436,1.9115379295480786,1.4230415451767553
"Any[""Trial-99_PCM-1"", ""Trial-99_PCM-2"", ""Trial-99_PCM-3""]",21.177612002767845,143.93935037631206,22.125624727090113,Error,Error,Error,6.394338677078718,5.8819024428786655,5.5077014294221724
"Any[""Trial-100_PCM-1"", ""Trial-100_PCM-2"", ""Trial-100_PCM-3""]",12.481767952297027,12.665169191291032,12.48176861034188,Error,Error,Error,3.253232535675489,3.5074972027134446,3.2532323261631033
"Any[""Trial-101_PCM-1"", ""Trial-101_PCM-2"", ""Trial-101_PCM-3""]",18.716378041372224,23.972218333409817,18.716377242503988,Error,Error,Error,6.909079211584011,8.01919257826396,6.909072254412738
"Any[""Trial-102_PCM-1"", ""Trial-102_PCM-2"", ""Trial-102_PCM-3""]",12.931608492856272,17.68018526161654,13.040325842610152,Error,Error,Error,2.1239631265621504,1.9572069992949386,1.8648973974277139
"Any[""Trial-103_PCM-1"", ""Trial-103_PCM-2"", ""Trial-103_PCM-3""]",14.665950325042296,29.441007808699826,15.08739194662133,Error,Error,Error,2.7067417462666303,4.99831559638212,3.8957466286739595
"Any[""Trial-104_PCM-1"", ""Trial-104_PCM-2"", ""Trial-104_PCM-3""]",11.366325181148348,11.709008218337434,11.278055459882442,Error,Error,Error,2.3106397942060255,2.562180867034769,1.3961152939951837
"Any[""Trial-105_PCM-1"", ""Trial-105_PCM-2"", ""Trial-105_PCM-3""]",13.523977933638694,77.41995819730033,14.674705844318993,Error,Error,Error,3.6076059584341507,3.3316336249812624,2.9677479398266238
"Any[""Trial-106_PCM-1"", ""Trial-106_PCM-2"", ""Trial-106_PCM-3""]",12.942433704978534,13.692666800064025,12.928482725905795,Error,Error,1.6748479478476845,0.7798867777039766,0.3131217149033514,0.0
"Any[""Trial-107_PCM-1"", ""Trial-107_PCM-2"", ""Trial-107_PCM-3""]",15.384956003928856,78.61814392604855,15.640751199069253,Error,Error,Error,6.9898352365197045,10.030036568874994,7.651476130178632
"Any[""Trial-108_PCM-1"", ""Trial-108_PCM-2"", ""Trial-108_PCM-3""]",12.195903830542802,15.168886527110445,12.195905096804498,Error,Error,Error,2.0251191404295317,2.498520754944816,1.976594464692825
"Any[""Trial-109_PCM-1"", ""Trial-109_PCM-2"", ""Trial-109_PCM-3""]",14.59222714236931,18.816990584933414,15.484801715579387,Error,Error,Error,5.023372383565505,6.4351340476785115,5.958553004771357
"Any[""Trial-110_PCM-1"", ""Trial-110_PCM-2"", ""Trial-110_PCM-3""]",17.57779538946659,81.93269409231519,18.053051020621957,Error,Error,Error,3.5501915130482007,5.866088682007137,5.6986916669682115
"Any[""Trial-111_PCM-1"", ""Trial-111_PCM-2"", ""Trial-111_PCM-3""]",17.247028036165634,19.839207275168537,18.055975644895607,Error,Error,Error,3.342838407135608,3.249288228806858,3.1219546571940677
"Any[""Trial-112_PCM-1"", ""Trial-112_PCM-2"", ""Trial-112_PCM-3""]",15.073764794863253,15.390164435002026,15.342164028363085,Error,Error,Error,7.483049801311864,7.363312285173204,7.066280697459714
"Any[""Trial-113_PCM-1"", ""Trial-113_PCM-2"", ""Trial-113_PCM-3""]",15.505263647664737,77.67298630367378,15.697502164805003,Error,Error,Error,4.594780487686297,6.285995297568253,3.547383054815874
"Any[""Trial-114_PCM-1"", ""Trial-114_PCM-2"", ""Trial-114_PCM-3""]",21.646569907997076,19.034914089750536,18.98720680290285,Error,Error,Error,8.08805352606054,6.230900389503887,5.526613297185416
"Any[""Trial-115_PCM-1"", ""Trial-115_PCM-2"", ""Trial-115_PCM-3""]",20.956418539120314,83.87930153362626,20.956419401403682,Error,Error,Error,9.061326122491796,8.873159533344886,8.873159298078559
"Any[""Trial-116_PCM-1"", ""Trial-116_PCM-2"", ""Trial-116_PCM-3""]",17.924767502816415,80.22464180087341,18.131462075184167,Error,Error,Error,4.27197699177767,4.5462512040332905,5.225738074265555
"Any[""Trial-117_PCM-1"", ""Trial-117_PCM-2"", ""Trial-117_PCM-3""]",14.502559854114947,19.30141707666082,15.816787853735251,Error,Error,Error,3.860496238011748,3.5220733748223667,3.251792917801966
"Any[""Trial-118_PCM-1"", ""Trial-118_PCM-2"", ""Trial-118_PCM-3""]",12.947574338816437,22.112826734584647,13.782593517032039,Error,Error,Error,3.4918361397898345,3.6720183237724227,3.275506395641911
"Any[""Trial-119_PCM-1"", ""Trial-119_PCM-2"", ""Trial-119_PCM-3""]",20.620864433851544,85.85708561083644,20.928707067780252,Error,Error,Error,4.073650065654494,5.236607795587695,4.186348327487854
"Any[""Trial-120_PCM-1"", ""Trial-120_PCM-2"", ""Trial-120_PCM-3""]",23.223698830311363,30.40979590524795,22.98600494289874,Error,Error,Error,14.195464821220652,12.872247348131808,14.176511357051885
"Any[""Trial-121_PCM-1"", ""Trial-121_PCM-2"", ""Trial-121_PCM-3""]",19.11071053279354,80.06789457502123,19.45771467487446,Error,Error,Error,3.4635626553592576,4.132522626129634,3.799187279872581
"Any[""Trial-122_PCM-1"", ""Trial-122_PCM-2"", ""Trial-122_PCM-3""]",18.615835633775617,144.09256802774178,18.61583958486589,Error,Error,Error,5.277119388475839,4.080964471803816,3.4339368406971365
