PCM_Identifiers,entani論文のPerfectIncorporation,中心総和1のPerfectIncorporation,解の非唯一性考慮のPerfectIncorporation,entani論文のCommonGround,中心総和1のCommonGround,解の非唯一性考慮のCommonGround,entani論文のPartialIncorporation,中心総和1のPartialIncorporation,解の非唯一性考慮のPartialIncorporation
"Any[""Trial-1_PCM-1"", ""Trial-1_PCM-2"", ""Trial-1_PCM-3""]",6.044709061626801,5.907097699428495,5.665158914751383,5.181662844271683,4.413399723170789,4.413399723170807,1.3322676295501878e-15,0.0,0.0
"Any[""Trial-2_PCM-1"", ""Trial-2_PCM-2"", ""Trial-2_PCM-3""]",3.2958368660043176,3.897848952390781,3.6119184129778104,2.079441541679833,1.4100108877372157,1.4100108877372106,0.0,0.0,0.0
"Any[""Trial-3_PCM-1"", ""Trial-3_PCM-2"", ""Trial-3_PCM-3""]",6.044709061626585,6.554406172012953,6.0997564776313205,3.295836866004478,2.693824779617871,2.6938247796178545,0.0,0.0,0.0
"Any[""Trial-4_PCM-1"", ""Trial-4_PCM-2"", ""Trial-4_PCM-3""]",6.007441501631079,5.671146021436287,5.606161531092594,1.8858259782674807,Error,Error,0.0,0.10499052611134818,0.06645841392344898
"Any[""Trial-5_PCM-1"", ""Trial-5_PCM-2"", ""Trial-5_PCM-3""]",5.021929300715,5.8377304471659395,5.375278407684171,1.6788473638062766,0.8630462173553394,0.8630462173553347,6.661338147750939e-16,0.0,0.0
"Any[""Trial-6_PCM-1"", ""Trial-6_PCM-2"", ""Trial-6_PCM-3""]",3.2958368660043287,3.8978489523907776,3.611918412977793,2.079441541679842,1.4100108877372244,1.410010887737239,5.995204332975845e-15,0.0,0.0
"Any[""Trial-7_PCM-1"", ""Trial-7_PCM-2"", ""Trial-7_PCM-3""]",5.375278407684211,6.162371201086643,5.661208947097139,3.295836866004334,2.693824779617857,2.6938247796178616,0.0,0.0,0.0
"Any[""Trial-8_PCM-1"", ""Trial-8_PCM-2"", ""Trial-8_PCM-3""]",6.238324625039503,7.496099915761,6.646721148013255,1.6788473638062795,0.7234861704506579,0.7234861704506542,6.661338147750939e-16,0.0,0.0
"Any[""Trial-9_PCM-1"", ""Trial-9_PCM-2"", ""Trial-9_PCM-3""]",7.8367382164936785,7.2094332913465085,7.052876031834806,Error,Error,Error,0.3533491069689836,1.1632965930263053,0.9236543393079182
"Any[""Trial-10_PCM-1"", ""Trial-10_PCM-2"", ""Trial-10_PCM-3""]",7.101370842394878,8.557894289739963,7.454719949364021,1.6788473638062413,0.8630462173553357,0.8630462173553004,6.661338147750939e-16,0.0,0.0
"Any[""Trial-11_PCM-1"", ""Trial-11_PCM-2"", ""Trial-11_PCM-3""]",5.654092394661951,5.721817069049717,5.435886529636725,3.4638958368304884e-14,1.865174681370263e-14,1.7319479184152442e-14,0.0,0.0,0.0
"Any[""Trial-12_PCM-1"", ""Trial-12_PCM-2"", ""Trial-12_PCM-3""]",5.021929300715041,5.837730447165952,5.375278407684181,1.6788473638062436,0.863046217355339,0.8630462173553134,0.0,0.0,0.0
"Any[""Trial-13_PCM-1"", ""Trial-13_PCM-2"", ""Trial-13_PCM-3""]",7.85531412723749,9.835032127348022,9.72777705445648,1.8858259782674127,Error,Error,6.661338147750939e-16,1.6072206929174904,1.2739108605833835
"Any[""Trial-14_PCM-1"", ""Trial-14_PCM-2"", ""Trial-14_PCM-3""]",6.554406172012965,7.255250725557467,7.203075497421866,5.728750807065808e-14,3.6637359812630166e-14,3.930189507173054e-14,2.6645352591003757e-15,0.0,0.0
"Any[""Trial-15_PCM-1"", ""Trial-15_PCM-2"", ""Trial-15_PCM-3""]",8.02094632315464,8.517612724138234,8.171395674211036,Error,Error,Error,0.22241116507610115,0.8963333494276949,0.4362197578741014
"Any[""Trial-16_PCM-1"", ""Trial-16_PCM-2"", ""Trial-16_PCM-3""]",7.661698563824869,7.623644350993457,6.999893039044682,0.0,3.83026943495679e-14,6.261657858885883e-14,0.0,0.0,0.0
"Any[""Trial-17_PCM-1"", ""Trial-17_PCM-2"", ""Trial-17_PCM-3""]",8.854189379201564,9.41900733707871,8.49263423009265,4.030109579389318e-13,1.3322676295501878e-14,1.4654943925052066e-14,0.0,0.0,0.0
"Any[""Trial-18_PCM-1"", ""Trial-18_PCM-2"", ""Trial-18_PCM-3""]",8.086883043310829,8.31177215873127,8.317766166719274,Error,Error,Error,0.4728868326105704,1.2305462939587746,0.5469646703819007
"Any[""Trial-19_PCM-1"", ""Trial-19_PCM-2"", ""Trial-19_PCM-3""]",7.959204200054576,9.057489380082469,8.735552368719896,Error,Error,Error,0.8513045193919269,1.4100108877372257,1.1671977639271378
"Any[""Trial-20_PCM-1"", ""Trial-20_PCM-2"", ""Trial-20_PCM-3""]",4.158883083359662,5.02192930071503,4.621335122841456,2.0794415416798366,1.0700248318161956,1.0700248318161765,2.6645352591003757e-15,0.0,0.0
"Any[""Trial-21_PCM-1"", ""Trial-21_PCM-2"", ""Trial-21_PCM-3""]",5.654092394661951,5.721817069049717,5.435886529636725,3.4638958368304884e-14,1.865174681370263e-14,1.7319479184152442e-14,0.0,0.0,0.0
"Any[""Trial-22_PCM-1"", ""Trial-22_PCM-2"", ""Trial-22_PCM-3""]",8.08688304331076,10.307075344354004,9.598598586075177,Error,Error,Error,0.47288683261052045,2.4034912208276435,1.9261665582066672
"Any[""Trial-23_PCM-1"", ""Trial-23_PCM-2"", ""Trial-23_PCM-3""]",7.417452389368318,7.727915775776963,7.308349456855682,Error,Error,Error,0.3533491069691068,0.7283602576316608,0.6013227900738551
"Any[""Trial-24_PCM-1"", ""Trial-24_PCM-2"", ""Trial-24_PCM-3""]",4.1588830833596795,5.02192930071503,4.621335122841455,2.079441541679838,1.0700248318161907,1.0700248318161845,0.0,0.0,0.0
"Any[""Trial-25_PCM-1"", ""Trial-25_PCM-2"", ""Trial-25_PCM-3""]",3.295836866004274,3.8978489523907753,3.6119184129777957,2.079441541679842,1.410010887737225,1.4100108877372381,0.0,0.0,0.0
"Any[""Trial-26_PCM-1"", ""Trial-26_PCM-2"", ""Trial-26_PCM-3""]",6.841818558826141,6.479321108725201,6.148276937218565,1.92011206573776,2.0336391252875785,2.0636103703774342,0.0,0.0,0.0
"Any[""Trial-27_PCM-1"", ""Trial-27_PCM-2"", ""Trial-27_PCM-3""]",4.158883083359693,5.021929300715011,4.6213351228414385,2.079441541679836,1.07002483181621,1.0700248318162249,2.6645352591003757e-15,0.0,0.0
"Any[""Trial-28_PCM-1"", ""Trial-28_PCM-2"", ""Trial-28_PCM-3""]",6.870487718986432,8.60718087144104,8.528573754258971,5.728750807065808e-14,Error,Error,2.6645352591003757e-15,1.0237194783140475,0.9033986105276899
"Any[""Trial-29_PCM-1"", ""Trial-29_PCM-2"", ""Trial-29_PCM-3""]",6.0074415016311535,5.971580053385477,5.81314014555343,1.8858259782670823,Error,Error,0.0,0.08888899929112037,0.06645841392344698
"Any[""Trial-30_PCM-1"", ""Trial-30_PCM-2"", ""Trial-30_PCM-3""]",6.554406172012989,7.106556669096686,6.700776664521235,1.8858259782670916,1.9330710491715497,1.9703386091672221,0.0,0.0,0.0
"Any[""Trial-31_PCM-1"", ""Trial-31_PCM-2"", ""Trial-31_PCM-3""]",6.554406172013044,8.669153169165346,8.426869099231922,1.8858259782671456,Error,Error,0.0,1.110572617861533,0.9033986105277032
"Any[""Trial-32_PCM-1"", ""Trial-32_PCM-2"", ""Trial-32_PCM-3""]",7.770801496337469,8.576204018858894,8.056732035750382,1.8858259782671989,Error,1.939881494775167,0.0,0.4403568209014175,0.0
"Any[""Trial-33_PCM-1"", ""Trial-33_PCM-2"", ""Trial-33_PCM-3""]",7.955009602998125,8.496831015233855,7.88460904945224,0.23505994273982855,0.18792835791820228,0.19164122967928454,0.0,0.0,0.0
"Any[""Trial-34_PCM-1"", ""Trial-34_PCM-2"", ""Trial-34_PCM-3""]",7.408044932616516,7.864402260712422,7.33764437907041,7.793765632868599e-14,6.861178292183467e-14,1.2256862191861728e-13,0.0,0.0,0.0
"Any[""Trial-35_PCM-1"", ""Trial-35_PCM-2"", ""Trial-35_PCM-3""]",5.338010847688513,5.544989462149344,5.228907915175866,1.3988810110276972e-14,2.0650148258027912e-14,1.7319479184152442e-14,0.0,0.0,0.0
"Any[""Trial-36_PCM-1"", ""Trial-36_PCM-2"", ""Trial-36_PCM-3""]",7.661698563824887,7.623644350993459,6.999893039044682,0.0,4.030109579389318e-14,6.261657858885883e-14,1.9984014443252818e-15,0.0,0.0
"Any[""Trial-37_PCM-1"", ""Trial-37_PCM-2"", ""Trial-37_PCM-3""]",6.431940188452155,9.33333141441284,8.665261613294646,Error,Error,Error,0.5282730211295501,2.0260420893465816,1.68379025728129
"Any[""Trial-38_PCM-1"", ""Trial-38_PCM-2"", ""Trial-38_PCM-3""]",7.223836825955733,7.607619280140041,7.509767365368592,1.885825978266652,Error,2.197103681139397,6.661338147750939e-16,0.206491830076325,0.0
"Any[""Trial-39_PCM-1"", ""Trial-39_PCM-2"", ""Trial-39_PCM-3""]",7.091963385643208,7.164598138047142,6.719338122692262,1.9201120657377586,2.0336391252875883,2.0636103703774316,0.0,0.0,0.0
"Any[""Trial-40_PCM-1"", ""Trial-40_PCM-2"", ""Trial-40_PCM-3""]",5.338010847688478,5.139738610819265,5.119804982663252,1.8858259782671143,1.9440802358383744,2.0211872841083967,0.0,0.0,0.0
"Any[""Trial-41_PCM-1"", ""Trial-41_PCM-2"", ""Trial-41_PCM-3""]",7.101370842395027,7.355570145346224,7.101370842394736,Error,Error,Error,0.4728868326110407,0.8389220207302918,0.20218811113441237
"Any[""Trial-42_PCM-1"", ""Trial-42_PCM-2"", ""Trial-42_PCM-3""]",7.157900105799609,7.018259573849082,6.464358484192029,0.0,1.41886502547095e-13,1.4854784069484595e-13,0.0,0.0,0.0
"Any[""Trial-43_PCM-1"", ""Trial-43_PCM-2"", ""Trial-43_PCM-3""]",8.756313697253535,9.096151454897253,8.987196820661882,Error,Error,Error,0.5749346527646837,0.9759755267990916,0.4362197578740661
"Any[""Trial-44_PCM-1"", ""Trial-44_PCM-2"", ""Trial-44_PCM-3""]",6.554406172012989,7.064220058615866,6.700776664521235,0.9003137773510295,0.6484047634793055,0.7059422608034829,0.0,0.0,0.0
"Any[""Trial-45_PCM-1"", ""Trial-45_PCM-2"", ""Trial-45_PCM-3""]",8.374295430123617,8.282062000014815,7.68075380851663,Error,Error,Error,0.22241116507586534,0.18797980662792146,0.15236740518757008
"Any[""Trial-46_PCM-1"", ""Trial-46_PCM-2"", ""Trial-46_PCM-3""]",7.770801496337499,7.966390095007099,7.661698563824848,Error,Error,Error,0.4293025309219993,0.9249040789635613,0.7099941207539604
"Any[""Trial-47_PCM-1"", ""Trial-47_PCM-2"", ""Trial-47_PCM-3""]",6.007441501631135,6.602990229772914,6.007441501631121,0.0,5.928590951498336e-14,3.530509218307998e-14,0.0,0.0,0.0
"Any[""Trial-48_PCM-1"", ""Trial-48_PCM-2"", ""Trial-48_PCM-3""]",6.007441501631079,5.671146021436287,5.606161531092594,1.8858259782673508,Error,Error,0.0,0.10499052611134485,0.06645841392344898
"Any[""Trial-49_PCM-1"", ""Trial-49_PCM-2"", ""Trial-49_PCM-3""]",7.157900105798975,7.018259573849082,6.464358484192029,3.7703173916270316e-13,1.41886502547095e-13,1.4854784069484595e-13,0.0,0.0,0.0
"Any[""Trial-50_PCM-1"", ""Trial-50_PCM-2"", ""Trial-50_PCM-3""]",7.417452389368161,7.681677366211952,7.563822881876473,Error,Error,Error,0.3375546090769126,0.8389220207302978,0.19718115586924978
"Any[""Trial-51_PCM-1"", ""Trial-51_PCM-2"", ""Trial-51_PCM-3""]",7.199246524343094,6.835468329559845,6.537440999563033,3.1139630005549472,3.270085634929994,3.2871285870303533,0.0,0.0,0.0
"Any[""Trial-52_PCM-1"", ""Trial-52_PCM-2"", ""Trial-52_PCM-3""]",8.590681501336476,9.283270787131114,8.864730837101215,Error,Error,Error,0.4728868326107083,0.30925764842485504,0.21851197185675253
"Any[""Trial-53_PCM-1"", ""Trial-53_PCM-2"", ""Trial-53_PCM-3""]",5.338010847688461,5.459791038584248,5.2289079151758635,3.4638958368304884e-14,1.865174681370263e-14,2.2648549702353193e-14,6.661338147750939e-16,0.0,0.0
"Any[""Trial-54_PCM-1"", ""Trial-54_PCM-2"", ""Trial-54_PCM-3""]",5.02192930071501,5.837730447165955,5.375278407684182,1.6788473638062724,0.8630462173553377,0.8630462173552997,0.0,0.0,0.0
"Any[""Trial-55_PCM-1"", ""Trial-55_PCM-2"", ""Trial-55_PCM-3""]",7.57718593292462,8.303153376015596,7.964417059750225,2.9165135708058703,Error,Error,0.0,1.0342462890231503,0.4005941778735982
"Any[""Trial-56_PCM-1"", ""Trial-56_PCM-2"", ""Trial-56_PCM-3""]",6.55440617201296,8.773407760597433,7.805087583808302,5.728750807065808e-14,Error,Error,6.661338147750939e-16,0.9340635891486451,0.9340635891486324
"Any[""Trial-57_PCM-1"", ""Trial-57_PCM-2"", ""Trial-57_PCM-3""]",7.8367382164936545,7.4721618589602485,7.1992465243430726,Error,Error,Error,0.35334910696898425,1.1632965930263062,0.8245347770733182
"Any[""Trial-58_PCM-1"", ""Trial-58_PCM-2"", ""Trial-58_PCM-3""]",5.021929300715012,5.83773044716594,5.375278407684169,1.6788473638062755,0.8630462173553464,0.8630462173553374,6.661338147750939e-16,0.0,0.0
"Any[""Trial-59_PCM-1"", ""Trial-59_PCM-2"", ""Trial-59_PCM-3""]",7.827330759741905,7.983672882002556,7.436013847539378,2.0183854587685346e-13,1.149080830487037e-13,8.459899447643693e-14,0.0,0.0,0.0
"Any[""Trial-60_PCM-1"", ""Trial-60_PCM-2"", ""Trial-60_PCM-3""]",4.512232190328909,4.817580273258656,5.114244276715284,2.079441541679842,0.7234861704506615,0.7234861704506549,0.0,0.0,0.0
"Any[""Trial-61_PCM-1"", ""Trial-61_PCM-2"", ""Trial-61_PCM-3""]",6.554406172012989,7.106556669096685,6.700776664521235,1.8858259782670916,1.9330710491715497,1.9703386091672215,0.0,0.0,0.0
"Any[""Trial-62_PCM-1"", ""Trial-62_PCM-2"", ""Trial-62_PCM-3""]",6.554406172013,7.169366055796107,6.554406172012968,1.9984014443252818e-15,4.196643033083092e-14,4.596323321948148e-14,6.661338147750939e-16,0.0,0.0
