Trial,PCM,式1の解の中心の総和,式10の解に対するt_L,式10の解に対するt_U,式1の最適値,式10の最適値,式10の最適値とt_Lの積,式10の最適値とt_Uの積,式2の最適値,式20の最適値,式20のt
1,1,0.9999999999999996,1.0,1.0000000000000002,0.24786324786324787,0.24786324786324754,0.24786324786324754,0.2478632478632476,,,
1,2,0.9629629629629628,0.9920634920634925,1.008064516129032,0.2962962962962963,0.30399999999999816,0.3015873015872999,0.30645161290322387,,,
1,3,0.9502164502164498,1.0,1.0,0.28138528138528196,0.28138528138528274,0.28138528138528274,0.28138528138528274,,,
1,4,0.9999999999999997,1.0,1.0000000000000004,0.125,0.12500000000000022,0.12500000000000022,0.12500000000000028,,,
1,5,0.9806818181818182,0.980681818181818,1.0200945626477547,0.1659090909090909,0.16917728852838976,0.16590909090909128,0.17257683215130076,0.7742616419074337,0.8231490512809873,0.9406758018129528
2,1,0.9285714285714286,0.9999999999999996,1.0000000000000002,0.42857142857142905,0.4444444444444444,0.4444444444444442,0.44444444444444453,,,
2,2,0.94047619047619,1.0000000000000002,0.9999999999999998,0.26190476190476186,0.26190476190476175,0.2619047619047618,0.2619047619047617,,,
2,3,0.9999999999999997,1.0000000000000002,1.0000000000000002,0.27027027027026895,0.27027027027027006,0.2702702702702701,0.2702702702702701,,,
2,4,0.9583333333333338,1.0,1.0,0.25000000000000044,0.2499999999999999,0.2499999999999999,0.2499999999999999,,,
2,5,0.9714285714285713,0.9999999999999996,1.0000000000000002,0.22857142857142843,0.22857142857142865,0.22857142857142854,0.2285714285714287,0.7527346986989352,0.8190153087832058,0.9755944315363863
3,1,0.9374999999999996,1.0,1.000000000000001,0.32500000000000007,0.33846153846153904,0.33846153846153904,0.3384615384615394,,,
3,2,0.9114583333333327,1.0000000000000002,1.0,0.4270833333333336,0.42708333333333104,0.42708333333333115,0.42708333333333104,,,
3,3,0.9999999999999996,0.9999999999999996,1.0000000000000002,0.22950819672131095,0.2295081967213113,0.22950819672131118,0.22950819672131134,,,
3,4,0.9722222222222228,0.9722222222222233,1.029411764705882,0.2555555555555562,0.26285714285714334,0.2555555555555563,0.2705882352941181,,,
3,5,0.9666666666666669,0.9999999999999993,1.0000000000000007,0.26666666666666705,0.2666666666666666,0.26666666666666644,0.2666666666666668,0.7903004074257256,0.8739975571168233,0.9210505441954541
4,1,0.9999999999999992,1.0000000000000002,1.0,0.23529411764705965,0.23529411764705954,0.2352941176470596,0.23529411764705954,,,
4,2,0.9388297872340428,0.9557291666666665,1.0485714285714292,0.37765957446808485,0.3978201634877385,0.38020833333333337,0.4171428571428575,,,
4,3,1.0,1.0000000000000002,1.0,0.2545454545454545,0.25454545454545396,0.254545454545454,0.25454545454545396,,,
4,4,0.9747474747474749,1.0000000000000002,1.0,0.23232323232323138,0.23232323232323226,0.23232323232323232,0.23232323232323226,,,
4,5,1.0,1.0000000000000002,0.9999999999999998,0.3076923076923076,0.3076923076923075,0.30769230769230754,0.30769230769230743,0.8710888558393216,0.8842760009082204,0.9626548013992324
7,1,0.9672131147540987,0.9920634920634932,1.0080645161290316,0.2950819672131144,0.3039999999999976,0.30158730158729957,0.3064516129032232,,,
7,2,0.9666666666666663,1.0,1.000000000000002,0.216666666666667,0.21666666666666756,0.21666666666666756,0.216666666666668,,,
7,3,0.9999999999999992,1.0,1.0000000000000004,0.2392344497607659,0.23923444976076547,0.23923444976076547,0.23923444976076558,,,
7,4,0.9814814814814816,0.9999999999999998,1.0,0.2962962962962963,0.2962962962962943,0.2962962962962942,0.2962962962962943,,,
7,5,0.9999999999999998,1.0,1.0000000000000002,0.21848739495798253,0.21848739495798275,0.21848739495798275,0.2184873949579828,0.7657289985460998,0.8094451944539338,0.9240930152121201
8,1,0.98,0.9800000000000016,1.0208333333333317,0.18400000000000016,0.18775510204081336,0.18399999999999742,0.19166666666666332,,,
8,2,0.9722222222222217,1.0,1.0,0.3333333333333337,0.3333333333333337,0.3333333333333337,0.3333333333333337,,,
8,3,0.9749999999999999,0.9999999999999998,1.0000000000000004,0.25000000000000044,0.25531914893617036,0.2553191489361703,0.25531914893617047,,,
8,4,0.940983606557377,0.966666666666668,1.0357142857142847,0.34754098360655816,0.3645320197044357,0.352380952380955,0.3775510204081652,,,
8,5,0.9999999999999996,1.0,1.0000000000000002,0.3560439560439558,0.3560439560439561,0.3560439560439561,0.35604395604395617,1.1888742427188923,1.2033391809443936,0.9030172453983005
10,1,0.9593749999999994,0.9593750000000002,1.04421768707483,0.3312499999999998,0.34527687296416953,0.3312500000000002,0.36054421768707506,,,
10,2,0.9999999999999999,1.0000000000000002,1.0000000000000002,0.29841269841269824,0.29841269841269835,0.2984126984126984,0.2984126984126984,,,
10,3,0.9895238095238096,0.989523809523809,1.0107003891050588,0.19238095238095254,0.19441770933590086,0.19238095238095324,0.19649805447470922,,,
10,4,0.9292929292929293,1.0000000000000002,1.0,0.3232323232323233,0.32323232323232354,0.3232323232323236,0.32323232323232354,,,
10,5,0.9827586206896559,0.9827586206896549,1.017857142857143,0.3103448275862064,0.3157894736842105,0.3103448275862068,0.32142857142857145,0.9023189636933032,0.9849358362236325,0.9138286303768213
11,1,0.9999999999999994,1.0,0.9999999999999998,0.12403100775193732,0.12403100775193665,0.12403100775193665,0.12403100775193662,,,
11,2,1.0,1.0000000000000002,0.9999999999999998,0.3076923076923076,0.3076923076923075,0.30769230769230754,0.30769230769230743,,,
11,3,0.9710144927536228,0.971014492753624,1.0307692307692302,0.31884057971014523,0.3283582089552255,0.31884057971014673,0.3384615384615399,,,
11,4,0.9222222222222227,1.0,1.0,0.4222222222222216,0.4222222222222207,0.4222222222222207,0.4222222222222207,,,
11,5,1.0000000000000004,1.0000000000000002,0.9999999999999998,0.22916666666666707,0.22916666666666652,0.22916666666666657,0.22916666666666646,0.8100985170631372,0.8421684330922673,0.9216089756087162
12,1,0.9786324786324787,0.9786324786324799,1.0223214285714273,0.19658119658119666,0.20087336244541554,0.19658119658119752,0.2053571428571433,,,
12,2,0.9682539682539687,1.0,1.0,0.3492063492063494,0.3537653239929943,0.3537653239929943,0.3537653239929943,,,
12,3,0.96969696969697,1.0,1.0000000000000073,0.24242424242424232,0.2424242424242422,0.2424242424242422,0.24242424242424399,,,
12,4,0.9761904761904762,1.0,1.0000000000000002,0.23809523809523858,0.23809523809523747,0.23809523809523747,0.23809523809523753,,,
12,5,0.9500000000000002,1.0,0.9999999999999982,0.35000000000000064,0.35294117647058854,0.35294117647058854,0.3529411764705879,0.6753243658058647,0.6817507542984753,0.954385850183067
13,1,0.9523809523809516,0.9999999999999996,1.0000000000000002,0.2857142857142856,0.28985507246376796,0.28985507246376785,0.289855072463768,,,
13,2,0.964052287581699,1.0,0.9999999999999998,0.3071895424836606,0.3112244897959173,0.3112244897959173,0.31122448979591727,,,
13,3,0.9843750000000002,1.0,1.0,0.21874999999999956,0.21875,0.21875,0.21875,,,
13,4,0.9999999999999998,1.0,1.0000000000000004,0.17886178861788693,0.17886178861788515,0.17886178861788515,0.17886178861788524,,,
13,5,0.9690721649484536,0.9690721649484532,1.0329670329670335,0.22680412371133973,0.2340425531914898,0.22680412371134054,0.24175824175824234,0.7988269519124879,0.8654760202016604,0.9819271174941757
14,1,1.0,1.0,1.0000000000000002,0.17142857142857149,0.17142857142857126,0.17142857142857126,0.1714285714285713,,,
14,2,0.9999999999999999,1.0000000000000002,0.9999999999999998,0.18181818181818166,0.181818181818182,0.18181818181818202,0.18181818181818196,,,
14,3,0.9699248120300752,1.0000000000000002,1.0000000000000002,0.2706766917293235,0.2706766917293234,0.27067669172932346,0.27067669172932346,,,
14,4,0.9827586206896541,0.9827586206896554,1.0178571428571428,0.17241379310344884,0.1754385964912284,0.17241379310344862,0.17857142857142888,,,
14,5,1.0,0.9999999999999998,1.0000000000000002,0.20091324200913285,0.20091324200913263,0.20091324200913258,0.2009132420091327,0.6625945350492323,0.6746246059916408,0.9802294077426043
15,1,0.9750000000000001,0.9750000000000001,1.026315789473684,0.25000000000000044,0.2564102564102563,0.2499999999999999,0.2631578947368419,,,
15,2,0.9999999999999997,1.0000000000000004,1.0000000000000007,0.16666666666666685,0.16666666666666685,0.16666666666666693,0.16666666666666696,,,
15,3,0.9999999999999996,1.0,1.0,0.1796874999999989,0.17968749999999822,0.17968749999999822,0.17968749999999822,,,
15,4,0.9999999999999989,0.9999999999999998,1.0000000000000002,0.10606060606060708,0.10606060606060552,0.1060606060606055,0.10606060606060555,,,
15,5,0.9786324786324787,1.0,1.0,0.19658119658119666,0.19658119658119633,0.19658119658119633,0.19658119658119633,0.7112360990063402,0.7431299204690617,1.0159332022320622
16,1,0.9999999999999986,1.0,1.0,0.24637681159420188,0.24637681159420388,0.24637681159420388,0.24637681159420388,,,
16,2,0.9888888888888898,0.9888888888888888,1.0113636363636367,0.22222222222222188,0.22471910112359583,0.22222222222222254,0.22727272727272768,,,
16,3,1.0,0.9999999999999996,1.0000000000000004,0.21848739495798286,0.21848739495798308,0.218487394957983,0.21848739495798317,,,
