Trial,統合した解の中心の総和,DM1,DM1の式1の最適値,DM1の積,DM1の式10の最適値,DM2,DM2の式1の最適値,DM2の積,DM2の式10の最適値,DM3,DM3の式1の最適値,DM3の積,DM3の式10の最適値
1,1.0126359609438427,0.9999999850001072,0.24786324786324787,0.2478632441453254,0.24786324786324754,0.9629628829634074,0.2962962962962963,0.29274071642087407,0.30399999999999816,0.9502164620914486,0.28138528138528196,0.2673769265625301,0.28138528138528274
2,0.9561615046255669,0.9285713685714254,0.42857142857142905,0.4126983860317446,0.4444444444444444,0.9404761791935102,0.26190476190476186,0.24631518978877634,0.26190476190476175,1.0000000000000002,0.27027027027026895,0.2702702702702701,0.27027027027027006
3,1.0018441625458163,0.9374999321428784,0.32500000000000007,0.31730766934066706,0.33846153846153904,0.9281249897222383,0.4270833333333336,0.3963867143605372,0.42708333333333104,1.0000000000000138,0.22950819672131095,0.22950819672131445,0.2295081967213113
4,1.035192442549968,0.9999999829999986,0.23529411764705965,0.2352941136470592,0.23529411764705954,0.9388297578437997,0.37765957446808485,0.3734854077525744,0.3978201634877385,1.0,0.2545454545454545,0.25454545454545396,0.25454545454545396
5,0.9799317969197654,0.9490740604202277,0.3518518518518522,0.3339334657034128,0.3518518518518512,0.9888888653514749,0.22222222222222188,0.22222221693291602,0.22471910112359583,1.0,0.16923076923076952,0.16923076923076896,0.16923076923076896
6,1.0322023381660892,1.0000000000000009,0.29059829059829023,0.2905982905982906,0.29059829059829034,0.9885714164285707,0.2800000000000009,0.27679999659999993,0.28000000000000014,0.9482758789920411,0.3103448275862062,0.31034483312466893,0.32727272727272827
7,1.0604601750729648,0.9672131529540959,0.2950819672131144,0.29403279849804287,0.3039999999999976,0.9666666882051289,0.216666666666667,0.20944444911111212,0.21666666666666756,0.9999999049999977,0.2392344497607659,0.23923442703349218,0.23923444976076547
8,1.101727319673135,0.9800000150000003,0.18400000000000016,0.1840000028163237,0.18775510204081336,0.9722222130555551,0.3333333333333337,0.3240740710185187,0.3333333333333337,0.9749999669999982,0.25000000000000044,0.24893616178723374,0.25531914893617036
9,1.014062580216983,0.9615384603846154,0.3333333333333347,0.32051282012820537,0.3333333333333336,0.9302324931395374,0.39534883720930225,0.37790695033793725,0.4062500000000002,0.9999999449999961,0.2679425837320576,0.26794256899521435,0.2679425837320575
10,1.0404452774505693,0.9593749685849065,0.3312499999999998,0.3312499891530949,0.34527687296416953,1.0,0.29841269841269824,0.29841269841269835,0.29841269841269835,0.9895237747940883,0.19238095238095254,0.19238094562888047,0.19441770933590086
11,1.0482881191241398,1.0,0.12403100775193732,0.12403100775193665,0.12403100775193665,1.0000000000000002,0.3076923076923076,0.30769230769230754,0.3076923076923075,0.9710144638174519,0.31884057971014523,0.31884057020871714,0.3283582089552255
12,1.0259738995955783,0.9786324736324786,0.19658119658119666,0.19658119557683043,0.20087336244541554,0.9682539206223882,0.3492063492063494,0.3425346619364662,0.3537653239929943,0.9696968918398283,0.24242424242424232,0.23507803438541272,0.2424242424242422
13,0.9435549925270321,0.9523809040476102,0.2857142857142856,0.2760524359558289,0.28985507246376796,0.9640522808835846,0.3071895424836606,0.300036679254584,0.3112244897959173,0.9843749992857118,0.21874999999999956,0.21533203109374946,0.21875
14,1.014154308276899,0.9999999749999999,0.17142857142857149,0.17142856714285695,0.17142857142857126,0.9999999957692308,0.18181818181818166,0.18181818104895123,0.181818181818182,0.9699247986041489,0.2706766917293235,0.2625360357124013,0.2706766917293234
15,0.9578434566546863,0.9749999709999952,0.25000000000000044,0.24999999256410121,0.2564102564102563,0.9999999949999999,0.16666666666666685,0.1666666658333335,0.16666666666666685,0.9999999418181862,0.1796874999999989,0.17968748954545355,0.17968749999999822
16,1.0961298397930808,0.9999999424999966,0.24637681159420188,0.24637679742753638,0.24637681159420388,0.988888844888887,0.22222222222222188,0.22222221233458167,0.22471910112359583,1.0,0.21848739495798286,0.21848739495798308,0.21848739495798308
